Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,01:28:37:14,457.94300000000004,1646.289,85.883
2,0.01,01:28:37:14,457.935,1646.283,85.875
3,0.02,01:28:37:14,458.05,1646.558,85.932
4,0.03,01:28:37:15,458.11400000000003,1646.54,86.09100000000001
5,0.04,01:28:37:15,458.119,1646.5529999999999,85.949
6,0.05,01:28:37:15,458.11300000000006,1646.526,85.914
7,0.06,01:28:37:15,458.115,1646.5420000000001,85.927
8,0.07,01:28:37:16,458.119,1646.531,85.90100000000001
9,0.08,01:28:37:16,458.11699999999996,1646.535,85.911
10,0.09,01:28:37:16,458.11,1646.529,85.912
11,0.1,01:28:37:16,458.101,1646.53,85.899
12,0.11,01:28:37:17,458.111,1646.531,85.913
13,0.12,01:28:37:17,458.12199999999996,1646.531,85.91799999999999
14,0.13,01:28:37:17,458.12800000000004,1646.5279999999998,85.912
15,0.14,01:28:37:17,458.13300000000004,1646.529,85.902
16,0.15,01:28:37:18,458.13699999999994,1646.521,85.897
17,0.16,01:28:37:18,458.13800000000003,1646.5339999999999,85.906
18,0.17,01:28:37:18,458.13599999999997,1646.549,85.896
19,0.18,01:28:37:18,458.116,1646.5439999999999,85.90299999999999
20,0.19,01:28:37:19,458.115,1646.5529999999999,85.9
21,0.2,01:28:37:19,458.131,1646.5529999999999,85.9
22,0.21,01:28:37:19,458.124,1646.558,85.905
23,0.22,01:28:37:19,458.126,1646.5379999999998,85.90100000000001
24,0.23,01:28:37:20,458.126,1646.559,85.895
25,0.24,01:28:37:20,458.103,1646.5620000000001,85.883
26,0.25,01:28:37:20,458.099,1646.559,85.89200000000001
27,0.26,01:28:37:20,458.116,1646.567,85.899
28,0.27,01:28:37:21,458.097,1646.5839999999998,85.898
29,0.28,01:28:37:21,458.108,1646.576,85.92
30,0.29,01:28:37:21,458.101,1646.582,85.902
31,0.3,01:28:37:21,458.102,1646.578,85.897
32,0.31,01:28:37:22,458.07599999999996,1646.57,85.891
33,0.32,01:28:37:22,458.093,1646.586,85.905
34,0.33,01:28:37:22,458.07,1646.59,85.875
35,0.34,01:28:37:22,458.091,1646.5929999999998,85.895
36,0.35,01:28:37:23,458.085,1646.59,85.89
37,0.36,01:28:37:23,458.096,1646.604,85.88799999999999
38,0.37,01:28:37:23,458.089,1646.598,85.895
39,0.38,01:28:37:23,458.07800000000003,1646.601,85.898
40,0.39,01:28:37:24,458.09,1646.5929999999998,85.9
