Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,01:28:37:14,193.2257,972.3067,1099.653
2,0.01,01:28:37:14,193.2463,972.3733,1099.6697
3,0.02,01:28:37:14,193.269,972.5017,1099.689
4,0.03,01:28:37:15,193.272,972.6117,1099.7863
5,0.04,01:28:37:15,193.2283,972.6417,1099.6753
6,0.05,01:28:37:15,193.2263,972.739,1099.704
7,0.06,01:28:37:15,193.2407,972.8147,1099.7027
8,0.07,01:28:37:16,193.2527,972.8753,1099.6989999999996
9,0.08,01:28:37:16,193.2683,972.953,1099.7147
10,0.09,01:28:37:16,193.266,973.012,1099.721
11,0.1,01:28:37:16,193.2687,973.079,1099.745
12,0.11,01:28:37:17,193.2657,973.1227,1099.765
13,0.12,01:28:37:17,193.2567,973.163,1099.7893
14,0.13,01:28:37:17,193.2557,973.2027,1099.807
15,0.14,01:28:37:17,193.2523,973.2377,1099.8437
16,0.15,01:28:37:18,193.2433,973.2703,1099.859
17,0.16,01:28:37:18,193.2427,973.3023,1099.8807
18,0.17,01:28:37:18,193.2463,973.3293,1099.9033
19,0.18,01:28:37:18,193.2427,973.362,1099.92
20,0.19,01:28:37:19,193.2403,973.398,1099.932
21,0.2,01:28:37:19,193.2377,973.427,1099.9367
22,0.21,01:28:37:19,193.247,973.4573,1099.9607
23,0.22,01:28:37:19,193.2403,973.4857,1099.9827
24,0.23,01:28:37:20,193.2427,973.5203,1099.9987
25,0.24,01:28:37:20,193.236,973.549,1100.0173
26,0.25,01:28:37:20,193.2333,973.574,1100.0407
27,0.26,01:28:37:20,193.22,973.593,1100.059
28,0.27,01:28:37:21,193.2183,973.6157,1100.0783
29,0.28,01:28:37:21,193.2097,973.6163,1100.087
30,0.29,01:28:37:21,193.2053,973.6337,1100.1113
31,0.3,01:28:37:21,193.1867,973.6343,1100.1213
32,0.31,01:28:37:22,193.1823,973.6357,1100.155
33,0.32,01:28:37:22,193.1743,973.6343,1100.1623
34,0.33,01:28:37:22,193.1703,973.6277,1100.1760000000004
35,0.34,01:28:37:22,193.169,973.6273,1100.1897
36,0.35,01:28:37:23,193.1663,973.6217,1100.1917
