Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,01:28:37:14,706.2125,1585.6815,1435.0325
2,0.01,01:28:37:14,706.2635,1585.6235,1435.0545
3,0.02,01:28:37:14,706.316,1585.5420000000001,1435.045
4,0.03,01:28:37:15,706.3775,1585.4820000000002,1434.9655
5,0.04,01:28:37:15,706.3075,1585.3110000000001,1434.7545
6,0.05,01:28:37:15,706.3005,1585.2175,1434.747
7,0.06,01:28:37:15,706.328,1585.0925,1434.5985
8,0.07,01:28:37:16,706.3589999999999,1584.999,1434.422
9,0.08,01:28:37:16,706.4010000000001,1584.9085,1434.2335
10,0.09,01:28:37:16,706.4755,1584.8335,1434.0535
11,0.1,01:28:37:16,706.518,1584.79,1433.8785
12,0.11,01:28:37:17,706.5655,1584.7635,1433.7165
13,0.12,01:28:37:17,706.602,1584.7535,1433.6005
14,0.13,01:28:37:17,706.6365,1584.7645,1433.5095
15,0.14,01:28:37:17,706.6645,1584.775,1433.4325
16,0.15,01:28:37:18,706.6745,1584.8015,1433.3870000000002
17,0.16,01:28:37:18,706.716,1584.8345,1433.3695
18,0.17,01:28:37:18,706.7255,1584.8945,1433.359
19,0.18,01:28:37:18,706.7589999999999,1584.963,1433.3729999999998
20,0.19,01:28:37:19,706.7655,1585.0410000000002,1433.3745
21,0.2,01:28:37:19,706.7845,1585.1155,1433.3695
22,0.21,01:28:37:19,706.7935,1585.1705,1433.349
23,0.22,01:28:37:19,706.7915,1585.2035,1433.3110000000001
24,0.23,01:28:37:20,706.7965,1585.2420000000002,1433.2620000000002
25,0.24,01:28:37:20,706.8155,1585.2815,1433.203
26,0.25,01:28:37:20,706.836,1585.336,1433.136
27,0.26,01:28:37:20,706.8555,1585.4189999999999,1433.1015
28,0.27,01:28:37:21,706.888,1585.509,1433.108
29,0.28,01:28:37:21,706.8985,1585.6255,1433.1170000000002
30,0.29,01:28:37:21,706.914,1585.717,1433.1925
31,0.3,01:28:37:21,706.9245,1585.787,1433.2725
32,0.31,01:28:37:22,706.9475,1585.8110000000001,1433.3635
33,0.32,01:28:37:22,706.936,1585.8110000000001,1433.4365
34,0.33,01:28:37:22,706.942,1585.808,1433.491
35,0.34,01:28:37:22,706.9415,1585.7815,1433.52
36,0.35,01:28:37:23,706.93,1585.771,1433.517
37,0.36,01:28:37:23,706.9275,1585.747,1433.5065
38,0.37,01:28:37:23,706.928,1585.735,1433.4615
39,0.38,01:28:37:23,706.9385,1585.7185,1433.4170000000001
40,0.39,01:28:37:24,706.937,1585.703,1433.356
41,0.4,01:28:37:24,706.9495,1585.6905,1433.2765
42,0.41,01:28:37:24,706.9475,1585.672,1433.1895
43,0.42,01:28:37:24,706.9595,1585.649,1433.0970000000002
44,0.43,01:28:38:00,706.9665,1585.65,1433.013
45,0.44,01:28:38:00,706.9445,1585.6455,1432.9315
46,0.45,01:28:38:00,706.938,1585.6545,1432.8729999999998
47,0.46,01:28:38:00,706.913,1585.6715,1432.816
48,0.47,01:28:38:01,706.9145,1585.692,1432.7965
49,0.48,01:28:38:01,706.8910000000001,1585.7155,1432.793
50,0.49,01:28:38:01,706.8835,1585.7485,1432.8045
51,0.5,01:28:38:01,706.8635,1585.7939999999999,1432.8005
52,0.51,01:28:38:02,706.8489999999999,1585.8455,1432.8035
53,0.52,01:28:38:02,706.822,1585.921,1432.7745
54,0.53,01:28:38:02,706.8135,1585.987,1432.7475
55,0.54,01:28:38:02,706.7919999999999,1586.046,1432.695
56,0.55,01:28:38:03,706.7975,1586.114,1432.6455
57,0.56,01:28:38:03,706.7719999999999,1586.1645,1432.5970000000002
58,0.57,01:28:38:03,706.7555,1586.2145,1432.546
59,0.58,01:28:38:03,706.7410000000001,1586.2635,1432.5175
60,0.59,01:28:38:04,706.7185,1586.297,1432.497
61,0.6,01:28:38:04,706.7095,1586.3139999999999,1432.497
62,0.61,01:28:38:04,706.681,1586.3329999999999,1432.5115
63,0.62,01:28:38:04,706.659,1586.355,1432.5465
64,0.63,01:28:38:05,706.6325,1586.3755,1432.589
65,0.64,01:28:38:05,706.6389999999999,1586.4095,1432.6425
66,0.65,01:28:38:05,706.627,1586.4489999999998,1432.703
