Frame,Time,SMPTE,bar_right_ankle_x,bar_right_ankle_y,bar_right_ankle_z
1,0.0,01:28:37:14,21.624000000000002,1638.326,60.573
2,0.01,01:28:37:14,21.616999999999997,1638.3239999999998,60.58
3,0.02,01:28:37:14,21.608,1638.31,60.582
4,0.03,01:28:37:15,21.561999999999998,1638.359,60.699
5,0.04,01:28:37:15,21.563000000000002,1638.217,60.622
6,0.05,01:28:37:15,21.538,1638.155,60.635
7,0.06,01:28:37:15,21.561,1638.14,60.619
8,0.07,01:28:37:16,21.557,1638.1329999999998,60.623999999999995
9,0.08,01:28:37:16,21.569000000000003,1638.124,60.629
10,0.09,01:28:37:16,21.564,1638.12,60.623999999999995
11,0.1,01:28:37:16,21.572,1638.11,60.63399999999999
12,0.11,01:28:37:17,21.678,1637.9679999999998,60.66
13,0.12,01:28:37:17,21.688000000000002,1637.9679999999998,60.665
14,0.13,01:28:37:17,21.568,1638.098,60.626999999999995
15,0.14,01:28:37:17,21.575,1638.1,60.628
16,0.15,01:28:37:18,21.566,1638.1,60.611000000000004
17,0.16,01:28:37:18,21.564,1638.102,60.611000000000004
18,0.17,01:28:37:18,21.559,1638.109,60.601000000000006
19,0.18,01:28:37:18,21.553,1638.104,60.606
20,0.19,01:28:37:19,21.549,1638.111,60.606
21,0.2,01:28:37:19,21.526,1638.115,60.605
22,0.21,01:28:37:19,21.525,1638.11,60.607
23,0.22,01:28:37:19,21.522,1638.135,60.607
24,0.23,01:28:37:20,21.518,1638.13,60.61
25,0.24,01:28:37:20,21.511999999999997,1638.1270000000002,60.608000000000004
26,0.25,01:28:37:20,21.502,1638.126,60.592
27,0.26,01:28:37:20,21.505,1638.14,60.586999999999996
28,0.27,01:28:37:21,21.517,1638.138,60.602
29,0.28,01:28:37:21,21.498,1638.132,60.604
30,0.29,01:28:37:21,21.511,1638.1470000000002,60.603
31,0.3,01:28:37:21,21.508000000000003,1638.135,60.583
32,0.31,01:28:37:22,21.494,1638.129,60.605
33,0.32,01:28:37:22,21.500999999999998,1638.141,60.593999999999994
34,0.33,01:28:37:22,21.499000000000002,1638.144,60.603
35,0.34,01:28:37:22,21.493000000000002,1638.152,60.596000000000004
36,0.35,01:28:37:23,21.486,1638.149,60.59
37,0.36,01:28:37:23,21.482,1638.1370000000002,60.585
38,0.37,01:28:37:23,21.487,1638.1370000000002,60.601000000000006
39,0.38,01:28:37:23,21.484,1638.134,60.586000000000006
40,0.39,01:28:37:24,21.468000000000004,1638.131,60.59
41,0.4,01:28:37:24,21.489,1638.141,60.59
42,0.41,01:28:37:24,21.489,1638.1329999999998,60.58
43,0.42,01:28:37:24,21.476999999999997,1638.142,60.593999999999994
44,0.43,01:28:38:00,21.511,1638.1270000000002,60.6
45,0.44,01:28:38:00,21.495,1638.129,60.604
46,0.45,01:28:38:00,21.505,1638.131,60.592
47,0.46,01:28:38:00,21.506,1638.138,60.604
48,0.47,01:28:38:01,21.517,1638.152,60.57899999999999
49,0.48,01:28:38:01,21.535,1638.144,60.586999999999996
50,0.49,01:28:38:01,21.524,1638.148,60.603
51,0.5,01:28:38:01,21.531,1638.131,60.615
52,0.51,01:28:38:02,21.531,1638.13,60.611999999999995
53,0.52,01:28:38:02,21.535999999999998,1638.13,60.62
54,0.53,01:28:38:02,21.535999999999998,1638.14,60.606
55,0.54,01:28:38:02,21.535,1638.134,60.613
56,0.55,01:28:38:03,21.528000000000002,1638.139,60.592
57,0.56,01:28:38:03,21.526,1638.131,60.602
58,0.57,01:28:38:03,21.51,1638.124,60.599
59,0.58,01:28:38:03,21.541999999999998,1638.135,60.586999999999996
60,0.59,01:28:38:04,21.515,1638.128,60.611999999999995
61,0.6,01:28:38:04,21.528000000000002,1638.136,60.613
62,0.61,01:28:38:04,21.523000000000003,1638.1329999999998,60.605
63,0.62,01:28:38:04,21.518,1638.1329999999998,60.606
64,0.63,01:28:38:05,21.531999999999996,1638.1270000000002,60.61
65,0.64,01:28:38:05,21.531999999999996,1638.135,60.61
66,0.65,01:28:38:05,21.535,1638.122,60.62
67,0.66,01:28:38:05,21.535,1638.128,60.626000000000005
68,0.67,01:28:38:06,21.523000000000003,1638.119,60.611000000000004
69,0.68,01:28:38:06,21.531,1638.138,60.597
70,0.69,01:28:38:06,21.535999999999998,1638.129,60.625
71,0.7,01:28:38:06,21.546,1638.12,60.614
72,0.71,01:28:38:07,21.566999999999997,1638.12,60.614
73,0.72,01:28:38:07,21.581999999999997,1638.121,60.623999999999995
74,0.73,01:28:38:07,21.573,1638.118,60.61600000000001
75,0.74,01:28:38:07,21.563000000000002,1638.114,60.653
76,0.75,01:28:38:08,21.570999999999998,1638.126,60.628
77,0.76,01:28:38:08,21.579,1638.114,60.621
78,0.77,01:28:38:08,21.595,1638.106,60.62
79,0.78,01:28:38:08,21.58,1638.102,60.626999999999995
80,0.79,01:28:38:09,21.598000000000003,1638.115,60.638999999999996
81,0.8,01:28:38:09,21.595,1638.118,60.655
82,0.81,01:28:38:09,21.586,1638.118,60.653
83,0.82,01:28:38:09,21.6,1638.114,60.641000000000005
84,0.83,01:28:38:10,21.603,1638.122,60.636
85,0.84,01:28:38:10,21.621,1638.121,60.635
86,0.85,01:28:38:10,21.608,1638.129,60.646
87,0.86,01:28:38:10,21.595,1638.108,60.661
88,0.87,01:28:38:11,21.595,1638.115,60.641000000000005
89,0.88,01:28:38:11,21.616999999999997,1638.124,60.659
90,0.89,01:28:38:11,21.601999999999997,1638.111,60.638999999999996
91,0.9,01:28:38:11,21.616,1638.112,60.656000000000006
92,0.91,01:28:38:12,21.62,1638.111,60.665
93,0.92,01:28:38:12,21.631,1638.1029999999998,60.657
94,0.93,01:28:38:12,21.616999999999997,1638.098,60.658
95,0.94,01:28:38:12,21.614,1638.0970000000002,60.681000000000004
96,0.95,01:28:38:13,21.616,1638.099,60.651
97,0.96,01:28:38:13,21.616999999999997,1638.106,60.681000000000004
98,0.97,01:28:38:13,21.624000000000002,1638.095,60.665
99,0.98,01:28:38:13,21.624000000000002,1638.1129999999998,60.659
100,0.99,01:28:38:14,21.611,1638.115,60.673
101,1.0,01:28:38:14,21.628,1638.1129999999998,60.658
102,1.01,01:28:38:14,21.62,1638.112,60.673
103,1.02,01:28:38:14,21.627,1638.111,60.647
104,1.03,01:28:38:15,21.624000000000002,1638.114,60.667
105,1.04,01:28:38:15,21.62,1638.1129999999998,60.658
106,1.05,01:28:38:15,21.623,1638.122,60.656000000000006
107,1.06,01:28:38:15,21.613000000000003,1638.115,60.674
108,1.07,01:28:38:16,21.61,1638.112,60.662
109,1.08,01:28:38:16,21.614,1638.121,60.665
110,1.09,01:28:38:16,21.631999999999998,1638.122,60.67100000000001
111,1.1,01:28:38:16,21.639,1638.126,60.652
112,1.11,01:28:38:17,21.635,1638.138,60.67100000000001
113,1.12,01:28:38:17,21.642,1638.135,60.673
114,1.13,01:28:38:17,21.643,1638.132,60.668
115,1.14,01:28:38:17,21.628,1638.114,60.687
116,1.15,01:28:38:18,21.618000000000002,1638.1029999999998,60.66
117,1.16,01:28:38:18,21.625,1638.122,60.656000000000006
118,1.17,01:28:38:18,21.62,1638.122,60.66
119,1.18,01:28:38:18,21.633000000000003,1638.119,60.66
120,1.19,01:28:38:19,21.625,1638.115,60.656000000000006
121,1.2,01:28:38:19,21.622,1638.1,60.657
122,1.21,01:28:38:19,21.633000000000003,1638.094,60.648
123,1.22,01:28:38:19,21.627,1638.108,60.67
124,1.23,01:28:38:20,21.634,1638.098,60.674
125,1.24,01:28:38:20,21.645,1638.102,60.666000000000004
126,1.25,01:28:38:20,21.635,1638.095,60.666000000000004
127,1.26,01:28:38:20,21.655,1638.08,60.667
128,1.27,01:28:38:21,21.660999999999998,1638.0929999999998,60.684
129,1.28,01:28:38:21,21.655,1638.068,60.669
130,1.29,01:28:38:21,21.668000000000003,1638.078,60.67100000000001
131,1.3,01:28:38:21,21.668000000000003,1638.0870000000002,60.676
132,1.31,01:28:38:22,21.662,1638.0839999999998,60.675
133,1.32,01:28:38:22,21.655,1638.08,60.657
134,1.33,01:28:38:22,21.668000000000003,1638.076,60.674
135,1.34,01:28:38:22,21.673000000000002,1638.0810000000001,60.676
136,1.35,01:28:38:23,21.678,1638.0729999999999,60.677
137,1.36,01:28:38:23,21.683000000000003,1638.0739999999998,60.676
138,1.37,01:28:38:23,21.688000000000002,1638.0770000000002,60.684
139,1.38,01:28:38:23,21.715999999999998,1638.0720000000001,60.678000000000004
140,1.39,01:28:38:24,21.689,1638.066,60.676
141,1.4,01:28:38:24,21.68,1638.068,60.69
142,1.41,01:28:38:24,21.671999999999997,1638.068,60.688
143,1.42,01:28:38:24,21.666999999999998,1638.0739999999998,60.672
144,1.43,01:28:39:00,21.66,1638.094,60.68899999999999
145,1.44,01:28:39:00,21.668000000000003,1638.0839999999998,60.67
146,1.45,01:28:39:00,21.689,1638.082,60.663999999999994
147,1.46,01:28:39:00,21.68,1638.0870000000002,60.69
148,1.47,01:28:39:01,21.683000000000003,1638.078,60.678999999999995
149,1.48,01:28:39:01,21.674,1638.0910000000001,60.695
150,1.49,01:28:39:01,21.677,1638.078,60.684
151,1.5,01:28:39:01,21.666999999999998,1638.095,60.68899999999999
152,1.51,01:28:39:02,21.684,1638.08,60.68
153,1.52,01:28:39:02,21.683000000000003,1638.0970000000002,60.68899999999999
154,1.53,01:28:39:02,21.682,1638.101,60.688
155,1.54,01:28:39:02,21.677,1638.0839999999998,60.68899999999999
156,1.55,01:28:39:03,21.686999999999998,1638.0810000000001,60.698
157,1.56,01:28:39:03,21.674,1638.079,60.71
158,1.57,01:28:39:03,21.706,1638.0770000000002,60.705
159,1.58,01:28:39:03,21.678,1638.089,60.716
160,1.59,01:28:39:04,21.691,1638.0870000000002,60.708999999999996
161,1.6,01:28:39:04,21.691999999999997,1638.0839999999998,60.71
162,1.61,01:28:39:04,21.7,1638.076,60.708
163,1.62,01:28:39:04,21.695999999999998,1638.07,60.69
164,1.63,01:28:39:05,21.704,1638.0720000000001,60.699
165,1.64,01:28:39:05,21.704,1638.08,60.703
166,1.65,01:28:39:05,21.715,1638.0620000000001,60.695
167,1.66,01:28:39:05,21.7,1638.049,60.7
168,1.67,01:28:39:06,21.691999999999997,1638.057,60.703
169,1.68,01:28:39:06,21.691999999999997,1638.067,60.708
170,1.69,01:28:39:06,21.709,1638.0639999999999,60.68600000000001
171,1.7,01:28:39:06,21.695999999999998,1638.0629999999999,60.698
172,1.71,01:28:39:07,21.712,1638.0479999999998,60.693000000000005
173,1.72,01:28:39:07,21.725,1638.046,60.703
174,1.73,01:28:39:07,21.717,1638.0539999999999,60.708
175,1.74,01:28:39:07,21.698,1638.059,60.693999999999996
176,1.75,01:28:39:08,21.698,1638.059,60.705
177,1.76,01:28:39:08,21.704,1638.0410000000002,60.68
178,1.77,01:28:39:08,21.69,1638.07,60.69
179,1.78,01:28:39:08,21.701999999999998,1638.06,60.68
180,1.79,01:28:39:09,21.691,1638.0539999999999,60.675
181,1.8,01:28:39:09,21.697,1638.0529999999999,60.703
182,1.81,01:28:39:09,21.695999999999998,1638.056,60.71
183,1.82,01:28:39:09,21.699,1638.043,60.693999999999996
184,1.83,01:28:39:10,21.699,1638.067,60.693000000000005
185,1.84,01:28:39:10,21.7,1638.059,60.691
186,1.85,01:28:39:10,21.708000000000002,1638.0510000000002,60.71
187,1.86,01:28:39:10,21.695999999999998,1638.045,60.696000000000005
188,1.87,01:28:39:11,21.694000000000003,1638.0439999999999,60.701
189,1.88,01:28:39:11,21.695999999999998,1638.0629999999999,60.68600000000001
190,1.89,01:28:39:11,21.694000000000003,1638.0420000000001,60.693999999999996
191,1.9,01:28:39:11,21.688000000000002,1638.045,60.68899999999999
192,1.91,01:28:39:12,21.711,1638.026,60.696999999999996
193,1.92,01:28:39:12,21.706,1638.037,60.713
194,1.93,01:28:39:12,21.730999999999998,1638.043,60.72
195,1.94,01:28:39:12,21.729,1638.037,60.713
