Frame,Time,SMPTE,bar_right_elbow_x,bar_right_elbow_y,bar_right_elbow_z
1,0.0,01:28:37:14,-188.982,1603.237,1422.1145
2,0.01,01:28:37:14,-188.975,1603.251,1422.0985
3,0.02,01:28:37:14,-188.967,1603.266,1422.0605
4,0.03,01:28:37:15,-188.666,1603.555,1421.558
5,0.04,01:28:37:15,-189.1125,1603.1205,1421.9555
6,0.05,01:28:37:15,-188.794,1603.489,1421.5965
7,0.06,01:28:37:15,-189.0955,1603.0975,1422.0175
8,0.07,01:28:37:16,-189.075,1603.0835,1422.0745
9,0.08,01:28:37:16,-189.0645,1603.0805,1422.1655
10,0.09,01:28:37:16,-189.035,1603.0775,1422.2305
11,0.1,01:28:37:16,-189.023,1603.0510000000002,1422.3010000000002
12,0.11,01:28:37:17,-189.0065,1603.0345,1422.354
13,0.12,01:28:37:17,-188.976,1603.0205,1422.4055
14,0.13,01:28:37:17,-188.94299999999998,1603.0020000000002,1422.4579999999999
15,0.14,01:28:37:17,-188.8945,1602.9925,1422.4715
16,0.15,01:28:37:18,-188.8665,1602.9965,1422.5095
17,0.16,01:28:37:18,-188.83599999999998,1602.9920000000002,1422.55
18,0.17,01:28:37:18,-188.80599999999998,1603.014,1422.5955
19,0.18,01:28:37:18,-188.4965,1603.3915,1422.31
20,0.19,01:28:37:19,-188.4335,1603.4325,1422.358
21,0.2,01:28:37:19,-188.39700000000002,1603.477,1422.4370000000001
22,0.21,01:28:37:19,-188.352,1603.5475,1422.5265
23,0.22,01:28:37:19,-188.297,1603.5965,1422.6275
24,0.23,01:28:37:20,-188.2515,1603.651,1422.7305
25,0.24,01:28:37:20,-188.201,1603.7105,1422.8175
26,0.25,01:28:37:20,-188.18,1603.745,1422.891
27,0.26,01:28:37:20,-188.155,1603.7745,1422.944
28,0.27,01:28:37:21,-188.14,1603.7855,1422.995
29,0.28,01:28:37:21,-188.1205,1603.7915,1423.0205
30,0.29,01:28:37:21,-188.1095,1603.8020000000001,1423.0445
31,0.3,01:28:37:21,-188.0845,1603.8020000000001,1423.0625
32,0.31,01:28:37:22,-188.0545,1603.8085,1423.0865
33,0.32,01:28:37:22,-188.032,1603.818,1423.1125
34,0.33,01:28:37:22,-188.0175,1603.8195,1423.1729999999998
35,0.34,01:28:37:22,-187.9855,1603.8275,1423.229
36,0.35,01:28:37:23,-187.997,1603.8145,1423.3085
37,0.36,01:28:37:23,-188.30599999999998,1603.4335,1423.739
38,0.37,01:28:37:23,-188.3375,1603.395,1423.7879999999998
39,0.38,01:28:37:23,-188.3495,1603.3535,1423.8175
40,0.39,01:28:37:24,-188.0655,1603.655,1423.504
41,0.4,01:28:37:24,-188.1135,1603.608,1423.5225
42,0.41,01:28:37:24,-188.153,1603.5535,1423.536
43,0.42,01:28:37:24,-188.19,1603.4979999999998,1423.533
44,0.43,01:28:38:00,-188.24,1603.4685,1423.5135
45,0.44,01:28:38:00,-188.2835,1603.4405,1423.504
46,0.45,01:28:38:00,-188.3065,1603.4055,1423.421
47,0.46,01:28:38:00,-188.33700000000002,1603.375,1423.356
48,0.47,01:28:38:01,-188.3405,1603.3395,1423.2479999999998
49,0.48,01:28:38:01,-188.3745,1603.3095,1423.1405
50,0.49,01:28:38:01,-188.40900000000002,1603.2795,1423.0205
51,0.5,01:28:38:01,-188.437,1603.2595,1422.8670000000002
52,0.51,01:28:38:02,-188.4605,1603.26,1422.6925
53,0.52,01:28:38:02,-188.497,1603.2505,1422.5105
54,0.53,01:28:38:02,-188.542,1603.25,1422.305
55,0.54,01:28:38:02,-188.5785,1603.2575,1422.1115
56,0.55,01:28:38:03,-188.9125,1602.882,1422.286
57,0.56,01:28:38:03,-188.65,1603.2625,1421.777
58,0.57,01:28:38:03,-188.666,1603.277,1421.6185
59,0.58,01:28:38:03,-188.6965,1603.2839999999999,1421.4615
60,0.59,01:28:38:04,-188.72099999999998,1603.289,1421.328
61,0.6,01:28:38:04,-188.726,1603.318,1421.1995
62,0.61,01:28:38:04,-188.7405,1603.3305,1421.076
63,0.62,01:28:38:04,-188.7525,1603.351,1420.99
64,0.63,01:28:38:05,-188.775,1603.355,1420.896
65,0.64,01:28:38:05,-188.7925,1603.3605,1420.8195
66,0.65,01:28:38:05,-188.827,1603.359,1420.759
67,0.66,01:28:38:05,-188.8585,1603.3505,1420.707
68,0.67,01:28:38:06,-188.891,1603.3535,1420.636
69,0.68,01:28:38:06,-188.924,1603.364,1420.588
70,0.69,01:28:38:06,-188.955,1603.365,1420.5235
71,0.7,01:28:38:06,-188.96900000000002,1603.359,1420.455
72,0.71,01:28:38:07,-188.976,1603.3475,1420.3985
73,0.72,01:28:38:07,-189.00900000000001,1603.3205,1420.3545
74,0.73,01:28:38:07,-189.0185,1603.2815,1420.307
75,0.74,01:28:38:07,-189.0555,1603.2395,1420.2685
76,0.75,01:28:38:08,-189.0695,1603.2020000000002,1420.239
77,0.76,01:28:38:08,-189.084,1603.1689999999999,1420.201
78,0.77,01:28:38:08,-189.1055,1603.1335,1420.1770000000001
79,0.78,01:28:38:08,-189.12099999999998,1603.0865,1420.155
80,0.79,01:28:38:09,-189.14,1603.0315,1420.1355
81,0.8,01:28:38:09,-189.1585,1602.97,1420.119
82,0.81,01:28:38:09,-189.1765,1602.8905,1420.0945
83,0.82,01:28:38:09,-189.206,1602.8029999999999,1420.092
84,0.83,01:28:38:10,-189.2115,1602.7155,1420.102
85,0.84,01:28:38:10,-189.52900000000002,1602.237,1420.445
86,0.85,01:28:38:10,-189.533,1602.1475,1420.4445
87,0.86,01:28:38:10,-189.5505,1602.0485,1420.4265
88,0.87,01:28:38:11,-189.5405,1601.9565,1420.408
89,0.88,01:28:38:11,-189.5345,1601.859,1420.3729999999998
90,0.89,01:28:38:11,-189.5375,1601.7555,1420.3565
91,0.9,01:28:38:11,-189.5395,1601.658,1420.3545
92,0.91,01:28:38:12,-189.507,1601.5770000000002,1420.3325
93,0.92,01:28:38:12,-189.489,1601.4935,1420.33
94,0.93,01:28:38:12,-189.4645,1601.41,1420.3215
95,0.94,01:28:38:12,-189.46099999999998,1601.3225,1420.3015
96,0.95,01:28:38:13,-189.4325,1601.267,1420.2765
97,0.96,01:28:38:13,-189.4115,1601.211,1420.2435
98,0.97,01:28:38:13,-189.393,1601.1689999999999,1420.2255
99,0.98,01:28:38:13,-189.0765,1601.5185,1419.8685
100,0.99,01:28:38:14,-189.3365,1601.1015,1420.2060000000001
101,1.0,01:28:38:14,-189.317,1601.07,1420.2155
102,1.01,01:28:38:14,-189.3035,1601.0425,1420.2315
103,1.02,01:28:38:14,-189.2605,1601.03,1420.2515
104,1.03,01:28:38:15,-189.2245,1601.0185,1420.2805
105,1.04,01:28:38:15,-189.199,1601.0195,1420.3010000000002
106,1.05,01:28:38:15,-188.8865,1601.3865,1420.004
107,1.06,01:28:38:15,-188.8455,1601.3685,1420.0520000000001
108,1.07,01:28:38:16,-188.808,1601.362,1420.0839999999998
109,1.08,01:28:38:16,-188.7825,1601.37,1420.1170000000002
110,1.09,01:28:38:16,-188.748,1601.379,1420.1395
111,1.1,01:28:38:16,-188.7365,1601.381,1420.1529999999998
112,1.11,01:28:38:17,-188.7145,1601.3835,1420.1965
113,1.12,01:28:38:17,-188.6945,1601.3805,1420.2055
114,1.13,01:28:38:17,-188.6865,1601.38,1420.2475
115,1.14,01:28:38:17,-188.673,1601.3695,1420.277
116,1.15,01:28:38:18,-188.678,1601.3545,1420.3039999999999
117,1.16,01:28:38:18,-188.669,1601.332,1420.3275
118,1.17,01:28:38:18,-188.671,1601.3055,1420.329
119,1.18,01:28:38:18,-188.6635,1601.253,1420.345
120,1.19,01:28:38:19,-188.66,1601.2075,1420.3529999999998
121,1.2,01:28:38:19,-188.6625,1601.1385,1420.376
122,1.21,01:28:38:19,-188.6485,1601.0635,1420.3895
