Frame,Time,SMPTE,bar_left_hand_x,bar_left_hand_y,bar_left_hand_z
1,0.0,01:28:37:14,976.678,1590.067,1490.848
2,0.01,01:28:37:14,976.716,1589.878,1490.927
3,0.02,01:28:37:14,976.76,1589.692,1490.906
4,0.03,01:28:37:15,976.81,1589.549,1490.9129999999998
5,0.04,01:28:37:15,976.648,1589.431,1490.737
6,0.05,01:28:37:15,976.586,1589.256,1490.559
7,0.06,01:28:37:15,976.513,1588.9589999999996,1490.3239999999996
8,0.07,01:28:37:16,976.431,1588.77,1490.188
9,0.08,01:28:37:16,976.341,1588.454,1490.025
10,0.09,01:28:37:16,976.285,1588.073,1489.7910000000004
11,0.1,01:28:37:16,976.266,1587.816,1489.58
12,0.11,01:28:37:17,976.198,1587.6270000000004,1489.4260000000004
13,0.12,01:28:37:17,976.144,1587.465,1489.2910000000004
14,0.13,01:28:37:17,976.11,1587.36,1489.184
15,0.14,01:28:37:17,976.086,1587.348,1489.105
16,0.15,01:28:37:18,976.094,1587.4229999999998,1489.046
17,0.16,01:28:37:18,976.097,1587.569,1489.024
18,0.17,01:28:37:18,976.08,1587.793,1489.006
19,0.18,01:28:37:18,976.053,1588.106,1489.02
20,0.19,01:28:37:19,975.99,1588.442,1489.063
21,0.2,01:28:37:19,975.924,1588.794,1489.04
22,0.21,01:28:37:19,975.838,1589.135,1489.049
23,0.22,01:28:37:19,975.748,1589.36,1488.9979999999996
24,0.23,01:28:37:20,975.665,1589.534,1488.954
25,0.24,01:28:37:20,975.594,1589.658,1488.9160000000004
26,0.25,01:28:37:20,975.537,1589.681,1488.866
27,0.26,01:28:37:20,975.49,1589.789,1488.885
28,0.27,01:28:37:21,975.504,1589.9520000000002,1488.934
29,0.28,01:28:37:21,975.52,1590.2020000000002,1488.969
30,0.29,01:28:37:21,975.623,1590.5320000000004,1489.037
31,0.3,01:28:37:21,975.741,1590.7879999999998,1489.056
32,0.31,01:28:37:22,975.882,1590.999,1489.015
33,0.32,01:28:37:22,976.005,1591.162,1488.956
34,0.33,01:28:37:22,976.095,1591.275,1488.88
35,0.34,01:28:37:22,976.181,1591.37,1488.7979999999998
36,0.35,01:28:37:23,976.232,1591.48,1488.698
37,0.36,01:28:37:23,976.262,1591.56,1488.6029999999996
38,0.37,01:28:37:23,976.27,1591.6270000000004,1488.491
39,0.38,01:28:37:23,976.264,1591.66,1488.366
40,0.39,01:28:37:24,976.245,1591.641,1488.214
41,0.4,01:28:37:24,976.228,1591.6,1488.086
42,0.41,01:28:37:24,976.247,1591.57,1487.937
43,0.42,01:28:37:24,976.25,1591.604,1487.7620000000004
44,0.43,01:28:38:00,976.255,1591.689,1487.6129999999996
45,0.44,01:28:38:00,976.288,1591.799,1487.4720000000002
46,0.45,01:28:38:00,976.34,1591.906,1487.266
47,0.46,01:28:38:00,976.441,1591.9620000000002,1487.094
48,0.47,01:28:38:01,976.573,1592.0179999999998,1486.911
49,0.48,01:28:38:01,976.712,1592.076,1486.684
50,0.49,01:28:38:01,976.866,1592.142,1486.43
51,0.5,01:28:38:01,977.01,1592.225,1486.2320000000002
52,0.51,01:28:38:02,977.115,1592.3239999999996,1486.049
53,0.52,01:28:38:02,977.182,1592.405,1485.912
54,0.53,01:28:38:02,977.206,1592.494,1485.783
55,0.54,01:28:38:02,977.208,1592.591,1485.679
56,0.55,01:28:38:03,977.2,1592.658,1485.6370000000004
57,0.56,01:28:38:03,977.175,1592.717,1485.6029999999996
58,0.57,01:28:38:03,977.105,1592.736,1485.619
59,0.58,01:28:38:03,977.068,1592.734,1485.64
60,0.59,01:28:38:04,977.052,1592.749,1485.67
61,0.6,01:28:38:04,977.014,1592.7720000000004,1485.686
62,0.61,01:28:38:04,976.957,1592.8,1485.719
63,0.62,01:28:38:04,976.942,1592.845,1485.751
64,0.63,01:28:38:05,976.927,1592.8629999999996,1485.7779999999998
65,0.64,01:28:38:05,976.947,1592.919,1485.852
66,0.65,01:28:38:05,976.944,1592.977,1485.892
67,0.66,01:28:38:05,976.946,1593.015,1485.9720000000002
68,0.67,01:28:38:06,976.919,1593.0510000000004,1486.044
69,0.68,01:28:38:06,976.898,1593.0970000000002,1486.151
70,0.69,01:28:38:06,976.857,1593.128,1486.276
71,0.7,01:28:38:06,976.812,1593.1429999999998,1486.376
72,0.71,01:28:38:07,976.781,1593.11,1486.496
73,0.72,01:28:38:07,976.713,1593.068,1486.594
74,0.73,01:28:38:07,976.665,1592.983,1486.741
75,0.74,01:28:38:07,976.623,1592.8929999999998,1486.8770000000004
76,0.75,01:28:38:08,976.599,1592.779,1486.981
77,0.76,01:28:38:08,976.576,1592.612,1487.042
78,0.77,01:28:38:08,976.565,1592.445,1487.116
