Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,01:34:10.22:02,745.653,1015.3675,405.082
2,0.01,01:34:10.22:03,745.5795,1015.372,405.1215
3,0.02,01:34:10.23:00,745.5210000000001,1015.378,405.1565
4,0.03,01:34:10.23:01,745.8715,1015.98,405.9485
5,0.04,01:34:10.23:02,745.6605,1015.8945,405.8755
6,0.05,01:34:10.23:03,745.613,1015.9045,405.894
7,0.06,01:34:10.24:00,745.5445,1015.9075,405.95099999999996
8,0.07,01:34:10.24:01,745.4905,1015.9115,405.9855
9,0.08,01:34:10.24:02,745.4105,1015.8910000000001,406.0275
10,0.09,01:34:10.24:03,745.3465,1015.9095,406.0515
11,0.1,01:34:11.00:00,745.2760000000001,1015.9015,406.0645
12,0.11,01:34:11.00:01,745.2215,1015.8855,406.083
13,0.12,01:34:11.00:02,745.163,1015.877,406.1065
14,0.13,01:34:11.00:03,745.1135,1015.87,406.115
15,0.14,01:34:11.01:00,745.0465,1015.875,406.171
16,0.15,01:34:11.01:01,744.9805,1015.8735,406.1925
17,0.16,01:34:11.01:02,744.9415,1015.875,406.231
18,0.17,01:34:11.01:03,744.9005,1015.8825,406.2605
19,0.18,01:34:11.02:00,744.8435,1015.8795,406.289
20,0.19,01:34:11.02:01,744.7845,1015.895,406.334
21,0.2,01:34:11.02:02,744.7635,1015.893,406.345
22,0.21,01:34:11.02:03,744.7239999999999,1015.8945,406.38599999999997
23,0.22,01:34:11.03:00,744.69,1015.9105,406.4205
24,0.23,01:34:11.03:01,744.6535,1015.9135,406.4255
25,0.24,01:34:11.03:02,744.6289999999999,1015.9165,406.463
26,0.25,01:34:11.03:03,744.5955,1015.92,406.4815
27,0.26,01:34:11.04:00,744.554,1015.9275,406.5025
28,0.27,01:34:11.04:01,744.529,1015.913,406.532
29,0.28,01:34:11.04:02,744.5039999999999,1015.918,406.5585
30,0.29,01:34:11.04:03,744.4675,1015.9069999999999,406.5855
31,0.3,01:34:11.05:00,744.432,1015.9110000000001,406.62199999999996
32,0.31,01:34:11.05:01,744.4085,1015.87,406.64
33,0.32,01:34:11.05:02,744.3635,1015.87,406.6305
34,0.33,01:34:11.05:03,744.3165,1015.852,406.642
35,0.34,01:34:11.06:00,744.2935,1015.8415,406.601
36,0.35,01:34:11.06:01,744.2755,1015.8580000000001,406.6335
37,0.36,01:34:11.06:02,744.2455,1015.852,406.63300000000004
38,0.37,01:34:11.06:03,744.209,1015.8695,406.6955
39,0.38,01:34:11.07:00,744.1515,1015.577,406.167
40,0.39,01:34:11.07:01,744.1125,1015.5745,406.19300000000004
41,0.4,01:34:11.07:02,744.0675,1015.5955,406.2175
42,0.41,01:34:11.07:03,744.0355,1015.6025,406.2475
43,0.42,01:34:11.08:00,744.0,1015.602,406.2765
44,0.43,01:34:11.08:01,743.9730000000001,1015.6145,406.2945
45,0.44,01:34:11.08:02,743.9365,1015.6155,406.2995
46,0.45,01:34:11.08:03,743.905,1015.63,406.3205
47,0.46,01:34:11.09:00,743.9055,1015.6419999999999,406.336
48,0.47,01:34:11.09:01,743.9005,1015.6355,406.3505
49,0.48,01:34:11.09:02,743.9115,1015.658,406.3695
50,0.49,01:34:11.09:03,743.914,1015.678,406.3825
51,0.5,01:34:11.10:00,743.9075,1015.6835,406.405
52,0.51,01:34:11.10:01,743.9019999999999,1015.6825,406.44
53,0.52,01:34:11.10:02,743.9110000000001,1015.6995,406.4615
54,0.53,01:34:11.10:03,743.9095,1015.7130000000001,406.4725
55,0.54,01:34:11.11:00,743.9165,1015.7365,406.48699999999997
56,0.55,01:34:11.11:01,743.9365,1015.7460000000001,406.4945
57,0.56,01:34:11.11:02,743.9695,1015.7475,406.4995
58,0.57,01:34:11.11:03,743.9925,1015.7665,406.50800000000004
59,0.58,01:34:11.12:00,744.025,1015.7669999999999,406.501
60,0.59,01:34:11.12:01,744.0405,1015.7739999999999,406.5135
61,0.6,01:34:11.12:02,744.04,1015.78,406.5245
62,0.61,01:34:11.12:03,744.0319999999999,1015.77,406.546
63,0.62,01:34:11.13:00,744.029,1015.7685,406.5605
64,0.63,01:34:11.13:01,744.0275,1015.7655,406.5705
65,0.64,01:34:11.13:02,744.0265,1015.765,406.592
66,0.65,01:34:11.13:03,744.0319999999999,1015.757,406.594
67,0.66,01:34:11.14:00,744.041,1015.7415,406.61
68,0.67,01:34:11.14:01,744.0485,1015.7545,406.61300000000006
69,0.68,01:34:11.14:02,744.061,1015.7375,406.62199999999996
70,0.69,01:34:11.14:03,744.0635,1015.7405,406.61699999999996
71,0.7,01:34:11.14:04,744.082,1015.7455,406.6375
72,0.71,01:34:11.15:00,744.0905,1015.7445,406.6405
73,0.72,01:34:11.15:01,744.1210000000001,1015.738,406.64099999999996
74,0.73,01:34:11.15:02,744.148,1015.7355,406.6455
