Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,01:34:10.22:02,789.1030000000001,1414.8429999999998,128.657
2,0.01,01:34:10.22:03,789.045,1414.81,128.68200000000002
3,0.02,01:34:10.23:00,788.951,1414.806,128.72799999999998
4,0.03,01:34:10.23:01,788.8969999999999,1414.807,128.774
5,0.04,01:34:10.23:02,788.956,1414.656,128.928
6,0.05,01:34:10.23:03,788.8810000000001,1414.626,128.99200000000002
7,0.06,01:34:10.24:00,788.832,1414.62,129.041
8,0.07,01:34:10.24:01,788.794,1414.611,129.10399999999998
9,0.08,01:34:10.24:02,788.747,1414.568,129.15
10,0.09,01:34:10.24:03,788.697,1414.531,129.188
11,0.1,01:34:11.00:00,788.6619999999999,1414.503,129.22
12,0.11,01:34:11.00:01,788.623,1414.4579999999999,129.274
13,0.12,01:34:11.00:02,788.565,1414.401,129.31
14,0.13,01:34:11.00:03,788.529,1414.359,129.336
15,0.14,01:34:11.01:00,788.482,1414.317,129.385
16,0.15,01:34:11.01:01,788.414,1414.2920000000001,129.423
17,0.16,01:34:11.01:02,788.341,1414.2879999999998,129.451
18,0.17,01:34:11.01:03,788.297,1414.27,129.506
19,0.18,01:34:11.02:00,788.2310000000001,1414.265,129.546
20,0.19,01:34:11.02:01,788.185,1414.254,129.589
21,0.2,01:34:11.02:02,788.112,1414.241,129.635
22,0.21,01:34:11.02:03,788.044,1414.231,129.671
23,0.22,01:34:11.03:00,787.9730000000001,1414.23,129.732
24,0.23,01:34:11.03:01,787.877,1414.225,129.769
25,0.24,01:34:11.03:02,787.797,1414.224,129.826
26,0.25,01:34:11.03:03,787.7539999999999,1414.217,129.85299999999998
27,0.26,01:34:11.04:00,787.655,1414.224,129.9
28,0.27,01:34:11.04:01,787.577,1414.226,129.942
29,0.28,01:34:11.04:02,787.5110000000001,1414.235,129.988
30,0.29,01:34:11.04:03,787.441,1414.233,130.039
31,0.3,01:34:11.05:00,787.372,1414.233,130.092
32,0.31,01:34:11.05:01,787.301,1414.231,130.136
33,0.32,01:34:11.05:02,787.242,1414.22,130.166
34,0.33,01:34:11.05:03,787.188,1414.219,130.213
35,0.34,01:34:11.06:00,787.112,1414.193,130.257
36,0.35,01:34:11.06:01,787.038,1414.19,130.303
37,0.36,01:34:11.06:02,786.9939999999999,1414.165,130.351
38,0.37,01:34:11.06:03,786.922,1414.174,130.408
39,0.38,01:34:11.07:00,786.8389999999999,1414.1670000000001,130.451
40,0.39,01:34:11.07:01,786.78,1414.182,130.506
41,0.4,01:34:11.07:02,786.7180000000001,1414.191,130.543
42,0.41,01:34:11.07:03,786.6419999999999,1414.2079999999999,130.583
43,0.42,01:34:11.08:00,786.582,1414.2020000000002,130.64700000000002
44,0.43,01:34:11.08:01,786.534,1414.233,130.66899999999998
45,0.44,01:34:11.08:02,786.462,1414.224,130.69899999999998
46,0.45,01:34:11.08:03,786.405,1414.237,130.745
47,0.46,01:34:11.09:00,786.3510000000001,1414.234,130.787
48,0.47,01:34:11.09:01,786.296,1414.251,130.815
49,0.48,01:34:11.09:02,786.2289999999999,1414.229,130.835
50,0.49,01:34:11.09:03,786.16,1414.23,130.869
51,0.5,01:34:11.10:00,786.105,1414.2160000000001,130.89
52,0.51,01:34:11.10:01,786.0160000000001,1414.21,130.93200000000002
53,0.52,01:34:11.10:02,785.948,1414.226,130.968
54,0.53,01:34:11.10:03,785.865,1414.221,131.013
55,0.54,01:34:11.11:00,785.794,1414.247,131.05200000000002
56,0.55,01:34:11.11:01,785.7489999999999,1414.271,131.089
57,0.56,01:34:11.11:02,785.686,1414.305,131.138
58,0.57,01:34:11.11:03,785.6410000000001,1414.3229999999999,131.179
59,0.58,01:34:11.12:00,785.6089999999999,1414.338,131.224
60,0.59,01:34:11.12:01,785.568,1414.336,131.252
61,0.6,01:34:11.12:02,785.5310000000001,1414.3310000000001,131.303
62,0.61,01:34:11.12:03,785.502,1414.335,131.33700000000002
63,0.62,01:34:11.13:00,785.4960000000001,1414.329,131.352
64,0.63,01:34:11.13:01,785.4860000000001,1414.3239999999998,131.371
65,0.64,01:34:11.13:02,785.475,1414.319,131.40200000000002
66,0.65,01:34:11.13:03,785.467,1414.3120000000001,131.417
67,0.66,01:34:11.14:00,785.46,1414.3139999999999,131.46200000000002
68,0.67,01:34:11.14:01,785.451,1414.309,131.47799999999998
69,0.68,01:34:11.14:02,785.445,1414.31,131.489
70,0.69,01:34:11.14:03,785.456,1414.3039999999999,131.518
71,0.7,01:34:11.14:04,785.41,1414.308,131.53799999999998
72,0.71,01:34:11.15:00,785.39,1414.308,131.554
73,0.72,01:34:11.15:01,785.3789999999999,1414.3039999999999,131.57299999999998
74,0.73,01:34:11.15:02,785.323,1414.3120000000001,131.616
75,0.74,01:34:11.15:03,785.318,1414.3210000000001,131.639
76,0.75,01:34:11.16:00,785.27,1414.339,131.665
77,0.76,01:34:11.16:01,785.23,1414.3529999999998,131.69
78,0.77,01:34:11.16:02,785.199,1414.368,131.71200000000002
79,0.78,01:34:11.16:03,785.153,1414.38,131.73
80,0.79,01:34:11.17:00,785.112,1414.389,131.744
81,0.8,01:34:11.17:01,785.0880000000001,1414.411,131.767
82,0.81,01:34:11.17:02,785.05,1414.4289999999999,131.77
83,0.82,01:34:11.18:00,785.0210000000001,1414.443,131.81
84,0.83,01:34:11.18:01,784.9910000000001,1414.463,131.817
85,0.84,01:34:11.18:02,784.959,1414.487,131.83700000000002
86,0.85,01:34:11.18:03,784.934,1414.49,131.876
87,0.86,01:34:11.18:04,784.9119999999999,1414.503,131.889
88,0.87,01:34:11.19:00,784.887,1414.5339999999999,131.89600000000002
89,0.88,01:34:11.19:01,784.8389999999999,1414.536,131.899
90,0.89,01:34:11.19:02,784.8330000000001,1414.5379999999998,131.907
91,0.9,01:34:11.19:03,784.817,1414.557,131.92600000000002
92,0.91,01:34:11.20:00,784.775,1414.56,131.931
93,0.92,01:34:11.20:01,784.7810000000001,1414.559,131.937
94,0.93,01:34:11.20:02,784.7719999999999,1414.566,131.936
95,0.94,01:34:11.20:03,784.755,1414.567,131.939
96,0.95,01:34:11.21:00,784.74,1414.5639999999999,131.947
97,0.96,01:34:11.21:01,784.7189999999999,1414.5639999999999,131.947
98,0.97,01:34:11.21:02,784.684,1414.586,131.97
99,0.98,01:34:11.21:03,784.668,1414.604,131.953
100,0.99,01:34:11.22:00,784.6310000000001,1414.6070000000002,131.975
101,1.0,01:34:11.22:01,784.5880000000001,1414.6029999999998,131.984
102,1.01,01:34:11.22:02,784.562,1414.602,131.995
103,1.02,01:34:11.22:03,784.5089999999999,1414.6070000000002,132.019
104,1.03,01:34:11.23:00,784.4680000000001,1414.62,132.039
105,1.04,01:34:11.23:01,784.4169999999999,1414.641,132.069
106,1.05,01:34:11.23:02,784.3539999999999,1414.664,132.108
107,1.06,01:34:11.23:03,784.305,1414.6779999999999,132.134
108,1.07,01:34:11.24:00,784.28,1414.6860000000001,132.159
109,1.08,01:34:11.24:01,784.245,1414.719,132.191
110,1.09,01:34:11.24:02,784.205,1414.72,132.216
111,1.1,01:34:11.24:03,784.194,1414.725,132.24200000000002
112,1.11,01:34:12.00:00,784.159,1414.739,132.274
113,1.12,01:34:12.00:01,784.145,1414.733,132.293
114,1.13,01:34:12.00:02,784.1289999999999,1414.727,132.30100000000002
115,1.14,01:34:12.00:03,784.1,1414.714,132.312
116,1.15,01:34:12.01:00,784.085,1414.714,132.325
117,1.16,01:34:12.01:01,784.04,1414.704,132.33700000000002
118,1.17,01:34:12.01:02,784.0210000000001,1414.703,132.36
119,1.18,01:34:12.01:03,783.988,1414.7089999999998,132.381
120,1.19,01:34:12.02:00,783.98,1414.6989999999998,132.378
121,1.2,01:34:12.02:01,783.924,1414.701,132.372
122,1.21,01:34:12.02:02,783.8789999999999,1414.7089999999998,132.387
123,1.22,01:34:12.02:03,783.807,1414.715,132.39600000000002
124,1.23,01:34:12.03:00,783.7410000000001,1414.7379999999998,132.431
125,1.24,01:34:12.03:01,783.659,1414.765,132.442
126,1.25,01:34:12.03:02,783.591,1414.767,132.45
127,1.26,01:34:12.03:03,783.5169999999999,1414.785,132.477
128,1.27,01:34:12.04:00,783.443,1414.797,132.489
129,1.28,01:34:12.04:01,783.341,1414.839,132.503
130,1.29,01:34:12.04:02,783.253,1414.868,132.52200000000002
131,1.3,01:34:12.04:03,783.173,1414.921,132.548
132,1.31,01:34:12.05:00,783.1030000000001,1414.95,132.57299999999998
133,1.32,01:34:12.05:01,783.0089999999999,1414.9779999999998,132.6
134,1.33,01:34:12.05:02,782.955,1415.0020000000002,132.607
135,1.34,01:34:12.05:03,782.867,1415.016,132.624
136,1.35,01:34:12.06:00,782.784,1415.04,132.66
137,1.36,01:34:12.06:01,782.7139999999999,1415.055,132.67
138,1.37,01:34:12.06:02,782.635,1415.078,132.691
139,1.38,01:34:12.06:03,782.567,1415.1070000000002,132.705
140,1.39,01:34:12.07:00,782.5089999999999,1415.114,132.732
141,1.4,01:34:12.07:01,782.466,1415.142,132.744
142,1.41,01:34:12.07:02,782.4119999999999,1415.172,132.759
143,1.42,01:34:12.07:03,782.37,1415.18,132.776
144,1.43,01:34:12.08:00,782.312,1415.22,132.785
145,1.44,01:34:12.08:01,782.2589999999999,1415.2320000000002,132.793
146,1.45,01:34:12.08:02,782.216,1415.256,132.811
147,1.46,01:34:12.08:03,782.172,1415.271,132.82
148,1.47,01:34:12.09:00,782.115,1415.28,132.84
149,1.48,01:34:12.09:01,782.05,1415.306,132.835
150,1.49,01:34:12.09:02,781.9960000000001,1415.32,132.841
151,1.5,01:34:12.09:03,781.949,1415.326,132.84
152,1.51,01:34:12.10:00,781.8739999999999,1415.3139999999999,132.84
153,1.52,01:34:12.10:01,781.8389999999999,1415.328,132.85299999999998
154,1.53,01:34:12.10:02,781.775,1415.318,132.859
155,1.54,01:34:12.10:03,781.7139999999999,1415.3370000000002,132.842
156,1.55,01:34:12.11:00,781.693,1415.37,132.855
157,1.56,01:34:12.11:01,781.6210000000001,1415.388,132.863
158,1.57,01:34:12.11:02,781.605,1415.4260000000002,132.874
159,1.58,01:34:12.11:03,781.579,1415.444,132.877
160,1.59,01:34:12.12:00,781.576,1415.4660000000001,132.892
161,1.6,01:34:12.12:01,781.579,1415.4779999999998,132.91
162,1.61,01:34:12.12:02,781.595,1415.481,132.905
163,1.62,01:34:12.12:03,781.57,1415.477,132.88299999999998
164,1.63,01:34:12.13:00,781.5989999999999,1415.476,132.888
165,1.64,01:34:12.13:01,781.586,1415.47,132.892
166,1.65,01:34:12.13:02,781.5939999999999,1415.475,132.9
167,1.66,01:34:12.13:03,781.6080000000001,1415.4520000000002,132.898
168,1.67,01:34:12.14:00,781.592,1415.455,132.914
169,1.68,01:34:12.14:01,781.6060000000001,1415.475,132.935
170,1.69,01:34:12.14:02,781.617,1415.4879999999998,132.93
171,1.7,01:34:12.14:03,781.6410000000001,1415.494,132.977
172,1.71,01:34:12.15:00,781.665,1415.5020000000002,132.97299999999998
173,1.72,01:34:12.15:01,781.684,1415.513,132.993
174,1.73,01:34:12.15:02,781.704,1415.517,133.014
175,1.74,01:34:12.15:03,781.7360000000001,1415.54,133.03
176,1.75,01:34:12.16:00,781.762,1415.5539999999999,133.05700000000002
177,1.76,01:34:12.16:01,781.7760000000001,1415.5729999999999,133.08100000000002
178,1.77,01:34:12.16:02,781.785,1415.58,133.108
179,1.78,01:34:12.17:00,781.812,1415.5970000000002,133.136
180,1.79,01:34:12.17:01,781.8639999999999,1415.594,133.157
181,1.8,01:34:12.17:02,781.89,1415.6070000000002,133.18200000000002
182,1.81,01:34:12.17:03,781.932,1415.622,133.19899999999998
183,1.82,01:34:12.18:00,781.952,1415.6329999999998,133.207
184,1.83,01:34:12.18:01,782.008,1415.632,133.22799999999998
185,1.84,01:34:12.18:02,782.049,1415.6429999999998,133.235
186,1.85,01:34:12.18:03,782.077,1415.634,133.216
187,1.86,01:34:12.19:00,782.115,1415.625,133.209
188,1.87,01:34:12.19:01,782.16,1415.624,133.194
189,1.88,01:34:12.19:02,782.2289999999999,1415.614,133.165
190,1.89,01:34:12.19:03,782.263,1415.614,133.126
191,1.9,01:34:12.20:00,782.3,1415.602,133.066
192,1.91,01:34:12.20:01,782.363,1415.566,132.989
193,1.92,01:34:12.20:02,782.425,1415.514,132.85299999999998
194,1.93,01:34:12.20:03,782.4639999999999,1415.453,132.725
195,1.94,01:34:12.21:00,782.457,1415.3870000000002,132.555
196,1.95,01:34:12.21:01,782.427,1415.295,132.381
197,1.96,01:34:12.21:02,782.3380000000001,1415.149,132.19
198,1.97,01:34:12.21:03,782.2639999999999,1414.976,132.013
199,1.98,01:34:12.22:00,782.197,1414.776,131.82299999999998
