Frame,Time,SMPTE,bar_right_knee_x,bar_right_knee_y,bar_right_knee_z
1,0.0,01:34:10.22:02,775.553,449.85699999999997,206.237
2,0.01,01:34:10.22:03,775.5245,449.8605,206.271
3,0.02,01:34:10.23:00,775.71,449.8525,206.3495
4,0.03,01:34:10.23:01,775.3685,449.8765,206.7395
5,0.04,01:34:10.23:02,775.2545,449.8125,206.6005
6,0.05,01:34:10.23:03,775.2545,449.8205,206.62099999999998
7,0.06,01:34:10.24:00,775.1995,449.8215,206.6455
8,0.07,01:34:10.24:01,775.1725,449.81300000000005,206.685
9,0.08,01:34:10.24:02,775.132,449.8065,206.697
10,0.09,01:34:10.24:03,775.1239999999999,449.8085,206.731
11,0.1,01:34:11.00:00,775.1210000000001,449.8155,206.762
12,0.11,01:34:11.00:01,775.0985,449.79900000000004,206.778
13,0.12,01:34:11.00:02,775.0945,449.7925,206.8085
14,0.13,01:34:11.00:03,775.0765,449.7945,206.828
15,0.14,01:34:11.01:00,775.0465,449.79400000000004,206.864
16,0.15,01:34:11.01:01,775.03,449.787,206.8745
17,0.16,01:34:11.01:02,775.0015,449.7885,206.9045
18,0.17,01:34:11.01:03,774.9695,449.786,206.9215
19,0.18,01:34:11.02:00,774.933,449.782,206.9635
20,0.19,01:34:11.02:01,774.8925,449.7945,206.9855
21,0.2,01:34:11.02:02,774.8710000000001,449.788,207.00599999999997
22,0.21,01:34:11.02:03,774.8355,449.7985,207.0135
23,0.22,01:34:11.03:00,774.817,449.7875,207.05200000000002
24,0.23,01:34:11.03:01,774.7739999999999,449.7995,207.092
25,0.24,01:34:11.03:02,774.7685,449.785,207.12099999999998
26,0.25,01:34:11.03:03,774.7425,449.8005,207.132
27,0.26,01:34:11.04:00,774.7285,449.7935,207.146
28,0.27,01:34:11.04:01,774.7235,449.783,207.1605
29,0.28,01:34:11.04:02,774.697,449.7865,207.19400000000002
30,0.29,01:34:11.04:03,774.694,449.7845,207.2065
31,0.3,01:34:11.05:00,774.698,449.791,207.218
32,0.31,01:34:11.05:01,774.6905,449.775,207.226
33,0.32,01:34:11.05:02,774.6865,449.782,207.247
34,0.33,01:34:11.05:03,774.6985,449.79,207.24900000000002
35,0.34,01:34:11.06:00,774.7080000000001,449.7765,207.2665
36,0.35,01:34:11.06:01,774.7,449.79,207.27900000000002
37,0.36,01:34:11.06:02,774.7135,449.7735,207.2685
38,0.37,01:34:11.06:03,774.715,449.778,207.287
39,0.38,01:34:11.07:00,774.721,449.7655,207.2665
40,0.39,01:34:11.07:01,774.7115,449.785,207.2915
41,0.4,01:34:11.07:02,774.6995,449.7765,207.3095
42,0.41,01:34:11.07:03,774.6875,449.7785,207.303
43,0.42,01:34:11.08:00,774.679,449.778,207.3405
44,0.43,01:34:11.08:01,774.681,449.772,207.34400000000002
45,0.44,01:34:11.08:02,774.6565,449.7815,207.37900000000002
46,0.45,01:34:11.08:03,774.6325,449.77,207.39
47,0.46,01:34:11.09:00,774.6239999999999,449.7705,207.4085
48,0.47,01:34:11.09:01,774.6039999999999,449.7595,207.426
49,0.48,01:34:11.09:02,774.57,449.775,207.445
50,0.49,01:34:11.09:03,774.548,449.7585,207.4575
51,0.5,01:34:11.10:00,774.5155,449.7645,207.467
52,0.51,01:34:11.10:01,774.4860000000001,449.7605,207.493
53,0.52,01:34:11.10:02,774.467,449.75199999999995,207.498
54,0.53,01:34:11.10:03,774.422,449.7595,207.52700000000002
55,0.54,01:34:11.11:00,774.378,449.772,207.5345
56,0.55,01:34:11.11:01,774.3655,449.776,207.555
57,0.56,01:34:11.11:02,774.32,449.775,207.5855
58,0.57,01:34:11.11:03,774.2945,449.7605,207.608
59,0.58,01:34:11.12:00,774.2705,449.75300000000004,207.632
60,0.59,01:34:11.12:01,774.253,449.7625,207.642
61,0.6,01:34:11.12:02,774.2365,449.75,207.65
62,0.61,01:34:11.12:03,774.2365,449.75300000000004,207.666
63,0.62,01:34:11.13:00,774.2225,449.75199999999995,207.6725
64,0.63,01:34:11.13:01,774.203,449.751,207.6865
65,0.64,01:34:11.13:02,774.1845,449.7425,207.6855
66,0.65,01:34:11.13:03,774.1675,449.73900000000003,207.69299999999998
67,0.66,01:34:11.14:00,774.158,449.74800000000005,207.7035
68,0.67,01:34:11.14:01,774.1385,449.7385,207.699
69,0.68,01:34:11.14:02,774.1339999999999,449.74,207.71099999999998
70,0.69,01:34:11.14:03,774.1145,449.744,207.7115
71,0.7,01:34:11.14:04,774.1225,449.7285,207.71200000000002
72,0.71,01:34:11.15:00,774.0885,449.7425,207.71400000000003
73,0.72,01:34:11.15:01,774.0735,449.74,207.72099999999998
74,0.73,01:34:11.15:02,774.078,449.7365,207.7235
75,0.74,01:34:11.15:03,774.0515,449.724,207.7285
76,0.75,01:34:11.16:00,774.0305,449.73199999999997,207.727
77,0.76,01:34:11.16:01,774.0260000000001,449.73800000000006,207.734
78,0.77,01:34:11.16:02,774.002,449.7235,207.733
79,0.78,01:34:11.16:03,773.9895,449.72900000000004,207.73
80,0.79,01:34:11.17:00,773.965,449.735,207.71200000000002
81,0.8,01:34:11.17:01,773.9665,449.7315,207.7135
82,0.81,01:34:11.17:02,773.9565,449.7225,207.717
83,0.82,01:34:11.18:00,773.9580000000001,449.7285,207.72400000000002
84,0.83,01:34:11.18:01,773.9505,449.726,207.71599999999998
85,0.84,01:34:11.18:02,773.937,449.719,207.72400000000002
86,0.85,01:34:11.18:03,773.935,449.73800000000006,207.7225
87,0.86,01:34:11.18:04,773.931,449.7285,207.71200000000002
88,0.87,01:34:11.19:00,773.9255,449.7225,207.72099999999998
89,0.88,01:34:11.19:01,773.9169999999999,449.724,207.7175
90,0.89,01:34:11.19:02,773.915,449.722,207.7215
91,0.9,01:34:11.19:03,773.9065,449.7205,207.7275
92,0.91,01:34:11.20:00,773.905,449.7235,207.737
93,0.92,01:34:11.20:01,773.8835,449.7285,207.7365
94,0.93,01:34:11.20:02,773.888,449.7135,207.7425
95,0.94,01:34:11.20:03,773.8775,449.707,207.77
96,0.95,01:34:11.21:00,773.8715,449.7075,207.7685
97,0.96,01:34:11.21:01,773.86,449.7155,207.768
98,0.97,01:34:11.21:02,773.8480000000001,449.7025,207.773
99,0.98,01:34:11.21:03,773.8325,449.6995,207.787
100,0.99,01:34:11.22:00,773.815,449.716,207.7905
101,1.0,01:34:11.22:01,773.808,449.7045,207.798
102,1.01,01:34:11.22:02,773.796,449.711,207.8055
103,1.02,01:34:11.22:03,773.798,449.7035,207.81799999999998
104,1.03,01:34:11.23:00,773.794,449.708,207.815
105,1.04,01:34:11.23:01,773.7869999999999,449.717,207.8115
106,1.05,01:34:11.23:02,773.775,449.715,207.827
107,1.06,01:34:11.23:03,773.7605,449.713,207.832
108,1.07,01:34:11.24:00,773.7539999999999,449.713,207.858
109,1.08,01:34:11.24:01,773.7235,449.7095,207.8625
110,1.09,01:34:11.24:02,773.7180000000001,449.7095,207.84799999999998
111,1.1,01:34:11.24:03,773.7139999999999,449.714,207.855
112,1.11,01:34:12.00:00,773.6935,449.719,207.8635
113,1.12,01:34:12.00:01,773.6885,449.7065,207.858
114,1.13,01:34:12.00:02,773.6945,449.69800000000004,207.87
115,1.14,01:34:12.00:03,773.6695,449.715,207.8555
116,1.15,01:34:12.01:00,773.6669999999999,449.7,207.89
117,1.16,01:34:12.01:01,773.6510000000001,449.6845,207.891
118,1.17,01:34:12.01:02,773.6275,449.7045,207.888
119,1.18,01:34:12.01:03,773.623,449.70099999999996,207.895
120,1.19,01:34:12.02:00,773.5889999999999,449.699,207.9025
121,1.2,01:34:12.02:01,773.571,449.7035,207.8865
122,1.21,01:34:12.02:02,773.55,449.7015,207.8905
123,1.22,01:34:12.02:03,773.533,449.7045,207.891
124,1.23,01:34:12.03:00,773.4855,449.6995,207.9015
125,1.24,01:34:12.03:01,773.4945,449.6995,207.91099999999997
126,1.25,01:34:12.03:02,773.449,449.716,207.9015
127,1.26,01:34:12.03:03,773.4405,449.7095,207.89
128,1.27,01:34:12.04:00,773.4195,449.702,207.9095
129,1.28,01:34:12.04:01,773.393,449.713,207.912
130,1.29,01:34:12.04:02,773.37,449.7085,207.9225
131,1.3,01:34:12.04:03,773.365,449.721,207.9365
132,1.31,01:34:12.05:00,773.332,449.7355,207.918
133,1.32,01:34:12.05:01,773.3430000000001,449.7235,207.93
134,1.33,01:34:12.05:02,773.3335,449.7355,207.928
135,1.34,01:34:12.05:03,773.3165,449.7405,207.9095
136,1.35,01:34:12.06:00,773.327,449.7345,207.92
137,1.36,01:34:12.06:01,773.327,449.733,207.9155
138,1.37,01:34:12.06:02,773.3505,449.72900000000004,207.9215
139,1.38,01:34:12.06:03,773.347,449.73199999999997,207.9275
140,1.39,01:34:12.07:00,773.3575,449.7325,207.924
141,1.4,01:34:12.07:01,773.367,449.7335,207.916
142,1.41,01:34:12.07:02,773.3815,449.7265,207.9385
143,1.42,01:34:12.07:03,773.4035,449.7315,207.928
144,1.43,01:34:12.08:00,773.408,449.7335,207.93200000000002
145,1.44,01:34:12.08:01,773.4235,449.725,207.96599999999998
146,1.45,01:34:12.08:02,773.444,449.7365,207.9825
147,1.46,01:34:12.08:03,773.4645,449.7355,208.00799999999998
148,1.47,01:34:12.09:00,773.4715,449.7345,208.0355
149,1.48,01:34:12.09:01,773.4635,449.73199999999997,208.075
150,1.49,01:34:12.09:02,773.4685,449.7375,208.1065
151,1.5,01:34:12.09:03,773.4635,449.73800000000006,208.132
152,1.51,01:34:12.10:00,773.4689999999999,449.736,208.1645
153,1.52,01:34:12.10:01,773.4405,449.7235,208.19099999999997
154,1.53,01:34:12.10:02,773.447,449.723,208.22099999999998
155,1.54,01:34:12.10:03,773.4285,449.7225,208.25799999999998
156,1.55,01:34:12.11:00,773.4019999999999,449.728,208.2895
157,1.56,01:34:12.11:01,773.3845,449.7205,208.3295
158,1.57,01:34:12.11:02,773.3625,449.7305,208.3435
159,1.58,01:34:12.11:03,773.3555,449.7335,208.3845
160,1.59,01:34:12.12:00,773.332,449.751,208.435
161,1.6,01:34:12.12:01,773.3165,449.7425,208.4935
162,1.61,01:34:12.12:02,773.326,449.7465,208.5235
163,1.62,01:34:12.12:03,773.3395,449.7295,208.5785
164,1.63,01:34:12.13:00,773.3530000000001,449.7375,208.612
165,1.64,01:34:12.13:01,773.3705,449.749,208.646
166,1.65,01:34:12.13:02,773.3965,449.7415,208.6845
167,1.66,01:34:12.13:03,773.2810000000001,449.7345,208.6735
168,1.67,01:34:12.14:00,773.4565,449.726,208.763
169,1.68,01:34:12.14:01,773.459,449.7175,208.8065
170,1.69,01:34:12.14:02,773.461,449.7135,208.861
171,1.7,01:34:12.14:03,773.4705,449.72,208.8965
172,1.71,01:34:12.15:00,773.477,449.713,208.9275
173,1.72,01:34:12.15:01,773.4680000000001,449.713,208.9715
174,1.73,01:34:12.15:02,773.304,449.73,208.9475
175,1.74,01:34:12.15:03,773.429,449.72,209.014
176,1.75,01:34:12.16:00,773.2810000000001,449.723,208.993
177,1.76,01:34:12.16:01,773.3969999999999,449.7405,209.0615
178,1.77,01:34:12.16:02,773.2475,449.75,209.019
179,1.78,01:34:12.17:00,773.2239999999999,449.7445,209.05
180,1.79,01:34:12.17:01,773.2080000000001,449.7485,209.0765
181,1.8,01:34:12.17:02,773.317,449.7545,209.15099999999998
182,1.81,01:34:12.17:03,773.173,449.7655,209.1185
183,1.82,01:34:12.18:00,773.153,449.7545,209.14700000000002
184,1.83,01:34:12.18:01,773.14,449.772,209.166
185,1.84,01:34:12.18:02,773.127,449.772,209.197
186,1.85,01:34:12.18:03,773.102,449.76800000000003,209.207
187,1.86,01:34:12.19:00,773.0795,449.767,209.225
188,1.87,01:34:12.19:01,773.0655,449.782,209.2405
189,1.88,01:34:12.19:02,773.0335,449.7735,209.27700000000002
190,1.89,01:34:12.19:03,773.1460000000001,449.7915,209.3655
191,1.9,01:34:12.20:00,773.1089999999999,449.7935,209.3745
192,1.91,01:34:12.20:01,773.084,449.7965,209.408
193,1.92,01:34:12.20:02,773.04,449.79699999999997,209.4405
194,1.93,01:34:12.20:03,772.99,449.805,209.47799999999998
195,1.94,01:34:12.21:00,772.819,449.8215,209.4615
196,1.95,01:34:12.21:01,772.92,449.8335,209.554
197,1.96,01:34:12.21:02,772.8775,449.83,209.6045
198,1.97,01:34:12.21:03,772.8595,449.8395,209.635
199,1.98,01:34:12.22:00,772.8775,449.839,209.653
200,1.99,01:34:12.22:01,772.8969999999999,449.8335,209.68099999999998
201,2.0,01:34:12.22:02,772.927,449.852,209.68400000000003
202,2.01,01:34:12.22:03,773.0005,449.845,209.6955
203,2.02,01:34:12.23:00,773.055,449.8415,209.6815
204,2.03,01:34:12.23:01,773.1545,449.8375,209.6725
205,2.04,01:34:12.23:02,773.2389999999999,449.8515,209.642
206,2.05,01:34:12.23:03,773.3380000000001,449.848,209.6315
207,2.06,01:34:12.24:00,773.448,449.865,209.59799999999998
208,2.07,01:34:12.24:01,773.544,449.869,209.5585
209,2.08,01:34:12.24:02,773.6125,449.86199999999997,209.52700000000002
210,2.09,01:34:12.24:03,773.684,449.884,209.4965
