Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,01:34:10.22:02,795.8472,1324.6872,-54.0903
2,0.01,01:34:10.22:03,795.8345,1324.74,-54.0333
3,0.02,01:34:10.23:00,795.8115,1324.781,-53.986000000000004
4,0.03,01:34:10.23:01,793.5348,1324.769,-54.8865
5,0.04,01:34:10.23:02,793.3978,1324.1842,-54.2415
6,0.05,01:34:10.23:03,793.3417,1324.0232,-53.9373
7,0.06,01:34:10.24:00,792.1977,1324.3495,-54.3012
8,0.07,01:34:10.24:01,792.0128,1324.3723,-54.3303
9,0.08,01:34:10.24:02,791.7908,1324.444,-54.4037
10,0.09,01:34:10.24:03,791.5287,1324.5420000000001,-54.508
11,0.1,01:34:11.00:00,791.2339999999999,1324.6670000000001,-54.6533
12,0.11,01:34:11.00:01,790.9639999999999,1324.8125,-54.7705
13,0.12,01:34:11.00:02,790.817,1325.0412,-54.842
14,0.13,01:34:11.00:03,790.5988,1325.0592,-54.8832
15,0.14,01:34:11.01:00,792.9745,1325.3792,-54.6728
16,0.15,01:34:11.01:01,792.8872,1325.352,-54.6392
17,0.16,01:34:11.01:02,792.829,1325.4252,-54.58
18,0.17,01:34:11.01:03,792.7728,1325.51,-54.5267
19,0.18,01:34:11.02:00,792.7165,1325.575,-54.4908
20,0.19,01:34:11.02:01,792.6675,1325.664,-54.4465
21,0.2,01:34:11.02:02,792.6222,1325.7379999999998,-54.4025
22,0.21,01:34:11.02:03,792.6335,1325.9273,-54.3332
23,0.22,01:34:11.03:00,792.605,1325.8952,-54.3145
24,0.23,01:34:11.03:01,792.6208,1325.9642,-54.2538
25,0.24,01:34:11.03:02,792.6138,1326.0175,-54.2113
26,0.25,01:34:11.03:03,793.4545,1326.155,-53.661
27,0.26,01:34:11.04:00,792.6862,1326.19,-54.095
28,0.27,01:34:11.04:01,792.702,1326.2585,-54.0427
29,0.28,01:34:11.04:02,792.7293,1326.3268,-53.9882
30,0.29,01:34:11.04:03,792.7288,1326.4835,-53.9245
31,0.3,01:34:11.05:00,792.6908,1326.4262,-53.9117
32,0.31,01:34:11.05:01,792.6898,1326.4705,-53.8668
33,0.32,01:34:11.05:02,792.63,1326.5068,-53.82899999999999
34,0.33,01:34:11.05:03,792.6117,1326.523,-53.7975
35,0.34,01:34:11.06:00,792.5752,1326.5398,-53.7488
36,0.35,01:34:11.06:01,792.5822,1326.6372,-53.7075
37,0.36,01:34:11.06:02,792.5378,1326.5317,-53.68600000000001
38,0.37,01:34:11.06:03,792.4860000000001,1326.4992,-53.6635
39,0.38,01:34:11.07:00,792.49,1326.4589999999998,-53.6288
40,0.39,01:34:11.07:01,792.4637,1326.4360000000001,-53.5933
41,0.4,01:34:11.07:02,792.4680000000001,1326.4055,-53.559
42,0.41,01:34:11.07:03,792.4538,1326.3605,-53.5405
43,0.42,01:34:11.08:00,792.432,1326.3335,-53.518
44,0.43,01:34:11.08:01,792.3888,1326.2843,-53.5182
45,0.44,01:34:11.08:02,792.3548,1326.274,-53.4948
46,0.45,01:34:11.08:03,792.3027,1326.3629999999998,-53.456
47,0.46,01:34:11.09:00,792.2539999999999,1326.2579999999998,-53.4117
48,0.47,01:34:11.09:01,792.2902,1326.265,-53.3202
49,0.48,01:34:11.09:02,792.327,1326.2758,-53.2212
50,0.49,01:34:11.09:03,792.449,1326.2997,-53.0672
51,0.5,01:34:11.10:00,792.4910000000001,1326.3425,-52.9513
52,0.51,01:34:11.10:01,792.5542,1326.392,-52.7972
53,0.52,01:34:11.10:02,792.6075,1326.469,-52.6495
54,0.53,01:34:11.10:03,792.4997,1326.5382,-52.5835
55,0.54,01:34:11.11:00,792.0258,1326.612,-52.4355
56,0.55,01:34:11.11:01,791.9703,1326.7665,-52.3965
57,0.56,01:34:11.11:02,791.8748,1326.793,-52.3677
58,0.57,01:34:11.11:03,792.3362,1326.7858,-52.361000000000004
59,0.58,01:34:11.12:00,792.2288,1326.8229999999999,-52.3265
60,0.59,01:34:11.12:01,792.1168,1326.8908,-52.2855
61,0.6,01:34:11.12:02,791.9922,1326.9648,-52.2455
62,0.61,01:34:11.12:03,791.3560000000001,1327.0968,-52.1555
63,0.62,01:34:11.13:00,791.1865,1327.2302,-52.089
64,0.63,01:34:11.13:01,791.5608,1327.349,-52.044
65,0.64,01:34:11.13:02,791.404,1327.4373,-51.9865
66,0.65,01:34:11.13:03,791.198,1327.5017,-51.9728
67,0.66,01:34:11.14:00,791.0515,1327.5472,-51.9393
68,0.67,01:34:11.14:01,790.9342,1327.5798,-51.9195
69,0.68,01:34:11.14:02,790.8118,1327.6048,-51.891000000000005
70,0.69,01:34:11.14:03,790.712,1327.6338,-51.8715
71,0.7,01:34:11.14:04,790.6188,1327.661,-51.8477
72,0.71,01:34:11.15:00,790.5352,1327.6860000000001,-51.8203
73,0.72,01:34:11.15:01,790.4780000000001,1327.6945,-51.8055
74,0.73,01:34:11.15:02,790.414,1327.694,-51.7842
75,0.74,01:34:11.15:03,790.3512,1327.6968,-51.766000000000005
76,0.75,01:34:11.16:00,790.3495,1327.7088,-51.739
77,0.76,01:34:11.16:01,790.308,1327.7202,-51.7153
78,0.77,01:34:11.16:02,790.2819999999999,1327.7432,-51.6962
79,0.78,01:34:11.16:03,790.2645,1327.776,-51.6897
80,0.79,01:34:11.17:00,790.2823,1327.817,-51.6593
81,0.8,01:34:11.17:01,790.2707,1327.8565,-51.6388
82,0.81,01:34:11.17:02,790.284,1327.9085,-51.6128
83,0.82,01:34:11.18:00,790.2925,1327.9615,-51.5737
84,0.83,01:34:11.18:01,790.2907,1328.0179999999998,-51.5722
85,0.84,01:34:11.18:02,791.165,1328.135,-51.133
86,0.85,01:34:11.18:03,791.2385,1328.1532,-51.108999999999995
87,0.86,01:34:11.18:04,791.3162,1328.17,-51.0945
88,0.87,01:34:11.19:00,791.4082,1328.1947,-51.0807
89,0.88,01:34:11.19:01,791.4645,1328.2435,-51.0695
90,0.89,01:34:11.19:02,791.5432,1328.273,-51.0528
91,0.9,01:34:11.19:03,790.7673,1328.2935,-51.428999999999995
92,0.91,01:34:11.20:00,790.8108,1328.3292,-51.4215
93,0.92,01:34:11.20:01,790.8478,1328.3795,-51.4282
94,0.93,01:34:11.20:02,790.9228,1328.4325,-51.4258
95,0.94,01:34:11.20:03,790.9810000000001,1328.49,-51.422
96,0.95,01:34:11.21:00,791.0568,1328.5585,-51.3995
97,0.96,01:34:11.21:01,791.1315,1328.629,-51.388000000000005
98,0.97,01:34:11.21:02,791.1895,1328.6958,-51.371
99,0.98,01:34:11.21:03,791.2578,1328.7632,-51.3522
100,0.99,01:34:11.22:00,791.307,1328.815,-51.3485
101,1.0,01:34:11.22:01,791.3775,1328.8615,-51.3295
102,1.01,01:34:11.22:02,791.428,1328.9029999999998,-51.31
103,1.02,01:34:11.22:03,791.4575,1328.9605,-51.263000000000005
104,1.03,01:34:11.23:00,791.5278,1329.0415,-51.2117
105,1.04,01:34:11.23:01,791.592,1329.108,-51.1578
106,1.05,01:34:11.23:02,791.5995,1329.1187,-51.138999999999996
107,1.06,01:34:11.23:03,791.625,1329.1015,-51.1263
108,1.07,01:34:11.24:00,791.6555,1329.0572,-51.1263
109,1.08,01:34:11.24:01,791.6975,1329.0,-51.1405
110,1.09,01:34:11.24:02,791.6775,1328.9767,-51.14
111,1.1,01:34:11.24:03,791.6713,1328.991,-51.1245
112,1.11,01:34:12.00:00,791.6515,1329.0298,-51.1098
113,1.12,01:34:12.00:01,791.6432,1329.0662,-51.078
114,1.13,01:34:12.00:02,791.6302,1329.1082,-51.0535
