Frame,Time,SMPTE,bar_left_wrist_x,bar_left_wrist_y,bar_left_wrist_z
1,0.0,01:34:10.22:02,803.1610000000001,1339.984,951.955
2,0.01,01:34:10.22:03,803.1665,1340.065,952.0055
3,0.02,01:34:10.23:00,803.1795,1340.135,952.0325
4,0.03,01:34:10.23:01,803.684,1339.951,952.572
5,0.04,01:34:10.23:02,803.535,1340.0765,952.5165
6,0.05,01:34:10.23:03,803.2945,1339.9575,952.807
7,0.06,01:34:10.24:00,803.495,1340.256,952.5835
8,0.07,01:34:10.24:01,803.495,1340.366,952.6239999999999
9,0.08,01:34:10.24:02,803.4975,1340.4875,952.6665
10,0.09,01:34:10.24:03,803.449,1340.626,952.702
11,0.1,01:34:11.00:00,803.4055,1340.6985,952.7285
12,0.11,01:34:11.00:01,803.393,1340.8325,952.7239999999999
13,0.12,01:34:11.00:02,803.3655,1340.9485,952.7585
14,0.13,01:34:11.00:03,803.334,1341.0735,952.7975
15,0.14,01:34:11.01:00,803.318,1341.2095,952.8315
16,0.15,01:34:11.01:01,803.3085,1341.3115,952.8710000000001
17,0.16,01:34:11.01:02,803.2945,1341.45,952.8969999999999
18,0.17,01:34:11.01:03,803.298,1341.5755,952.9325
19,0.18,01:34:11.02:00,803.306,1341.6845,952.9825
20,0.19,01:34:11.02:01,803.3215,1341.8005,953.0165
21,0.2,01:34:11.02:02,803.329,1341.8955,953.0375
22,0.21,01:34:11.02:03,803.372,1341.9985,953.0755
23,0.22,01:34:11.03:00,803.3805,1342.0885,953.102
24,0.23,01:34:11.03:01,803.4015,1342.2125,953.1289999999999
25,0.24,01:34:11.03:02,803.416,1342.2879999999998,953.1865
26,0.25,01:34:11.03:03,803.448,1342.369,953.2239999999999
27,0.26,01:34:11.04:00,803.4735,1342.4305,953.2389999999999
28,0.27,01:34:11.04:01,803.4955,1342.4905,953.2735
29,0.28,01:34:11.04:02,803.5285,1342.5415,953.3065
30,0.29,01:34:11.04:03,803.5345,1342.585,953.317
