Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,01:34:10.22:02,804.196,1414.5215,294.3925
2,0.01,01:34:10.22:03,804.125,1414.5145,294.422
3,0.02,01:34:10.23:00,804.0365,1414.504,294.4575
4,0.03,01:34:10.23:01,803.9745,1414.5055,294.488
5,0.04,01:34:10.23:02,803.9855,1414.4335,294.54400000000004
6,0.05,01:34:10.23:03,803.925,1414.395,294.587
7,0.06,01:34:10.24:00,803.8739999999999,1414.371,294.622
8,0.07,01:34:10.24:01,803.8315,1414.3505,294.666
9,0.08,01:34:10.24:02,803.791,1414.3195,294.6935
10,0.09,01:34:10.24:03,803.7485,1414.2939999999999,294.722
11,0.1,01:34:11.00:00,803.704,1414.266,294.7465
12,0.11,01:34:11.00:01,803.658,1414.23,294.7765
13,0.12,01:34:11.00:02,803.5975,1414.182,294.7965
14,0.13,01:34:11.00:03,803.5465,1414.1565,294.8215
15,0.14,01:34:11.01:00,803.4915,1414.125,294.848
16,0.15,01:34:11.01:01,803.4195,1414.1035,294.873
17,0.16,01:34:11.01:02,803.355,1414.095,294.8915
18,0.17,01:34:11.01:03,803.304,1414.075,294.935
19,0.18,01:34:11.02:00,803.242,1414.0675,294.9495
20,0.19,01:34:11.02:01,803.185,1414.0635,294.9895
21,0.2,01:34:11.02:02,803.122,1414.0595,295.0195
22,0.21,01:34:11.02:03,803.0465,1414.06,295.05
23,0.22,01:34:11.03:00,802.9795,1414.0629999999999,295.0875
24,0.23,01:34:11.03:01,802.9065,1414.06,295.119
25,0.24,01:34:11.03:02,802.8215,1414.0615,295.1575
26,0.25,01:34:11.03:03,802.77,1414.0675,295.182
27,0.26,01:34:11.04:00,802.6915,1414.0785,295.222
28,0.27,01:34:11.04:01,802.6155,1414.08,295.258
29,0.28,01:34:11.04:02,802.5545,1414.082,295.286
30,0.29,01:34:11.04:03,802.487,1414.0835,295.3285
31,0.3,01:34:11.05:00,802.4165,1414.079,295.3705
32,0.31,01:34:11.05:01,802.342,1414.0720000000001,295.41
33,0.32,01:34:11.05:02,802.284,1414.056,295.4355
34,0.33,01:34:11.05:03,802.216,1414.0515,295.4775
35,0.34,01:34:11.06:00,802.1515,1414.0305,295.5105
36,0.35,01:34:11.06:01,802.086,1414.0305,295.55
37,0.36,01:34:11.06:02,802.0355,1414.014,295.59
38,0.37,01:34:11.06:03,801.9745,1414.0115,295.6385
39,0.38,01:34:11.07:00,801.9075,1414.005,295.6695
40,0.39,01:34:11.07:01,801.8560000000001,1414.0065,295.715
41,0.4,01:34:11.07:02,801.802,1414.0075,295.7445
42,0.41,01:34:11.07:03,801.7439999999999,1414.0055,295.7865
43,0.42,01:34:11.08:00,801.689,1413.9965,295.836
44,0.43,01:34:11.08:01,801.6405,1414.003,295.862
45,0.44,01:34:11.08:02,801.567,1413.9879999999998,295.8905
46,0.45,01:34:11.08:03,801.5,1413.9855,295.9305
47,0.46,01:34:11.09:00,801.4465,1413.974,295.9665
48,0.47,01:34:11.09:01,801.3785,1413.9795,295.9925
49,0.48,01:34:11.09:02,801.3165,1413.964,296.01099999999997
50,0.49,01:34:11.09:03,801.2525,1413.961,296.0345
51,0.5,01:34:11.10:00,801.2105,1413.967,296.0415
52,0.51,01:34:11.10:01,801.1310000000001,1413.9720000000002,296.0775
53,0.52,01:34:11.10:02,801.0845,1413.986,296.1035
54,0.53,01:34:11.10:03,801.0085,1413.986,296.139
55,0.54,01:34:11.11:00,800.9565,1413.996,296.17
56,0.55,01:34:11.11:01,800.92,1414.009,296.202
57,0.56,01:34:11.11:02,800.8735,1414.0225,296.2365
58,0.57,01:34:11.11:03,800.8435,1414.02,296.275
59,0.58,01:34:11.12:00,800.8215,1414.0225,296.302
60,0.59,01:34:11.12:01,800.7995,1414.014,296.33299999999997
61,0.6,01:34:11.12:02,800.7755,1413.9995,296.3675
62,0.61,01:34:11.12:03,800.763,1413.9905,296.3965
63,0.62,01:34:11.13:00,800.7525,1413.973,296.418
64,0.63,01:34:11.13:01,800.7465,1413.963,296.4315
65,0.64,01:34:11.13:02,800.742,1413.9505,296.4555
66,0.65,01:34:11.13:03,800.743,1413.9395,296.473
67,0.66,01:34:11.14:00,800.7355,1413.93,296.5075
68,0.67,01:34:11.14:01,800.7405,1413.9145,296.5185
69,0.68,01:34:11.14:02,800.7435,1413.915,296.5315
70,0.69,01:34:11.14:03,800.7510000000001,1413.9129999999998,296.5575
71,0.7,01:34:11.14:04,800.727,1413.9125,296.577
72,0.71,01:34:11.15:00,800.7145,1413.9135,296.591
73,0.72,01:34:11.15:01,800.7015,1413.9045,296.612
74,0.73,01:34:11.15:02,800.6715,1413.908,296.637
75,0.74,01:34:11.15:03,800.65,1413.918,296.666
76,0.75,01:34:11.16:00,800.6075,1413.9245,296.689
77,0.76,01:34:11.16:01,800.5705,1413.9360000000001,296.7095
78,0.77,01:34:11.16:02,800.5375,1413.94,296.7295
79,0.78,01:34:11.16:03,800.4925,1413.96,296.7485
80,0.79,01:34:11.17:00,800.456,1413.965,296.7675
81,0.8,01:34:11.17:01,800.435,1413.987,296.7845
82,0.81,01:34:11.17:02,800.3995,1413.9965,296.798
83,0.82,01:34:11.18:00,800.3760000000001,1414.0135,296.822
84,0.83,01:34:11.18:01,800.3415,1414.0275,296.82599999999996
85,0.84,01:34:11.18:02,800.3275,1414.0439999999999,296.8395
86,0.85,01:34:11.18:03,800.3025,1414.046,296.8585
87,0.86,01:34:11.18:04,800.2915,1414.0645,296.8635
88,0.87,01:34:11.19:00,800.265,1414.0765,296.878
89,0.88,01:34:11.19:01,800.235,1414.0775,296.8805
90,0.89,01:34:11.19:02,800.2189999999999,1414.0825,296.8885
91,0.9,01:34:11.19:03,800.202,1414.0925,296.899
92,0.91,01:34:11.20:00,800.1785,1414.1,296.9005
93,0.92,01:34:11.20:01,800.1745,1414.0995,296.897
94,0.93,01:34:11.20:02,800.1560000000001,1414.1025,296.9
95,0.94,01:34:11.20:03,800.1315,1414.1035,296.8905
