Frame,Time,SMPTE,bar_left_hand_x,bar_left_hand_y,bar_left_hand_z
1,0.0,01:34:10.22:02,837.7708,1327.8210000000001,1114.4775
2,0.01,01:34:10.22:03,837.8235,1327.9218,1114.5012
3,0.02,01:34:10.23:00,837.8538,1328.0205,1114.537
4,0.03,01:34:10.23:01,835.4932,1328.7762,1117.277
5,0.04,01:34:10.23:02,835.0262,1328.9983,1117.8898
6,0.05,01:34:10.23:03,835.5419999999999,1329.024,1117.71
7,0.06,01:34:10.24:00,835.6682,1329.0728,1117.748
8,0.07,01:34:10.24:01,833.8237,1329.3792,1117.8272
9,0.08,01:34:10.24:02,833.4505,1329.5272,1117.8765
10,0.09,01:34:10.24:03,833.2832,1329.7775,1118.1795
11,0.1,01:34:11.00:00,833.3689999999999,1329.8428,1118.0965
12,0.11,01:34:11.00:01,834.0508,1329.9745,1118.149
13,0.12,01:34:11.00:02,834.6419999999999,1329.957,1117.9160000000002
14,0.13,01:34:11.00:03,835.3695,1330.0582,1117.925
15,0.14,01:34:11.01:00,837.5462,1330.0339999999999,1117.8675
16,0.15,01:34:11.01:01,837.4645,1330.2047,1117.851
17,0.16,01:34:11.01:02,837.5348,1330.2557,1117.9444
18,0.17,01:34:11.01:03,837.5712,1330.37,1117.9722
19,0.18,01:34:11.02:00,837.6176,1330.4773,1118.0135
20,0.19,01:34:11.02:01,837.6475,1330.5884,1118.0342
21,0.2,01:34:11.02:02,837.6873,1330.7152,1118.0569
22,0.21,01:34:11.02:03,837.7426,1330.8042,1118.0825
23,0.22,01:34:11.03:00,837.7744,1330.9254,1118.1246
24,0.23,01:34:11.03:01,837.8551,1331.0531,1118.1516
25,0.24,01:34:11.03:02,836.1607,1331.1995,1118.0647
26,0.25,01:34:11.03:03,834.1232,1331.6152,1118.0948
27,0.26,01:34:11.04:00,832.7391,1331.9232,1118.133
28,0.27,01:34:11.04:01,831.9103,1332.1371,1118.1591
29,0.28,01:34:11.04:02,831.4931,1332.2812,1118.1914
30,0.29,01:34:11.04:03,831.3828,1332.3385,1118.2281
31,0.3,01:34:11.05:00,832.046,1332.5020000000002,1118.3571
32,0.31,01:34:11.05:01,832.5039999999999,1332.4532,1118.3928
33,0.32,01:34:11.05:02,832.6703,1332.2304,1118.3158
34,0.33,01:34:11.05:03,833.3117,1332.1353,1118.3392
35,0.34,01:34:11.06:00,833.9357,1332.0381,1118.3617
36,0.35,01:34:11.06:01,834.4382,1331.953,1118.3928
37,0.36,01:34:11.06:02,834.7478,1331.892,1118.4297
