Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,01:34:10.22:02,771.9010000000001,446.159,369.335
2,0.01,01:34:10.22:03,771.8710000000001,446.144,369.3585
3,0.02,01:34:10.23:00,771.841,446.1455,369.4115
4,0.03,01:34:10.23:01,771.0885,446.2525,369.7255
5,0.04,01:34:10.23:02,770.8675,446.207,369.663
6,0.05,01:34:10.23:03,770.7855,446.2095,369.72
7,0.06,01:34:10.24:00,770.793,446.2115,369.7585
8,0.07,01:34:10.24:01,770.747,446.215,369.8115
9,0.08,01:34:10.24:02,770.7230000000001,446.213,369.85699999999997
10,0.09,01:34:10.24:03,770.7075,446.213,369.9005
11,0.1,01:34:11.00:00,770.697,446.202,369.92800000000005
12,0.11,01:34:11.00:01,770.6795,446.1945,369.95099999999996
13,0.12,01:34:11.00:02,770.6445,446.2045,369.9965
14,0.13,01:34:11.00:03,770.6239999999999,446.186,370.0235
15,0.14,01:34:11.01:00,770.5775,446.1985,370.0555
16,0.15,01:34:11.01:01,770.5419999999999,446.1975,370.089
17,0.16,01:34:11.01:02,770.5275,446.204,370.1055
18,0.17,01:34:11.01:03,770.4705,446.18800000000005,370.12800000000004
19,0.18,01:34:11.02:00,770.44,446.2095,370.1425
20,0.19,01:34:11.02:01,770.3910000000001,446.2025,370.1675
21,0.2,01:34:11.02:02,770.3655,446.205,370.194
22,0.21,01:34:11.02:03,770.3155,446.2155,370.19800000000004
23,0.22,01:34:11.03:00,770.289,446.199,370.2275
24,0.23,01:34:11.03:01,770.2510000000001,446.2135,370.23800000000006
25,0.24,01:34:11.03:02,770.2239999999999,446.212,370.277
26,0.25,01:34:11.03:03,770.205,446.2075,370.31800000000004
27,0.26,01:34:11.04:00,770.1805,446.2215,370.3175
28,0.27,01:34:11.04:01,770.188,446.199,370.332
29,0.28,01:34:11.04:02,770.187,446.19699999999995,370.3685
30,0.29,01:34:11.04:03,770.1895,446.195,370.3685
31,0.3,01:34:11.05:00,770.185,446.1855,370.3875
32,0.31,01:34:11.05:01,770.194,446.1905,370.4265
33,0.32,01:34:11.05:02,770.203,446.1825,370.4415
34,0.33,01:34:11.05:03,770.222,446.17699999999996,370.4625
35,0.34,01:34:11.06:00,770.2239999999999,446.1835,370.49199999999996
36,0.35,01:34:11.06:01,770.2489999999999,446.1785,370.4995
37,0.36,01:34:11.06:02,770.2375,446.1715,370.517
38,0.37,01:34:11.06:03,770.2539999999999,446.1765,370.543
39,0.38,01:34:11.07:00,770.273,446.1675,370.5585
40,0.39,01:34:11.07:01,770.2769999999999,446.1815,370.5935
41,0.4,01:34:11.07:02,770.3285,446.1705,370.5845
42,0.41,01:34:11.07:03,770.321,446.176,370.6245
43,0.42,01:34:11.08:00,770.3515,446.1625,370.6395
44,0.43,01:34:11.08:01,770.345,446.1555,370.666
45,0.44,01:34:11.08:02,770.3475,446.156,370.69
