Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,01:34:10.22:02,802.05,1329.0305,770.971
2,0.01,01:34:10.22:03,802.028,1329.1175,771.0065
3,0.02,01:34:10.23:00,802.2669999999999,1329.0815,771.413
4,0.03,01:34:10.23:01,802.1339999999999,1329.1555,771.3919999999999
5,0.04,01:34:10.23:02,802.0269999999999,1329.185,771.382
6,0.05,01:34:10.23:03,801.9605,1329.2915,771.3789999999999
7,0.06,01:34:10.24:00,801.9275,1329.354,771.4155
8,0.07,01:34:10.24:01,801.9010000000001,1329.388,771.446
9,0.08,01:34:10.24:02,801.8439999999999,1329.45,771.487
10,0.09,01:34:10.24:03,801.835,1329.4925,771.5185
11,0.1,01:34:11.00:00,801.803,1329.5510000000002,771.5515
12,0.11,01:34:11.00:01,801.784,1329.61,771.571
13,0.12,01:34:11.00:02,801.7595,1329.672,771.5905
14,0.13,01:34:11.00:03,801.7105,1329.7475,771.62
15,0.14,01:34:11.01:00,801.684,1329.8329999999999,771.6439999999999
16,0.15,01:34:11.01:01,801.6469999999999,1329.9365,771.6935
17,0.16,01:34:11.01:02,801.6185,1330.0165,771.716
18,0.17,01:34:11.01:03,801.582,1330.0855,771.75
19,0.18,01:34:11.02:00,801.5575,1330.1465,771.778
20,0.19,01:34:11.02:01,801.5325,1330.2515,771.8095
21,0.2,01:34:11.02:02,801.5225,1330.3210000000001,771.8255
22,0.21,01:34:11.02:03,801.492,1330.4125,771.8580000000001
23,0.22,01:34:11.03:00,801.465,1330.4795,771.8905
24,0.23,01:34:11.03:01,801.4455,1330.526,771.929
25,0.24,01:34:11.03:02,801.4265,1330.599,771.9580000000001
26,0.25,01:34:11.03:03,801.3969999999999,1330.6825,771.9965
27,0.26,01:34:11.04:00,801.4275,1330.7365,772.008
28,0.27,01:34:11.04:01,801.4115,1330.7720000000002,772.0615
29,0.28,01:34:11.04:02,801.3965,1330.7775,772.0965
30,0.29,01:34:11.04:03,801.4115,1330.8195,772.1189999999999
31,0.3,01:34:11.05:00,801.4,1330.8185,772.155
32,0.31,01:34:11.05:01,801.3885,1330.8485,772.1875
33,0.32,01:34:11.05:02,801.373,1330.8495,772.212
34,0.33,01:34:11.05:03,801.3639999999999,1330.8565,772.2489999999999
35,0.34,01:34:11.06:00,801.3475,1330.8525,772.2669999999999
36,0.35,01:34:11.06:01,801.3455,1330.8370000000002,772.309
37,0.36,01:34:11.06:02,801.345,1330.7879999999998,772.362
38,0.37,01:34:11.06:03,801.3439999999999,1330.7520000000002,772.3889999999999
39,0.38,01:34:11.07:00,801.3565,1330.783,772.4225
40,0.39,01:34:11.07:01,801.3810000000001,1330.755,772.4639999999999
41,0.4,01:34:11.07:02,801.395,1330.719,772.4835
42,0.41,01:34:11.07:03,801.42,1330.6975,772.5110000000001
43,0.42,01:34:11.08:00,801.3995,1330.685,772.5515
44,0.43,01:34:11.08:01,801.3955,1330.636,772.568
45,0.44,01:34:11.08:02,801.3935,1330.6175,772.5880000000001
46,0.45,01:34:11.08:03,801.3610000000001,1330.6005,772.6339999999999
47,0.46,01:34:11.09:00,801.3395,1330.5675,772.659
48,0.47,01:34:11.09:01,801.307,1330.55,772.6565
49,0.48,01:34:11.09:02,801.2639999999999,1330.5275,772.6805
50,0.49,01:34:11.09:03,801.2695,1330.5415,772.6695
51,0.5,01:34:11.10:00,801.2360000000001,1330.5165,772.7
52,0.51,01:34:11.10:01,801.2245,1330.5255,772.7155
53,0.52,01:34:11.10:02,801.23,1330.501,772.7260000000001
54,0.53,01:34:11.10:03,801.1965,1330.4775,772.7645
55,0.54,01:34:11.11:00,801.176,1330.5225,772.7810000000001
56,0.55,01:34:11.11:01,801.137,1330.4785,772.8025
57,0.56,01:34:11.11:02,801.1105,1330.465,772.8295
58,0.57,01:34:11.11:03,801.059,1330.4955,772.8345
59,0.58,01:34:11.12:00,801.0245,1330.4575,772.8715
60,0.59,01:34:11.12:01,800.9910000000001,1330.4879999999998,772.8855
61,0.6,01:34:11.12:02,800.9805,1330.3995,772.9060000000001
62,0.61,01:34:11.12:03,800.9425,1330.464,772.942
63,0.62,01:34:11.13:00,800.918,1330.3965,772.972
64,0.63,01:34:11.13:01,800.8775,1330.3770000000002,772.9935
65,0.64,01:34:11.13:02,800.87,1330.3615,772.9905
66,0.65,01:34:11.13:03,800.8605,1330.3755,772.997
67,0.66,01:34:11.14:00,800.8430000000001,1330.316,773.0185
68,0.67,01:34:11.14:01,800.8105,1330.32,773.0365
69,0.68,01:34:11.14:02,800.7860000000001,1330.3255,773.0565
70,0.69,01:34:11.14:03,800.789,1330.2979999999998,773.068
71,0.7,01:34:11.14:04,800.7585,1330.2925,773.0855
72,0.71,01:34:11.15:00,800.7755,1330.2685,773.117
73,0.72,01:34:11.15:01,800.7715,1330.2835,773.118
74,0.73,01:34:11.15:02,800.7735,1330.3365,773.118
75,0.74,01:34:11.15:03,800.778,1330.2835,773.1485
76,0.75,01:34:11.16:00,800.7655,1330.3235,773.164
77,0.76,01:34:11.16:01,800.7725,1330.3215,773.186
78,0.77,01:34:11.16:02,800.7615,1330.2525,773.2180000000001
79,0.78,01:34:11.16:03,800.788,1330.263,773.2285
80,0.79,01:34:11.17:00,800.7895,1330.265,773.2410000000001
81,0.8,01:34:11.17:01,800.7925,1330.275,773.2685
82,0.81,01:34:11.17:02,800.7795,1330.3165,773.28
83,0.82,01:34:11.18:00,800.7869999999999,1330.267,773.2895
84,0.83,01:34:11.18:01,800.8015,1330.2625,773.29
85,0.84,01:34:11.18:02,800.7875,1330.3365,773.2869999999999
86,0.85,01:34:11.18:03,800.799,1330.269,773.2875
87,0.86,01:34:11.18:04,800.7769999999999,1330.362,773.294
88,0.87,01:34:11.19:00,800.7705,1330.375,773.2915
89,0.88,01:34:11.19:01,800.743,1330.3010000000002,773.314
90,0.89,01:34:11.19:02,800.738,1330.3265,773.305
91,0.9,01:34:11.19:03,800.7135,1330.3135,773.294
92,0.91,01:34:11.20:00,800.682,1330.2865,773.2965
93,0.92,01:34:11.20:01,800.6375,1330.2975,773.2955
94,0.93,01:34:11.20:02,800.6245,1330.256,773.3
95,0.94,01:34:11.20:03,800.591,1330.3185,773.289
96,0.95,01:34:11.21:00,800.5565,1330.3029999999999,773.3105
97,0.96,01:34:11.21:01,800.4995,1330.2965,773.3005
98,0.97,01:34:11.21:02,800.4595,1330.3645,773.2805
99,0.98,01:34:11.21:03,800.3760000000001,1330.276,773.297
100,0.99,01:34:11.22:00,800.324,1330.3235,773.2715
101,1.0,01:34:11.22:01,800.2335,1330.3025,773.2685
102,1.01,01:34:11.22:02,800.186,1330.2885,773.2665
103,1.02,01:34:11.22:03,800.0935,1330.2955,773.2755
104,1.03,01:34:11.23:00,800.03,1330.3055,773.2825
105,1.04,01:34:11.23:01,799.9739999999999,1330.325,773.2975
106,1.05,01:34:11.23:02,799.8765,1330.3395,773.324
107,1.06,01:34:11.23:03,799.778,1330.3025,773.3545
108,1.07,01:34:11.24:00,799.705,1330.329,773.352
109,1.08,01:34:11.24:01,799.6125,1330.299,773.3965
110,1.09,01:34:11.24:02,799.5295,1330.276,773.4019999999999
111,1.1,01:34:11.24:03,799.429,1330.2485,773.435
112,1.11,01:34:12.00:00,799.3495,1330.2425,773.4505
113,1.12,01:34:12.00:01,799.2489999999999,1330.1015,773.4905
114,1.13,01:34:12.00:02,799.164,1330.1355,773.5205
115,1.14,01:34:12.00:03,799.061,1330.131,773.5245
116,1.15,01:34:12.01:00,798.977,1330.08,773.5675
117,1.16,01:34:12.01:01,798.8860000000001,1330.0935,773.584
118,1.17,01:34:12.01:02,798.7795,1330.0285,773.6225
119,1.18,01:34:12.01:03,798.685,1330.0505,773.632
120,1.19,01:34:12.02:00,798.6160000000001,1330.0135,773.6525
121,1.2,01:34:12.02:01,798.5115,1329.9825,773.69
122,1.21,01:34:12.02:02,798.4060000000001,1330.0035,773.7280000000001
123,1.22,01:34:12.02:03,798.325,1330.01,773.7335
124,1.23,01:34:12.03:00,798.245,1330.0365,773.7715
125,1.24,01:34:12.03:01,798.1685,1330.0545,773.8295
126,1.25,01:34:12.03:02,798.0855,1330.102,773.8585
127,1.26,01:34:12.03:03,798.0060000000001,1330.065,773.9069999999999
128,1.27,01:34:12.04:00,797.9169999999999,1330.164,773.938
129,1.28,01:34:12.04:01,797.819,1330.2345,773.9785
130,1.29,01:34:12.04:02,797.7280000000001,1330.3125,773.9915
131,1.3,01:34:12.04:03,797.6395,1330.396,774.0275
132,1.31,01:34:12.05:00,797.539,1330.479,774.0535
133,1.32,01:34:12.05:01,797.4685,1330.595,774.065
134,1.33,01:34:12.05:02,797.4025,1330.7160000000001,774.071
135,1.34,01:34:12.05:03,797.325,1330.8415,774.0955
136,1.35,01:34:12.06:00,797.2495,1330.97,774.12
137,1.36,01:34:12.06:01,797.1865,1331.13,774.1485
138,1.37,01:34:12.06:02,797.118,1331.2545,774.177
139,1.38,01:34:12.06:03,797.055,1331.422,774.2075
140,1.39,01:34:12.07:00,796.997,1331.558,774.237
141,1.4,01:34:12.07:01,796.9335,1331.704,774.2775
142,1.41,01:34:12.07:02,796.875,1331.874,774.3095
143,1.42,01:34:12.07:03,796.8175,1332.0735,774.3375
144,1.43,01:34:12.08:00,796.7485,1332.2179999999998,774.3825
145,1.44,01:34:12.08:01,796.683,1332.3965,774.4155
146,1.45,01:34:12.08:02,796.602,1332.5865,774.4635
147,1.46,01:34:12.08:03,796.5215,1332.7379999999998,774.518
148,1.47,01:34:12.09:00,796.4405,1332.8529999999998,774.5930000000001
149,1.48,01:34:12.09:01,796.3910000000001,1333.0165,774.6225
150,1.49,01:34:12.09:02,796.326,1333.14,774.6345
151,1.5,01:34:12.09:03,796.28,1333.256,774.6455
152,1.51,01:34:12.10:00,796.2280000000001,1333.3395,774.6555
153,1.52,01:34:12.10:01,796.1765,1333.4195,774.668
154,1.53,01:34:12.10:02,796.115,1333.523,774.706
155,1.54,01:34:12.10:03,796.038,1333.589,774.717
156,1.55,01:34:12.11:00,795.9639999999999,1333.6845,774.7375
157,1.56,01:34:12.11:01,795.8739999999999,1333.73,774.7505
158,1.57,01:34:12.11:02,795.8225,1333.825,774.773
159,1.58,01:34:12.11:03,795.7175,1333.871,774.7685
160,1.59,01:34:12.12:00,795.64,1333.9045,774.7860000000001
161,1.6,01:34:12.12:01,795.568,1333.9325,774.8095
162,1.61,01:34:12.12:02,795.4875,1333.9720000000002,774.8315
163,1.62,01:34:12.12:03,795.444,1334.025,774.831
164,1.63,01:34:12.13:00,795.263,1334.0410000000002,774.8405
165,1.64,01:34:12.13:01,795.3635,1334.026,774.857
166,1.65,01:34:12.13:02,795.2035,1334.03,774.86
167,1.66,01:34:12.13:03,795.3165,1334.0970000000002,774.8710000000001
168,1.67,01:34:12.14:00,795.2689999999999,1334.0775,774.9185
169,1.68,01:34:12.14:01,795.1265,1334.101,774.9375
170,1.69,01:34:12.14:02,795.2425,1334.1795,774.946
171,1.7,01:34:12.14:03,795.1089999999999,1334.1875,774.9885
172,1.71,01:34:12.15:00,795.2355,1334.26,775.0110000000001
173,1.72,01:34:12.15:01,795.1155,1334.266,775.0625
174,1.73,01:34:12.15:02,795.2965,1334.3915,775.084
175,1.74,01:34:12.15:03,795.3175,1334.4479999999999,775.1410000000001
176,1.75,01:34:12.16:00,795.3685,1334.431,775.1865
177,1.76,01:34:12.16:01,795.2655,1334.5605,775.2075
178,1.77,01:34:12.16:02,795.452,1334.6385,775.2385
179,1.78,01:34:12.17:00,795.34,1334.5929999999998,775.2865
180,1.79,01:34:12.17:01,795.4789999999999,1334.5529999999999,775.324
181,1.8,01:34:12.17:02,795.4795,1334.504,775.3645
182,1.81,01:34:12.17:03,795.3439999999999,1334.5065,775.4119999999999
183,1.82,01:34:12.18:00,795.4730000000001,1334.432,775.451
184,1.83,01:34:12.18:01,795.3305,1334.227,775.5035
185,1.84,01:34:12.18:02,795.453,1334.0710000000001,775.4955
186,1.85,01:34:12.18:03,795.4169999999999,1333.8445,775.5110000000001
187,1.86,01:34:12.19:00,795.388,1333.4135,775.5445
188,1.87,01:34:12.19:01,795.187,1332.9855,775.564
189,1.88,01:34:12.19:02,795.252,1332.3905,775.5360000000001
190,1.89,01:34:12.19:03,795.0305,1331.671,775.5055
191,1.9,01:34:12.20:00,795.0405,1330.8829999999998,775.4455
192,1.91,01:34:12.20:01,794.7139999999999,1329.751,775.3965
193,1.92,01:34:12.20:02,794.6145,1328.5525,775.328
194,1.93,01:34:12.20:03,794.217,1327.0945,775.1725
195,1.94,01:34:12.21:00,794.0165,1325.469,775.029
196,1.95,01:34:12.21:01,793.622,1323.6125,774.7675
197,1.96,01:34:12.21:02,793.512,1321.2145,774.415
198,1.97,01:34:12.21:03,793.2205,1319.043,774.221
199,1.98,01:34:12.22:00,792.7045,1316.569,773.9295
200,1.99,01:34:12.22:01,792.5105,1313.9070000000002,773.6535
201,2.0,01:34:12.22:02,792.247,1311.1170000000002,773.2965
202,2.01,01:34:12.22:03,792.0025,1308.183,772.9205
203,2.02,01:34:12.23:00,791.7855,1305.0695,772.456
204,2.03,01:34:12.23:01,791.461,1302.001,771.7565
205,2.04,01:34:12.23:02,791.347,1299.258,771.2660000000001
206,2.05,01:34:12.23:03,790.9525,1295.715,770.735
207,2.06,01:34:12.24:00,790.5685,1292.109,770.1795
208,2.07,01:34:12.24:01,790.1015,1288.361,769.541
209,2.08,01:34:12.24:02,789.6805,1284.6345,768.8655
210,2.09,01:34:12.24:03,789.3605,1280.8105,768.2265
211,2.1,01:34:12.24:04,788.847,1276.9055,767.3380000000001
212,2.11,01:34:13.00:00,788.313,1272.862,766.3875
213,2.12,01:34:13.00:01,787.7215,1268.815,765.3795
214,2.13,01:34:13.00:02,787.2235,1264.745,764.193
215,2.14,01:34:13.00:03,786.546,1260.5325,763.0165
216,2.15,01:34:13.01:00,785.7435,1256.242,761.6595
217,2.16,01:34:13.01:01,784.806,1251.8665,760.1885
218,2.17,01:34:13.01:02,784.1010000000001,1247.5639999999999,758.6515
219,2.18,01:34:13.01:03,784.2215,1243.611,757.1825
220,2.19,01:34:13.02:00,783.421,1239.2325,755.4175
221,2.2,01:34:13.02:01,782.737,1234.9665,753.7869999999999
222,2.21,01:34:13.02:02,782.066,1230.565,752.0210000000001
223,2.22,01:34:13.02:03,781.5089999999999,1226.1925,750.245
224,2.23,01:34:13.03:00,780.813,1221.8055,748.2365
225,2.24,01:34:13.03:01,780.1265,1217.3310000000001,746.2115
226,2.25,01:34:13.03:02,779.416,1212.9089999999999,743.9845
227,2.26,01:34:13.03:03,778.7035,1208.4360000000001,741.6715
228,2.27,01:34:13.04:00,777.8995,1203.9085,739.3795
229,2.28,01:34:13.04:01,777.065,1199.339,737.0239999999999
230,2.29,01:34:13.04:02,776.2795,1194.761,734.49
231,2.3,01:34:13.04:03,775.4745,1190.1625,731.793
232,2.31,01:34:13.05:00,774.8425,1185.55,728.8405
233,2.32,01:34:13.05:01,774.441,1181.0045,725.6365
234,2.33,01:34:13.05:02,774.0160000000001,1176.476,722.5975
235,2.34,01:34:13.05:03,773.6395,1171.9715,719.5625
236,2.35,01:34:13.06:00,773.2635,1167.4485,716.5035
237,2.36,01:34:13.06:01,772.8505,1162.941,713.4995
238,2.37,01:34:13.06:02,772.44,1158.4589999999998,710.3565
239,2.38,01:34:13.06:03,771.9775,1154.0739999999998,707.092
240,2.39,01:34:13.07:00,771.597,1149.7775,703.7575
241,2.4,01:34:13.07:01,771.1635,1145.569,700.38
242,2.41,01:34:13.07:02,770.7595,1141.4405,696.9639999999999
243,2.42,01:34:13.07:03,770.4285,1137.4560000000001,693.452
244,2.43,01:34:13.08:00,770.0815,1133.508,690.051
245,2.44,01:34:13.08:01,769.7005,1129.6825,686.633
246,2.45,01:34:13.08:02,769.311,1125.85,683.1875
247,2.46,01:34:13.08:03,768.931,1122.2235,679.673
248,2.47,01:34:13.09:00,768.561,1118.6525,676.1255
249,2.48,01:34:13.09:01,768.2055,1115.244,672.4865
250,2.49,01:34:13.09:02,767.6315,1112.23,669.5495
251,2.5,01:34:13.09:03,766.9910000000001,1108.975,665.9885
252,2.51,01:34:13.10:00,766.4795,1105.785,662.383
253,2.52,01:34:13.10:01,766.1705,1102.8010000000002,658.8875
254,2.53,01:34:13.10:02,765.6285,1099.764,655.3325
255,2.54,01:34:13.10:03,765.153,1096.795,651.665
