Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,01:34:10.22:02,748.64,1012.6993,291.2138
2,0.01,01:34:10.22:03,748.5695,1012.698,291.275
3,0.02,01:34:10.23:00,748.4985,1012.7088,291.3075
4,0.03,01:34:10.23:01,748.945,1013.0778,291.8875
5,0.04,01:34:10.23:02,748.971,1013.1175,291.9615
6,0.05,01:34:10.23:03,748.9275,1013.1223,292.0032
7,0.06,01:34:10.24:00,748.6702,1013.0222,291.9045
8,0.07,01:34:10.24:01,748.5785,1013.0222,291.9302
9,0.08,01:34:10.24:02,748.4878,1013.0085,291.9608
10,0.09,01:34:10.24:03,748.4272,1013.012,291.9992
11,0.1,01:34:11.00:00,748.345,1013.003,292.0155
12,0.11,01:34:11.00:01,748.2865,1012.9885,292.038
13,0.12,01:34:11.00:02,748.2008,1012.9798,292.0788
14,0.13,01:34:11.00:03,748.153,1012.957,292.0852
15,0.14,01:34:11.01:00,748.0867,1012.9558,292.1375
16,0.15,01:34:11.01:01,748.0219999999999,1012.95,292.1665
17,0.16,01:34:11.01:02,747.9752,1012.9385,292.2057
18,0.17,01:34:11.01:03,747.9248,1012.9455,292.2342
19,0.18,01:34:11.02:00,747.8698,1012.9447,292.2708
20,0.19,01:34:11.02:01,747.8198,1012.9518,292.32
21,0.2,01:34:11.02:02,747.797,1012.9498,292.3292
22,0.21,01:34:11.02:03,747.7462,1012.9465,292.38
23,0.22,01:34:11.03:00,747.7162,1012.9548,292.3908
24,0.23,01:34:11.03:01,747.673,1012.9537,292.4193
25,0.24,01:34:11.03:02,747.6395,1012.954,292.4362
26,0.25,01:34:11.03:03,747.5822,1012.9528,292.4768
27,0.26,01:34:11.04:00,747.5545,1012.956,292.4992
28,0.27,01:34:11.04:01,747.5222,1012.9465,292.5227
29,0.28,01:34:11.04:02,747.4888,1012.9445,292.5618
30,0.29,01:34:11.04:03,747.4365,1012.9442,292.5963
31,0.3,01:34:11.05:00,747.4019999999999,1012.9472,292.6355
32,0.31,01:34:11.05:01,747.3808,1012.9268,292.64599999999996
33,0.32,01:34:11.05:02,747.3388,1012.9215,292.6568
34,0.33,01:34:11.05:03,747.2973,1012.914,292.6722
35,0.34,01:34:11.06:00,747.2715,1012.9095,292.6708
36,0.35,01:34:11.06:01,747.2478,1012.913,292.6983
37,0.36,01:34:11.06:02,747.2155,1012.9105,292.709
38,0.37,01:34:11.06:03,747.172,1012.9188,292.7478
39,0.38,01:34:11.07:00,747.1447,1012.775,292.4945
40,0.39,01:34:11.07:01,747.1002,1012.7685,292.5265
41,0.4,01:34:11.07:02,747.0705,1012.7828,292.5522
42,0.41,01:34:11.07:03,747.0415,1012.7928,292.5558
43,0.42,01:34:11.08:00,746.9972,1012.7855,292.5832
44,0.43,01:34:11.08:01,746.9765,1012.7898,292.586
45,0.44,01:34:11.08:02,746.9258,1012.7919999999999,292.6085
46,0.45,01:34:11.08:03,746.9012,1012.788,292.6182
47,0.46,01:34:11.09:00,746.88,1012.7942,292.6462
48,0.47,01:34:11.09:01,746.8538,1012.7802,292.6477
49,0.48,01:34:11.09:02,746.857,1012.7842,292.6678
50,0.49,01:34:11.09:03,746.8388,1012.7905,292.6808
51,0.5,01:34:11.10:00,746.8165,1012.793,292.7007
52,0.51,01:34:11.10:01,746.7865,1012.7918,292.7345
53,0.52,01:34:11.10:02,746.7688,1012.8062,292.7542
54,0.53,01:34:11.10:03,746.7542,1012.8072,292.77299999999997
55,0.54,01:34:11.11:00,746.7515,1012.828,292.79
56,0.55,01:34:11.11:01,746.732,1012.8425,292.8028
57,0.56,01:34:11.11:02,746.7522,1012.8375,292.8052
58,0.57,01:34:11.11:03,746.7483,1012.8465,292.8235
59,0.58,01:34:11.12:00,746.7588,1012.8402,292.8042
60,0.59,01:34:11.12:01,746.757,1012.846,292.8322
61,0.6,01:34:11.12:02,746.742,1012.8430000000001,292.847
62,0.61,01:34:11.12:03,746.7225,1012.8375,292.8605
63,0.62,01:34:11.13:00,746.7230000000001,1012.8302,292.877
64,0.63,01:34:11.13:01,746.7172,1012.8248,292.8908
65,0.64,01:34:11.13:02,746.6968,1012.8242,292.916
66,0.65,01:34:11.13:03,746.6898,1012.8178,292.9195
67,0.66,01:34:11.14:00,746.6827,1012.808,292.9258
68,0.67,01:34:11.14:01,746.6865,1012.8115,292.9293
69,0.68,01:34:11.14:02,746.6815,1012.8032,292.9507
70,0.69,01:34:11.14:03,746.6832,1012.798,292.9498
71,0.7,01:34:11.14:04,746.685,1012.7997,292.9615
72,0.71,01:34:11.15:00,746.6875,1012.7965,292.9652
73,0.72,01:34:11.15:01,746.702,1012.7952,292.9728
74,0.73,01:34:11.15:02,746.7183,1012.7928,292.9685
75,0.74,01:34:11.15:03,746.7267,1012.7938,292.978
76,0.75,01:34:11.16:00,746.7528,1012.7868,292.9755
77,0.76,01:34:11.16:01,746.7832,1012.78,292.9838
78,0.77,01:34:11.16:02,746.815,1012.773,292.978
79,0.78,01:34:11.16:03,746.8448,1012.7818,292.9975
80,0.79,01:34:11.17:00,746.888,1012.7722,292.97
