Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,01:34:10.22:02,733.7239999999999,9.6107,382.7947
2,0.01,01:34:10.22:03,733.7197,9.613,382.8087
3,0.02,01:34:10.23:00,733.7207,9.6077,382.8087
4,0.03,01:34:10.23:01,733.9607,9.8013,382.6087
5,0.04,01:34:10.23:02,734.8539999999999,9.8887,383.319
6,0.05,01:34:10.23:03,734.8867,9.9077,383.3147
7,0.06,01:34:10.24:00,734.23,9.5693,383.1397
8,0.07,01:34:10.24:01,733.87,9.2707,383.0353
9,0.08,01:34:10.24:02,733.8443,9.1277,383.1767
10,0.09,01:34:10.24:03,734.2093,9.318,383.184
11,0.1,01:34:11.00:00,733.8587,9.2633,383.50800000000004
12,0.11,01:34:11.00:01,733.8607,9.271,383.509
13,0.12,01:34:11.00:02,733.7963,9.245,383.6353
14,0.13,01:34:11.00:03,733.8443,9.3277,383.6757
15,0.14,01:34:11.01:00,733.8919999999999,9.1843,383.24
16,0.15,01:34:11.01:01,733.8867,9.1957,383.2517
17,0.16,01:34:11.01:02,733.8823,9.2053,383.2587
18,0.17,01:34:11.01:03,733.882,9.205,383.2473
19,0.18,01:34:11.02:00,733.8917,9.187999999999999,383.249
20,0.19,01:34:11.02:01,733.8817,9.1887,383.24800000000005
21,0.2,01:34:11.02:02,733.883,9.208,383.2467
22,0.21,01:34:11.02:03,733.8743,9.2083,383.2403
23,0.22,01:34:11.03:00,733.8810000000001,9.214,383.2507
24,0.23,01:34:11.03:01,733.87,9.2213,383.2437
25,0.24,01:34:11.03:02,733.8733,9.219,383.249
26,0.25,01:34:11.03:03,733.8707,9.2147,383.255
27,0.26,01:34:11.04:00,733.8757,9.2177,383.2617
28,0.27,01:34:11.04:01,733.8743,9.22,383.2543
29,0.28,01:34:11.04:02,733.8763,9.2257,383.2657
30,0.29,01:34:11.04:03,733.8657,9.2243,383.254
31,0.3,01:34:11.05:00,733.8767,9.229,383.2627
32,0.31,01:34:11.05:01,733.8760000000001,9.2153,383.2673
33,0.32,01:34:11.05:02,733.8739999999999,9.2103,383.2553
34,0.33,01:34:11.05:03,733.8727,9.2233,383.2633
35,0.34,01:34:11.06:00,733.8707,9.222999999999999,383.2707
36,0.35,01:34:11.06:01,733.8713,9.221,383.2787
37,0.36,01:34:11.06:02,733.8687,9.2223,383.2683
38,0.37,01:34:11.06:03,733.8677,9.208,383.2753
39,0.38,01:34:11.07:00,733.8747,9.2043,383.2777
40,0.39,01:34:11.07:01,733.865,9.2167,383.2923
41,0.4,01:34:11.07:02,733.8593,9.2203,383.2873
42,0.41,01:34:11.07:03,733.8717,9.225,383.293
43,0.42,01:34:11.08:00,733.8793,9.21,383.281
44,0.43,01:34:11.08:01,733.8737,9.2207,383.30199999999996
45,0.44,01:34:11.08:02,733.8783,9.2183,383.309
46,0.45,01:34:11.08:03,733.8763,9.2193,383.3017
47,0.46,01:34:11.09:00,733.8813,9.218,383.2923
48,0.47,01:34:11.09:01,733.875,9.2303,383.3057
49,0.48,01:34:11.09:02,733.8633,9.225,383.3047
50,0.49,01:34:11.09:03,733.8763,9.2207,383.30400000000003
51,0.5,01:34:11.10:00,733.8607,9.2257,383.3157
52,0.51,01:34:11.10:01,733.8707,9.2267,383.3287
53,0.52,01:34:11.10:02,733.8723,9.222000000000001,383.3253
54,0.53,01:34:11.10:03,733.8593,9.2353,383.32
55,0.54,01:34:11.11:00,733.8633,9.2373,383.3293
56,0.55,01:34:11.11:01,733.8657,9.238999999999999,383.32599999999996
57,0.56,01:34:11.11:02,733.85,9.245,383.3267
58,0.57,01:34:11.11:03,733.8647,9.2533,383.3447
59,0.58,01:34:11.12:00,733.8583,9.2583,383.3333
60,0.59,01:34:11.12:01,733.8573,9.2473,383.3357
61,0.6,01:34:11.12:02,733.8487,9.2437,383.3163
62,0.61,01:34:11.12:03,733.8560000000001,9.244,383.3237
63,0.62,01:34:11.13:00,733.8543,9.2427,383.3287
64,0.63,01:34:11.13:01,733.8623,9.2437,383.33
65,0.64,01:34:11.13:02,733.8607,9.2397,383.3423
66,0.65,01:34:11.13:03,733.8553,9.231,383.3403
67,0.66,01:34:11.14:00,733.8580000000001,9.2497,383.3437
68,0.67,01:34:11.14:01,733.8597,9.2377,383.3447
69,0.68,01:34:11.14:02,733.8610000000001,9.2343,383.3357
70,0.69,01:34:11.14:03,733.8563,9.247,383.3403
71,0.7,01:34:11.14:04,733.86,9.2397,383.3387
72,0.71,01:34:11.15:00,733.8623,9.242,383.342
73,0.72,01:34:11.15:01,733.8660000000001,9.2413,383.34
74,0.73,01:34:11.15:02,733.8533,9.2323,383.3427
75,0.74,01:34:11.15:03,733.8560000000001,9.2277,383.335
76,0.75,01:34:11.16:00,733.8567,9.232000000000001,383.3393
77,0.76,01:34:11.16:01,733.846,9.2423,383.342
78,0.77,01:34:11.16:02,733.8597,9.2313,383.3383
79,0.78,01:34:11.16:03,733.8637,9.245,383.3287
80,0.79,01:34:11.17:00,733.8563,9.2353,383.3383
81,0.8,01:34:11.17:01,733.8677,9.2413,383.3377
82,0.81,01:34:11.17:02,733.857,9.2447,383.3417
83,0.82,01:34:11.18:00,733.8710000000001,9.235,383.3323
84,0.83,01:34:11.18:01,733.8703,9.227,383.3307
85,0.84,01:34:11.18:02,733.8663,9.2363,383.3383
86,0.85,01:34:11.18:03,733.867,9.2433,383.3453
87,0.86,01:34:11.18:04,733.8807,9.2313,383.3433
88,0.87,01:34:11.19:00,733.8739999999999,9.236,383.3573
89,0.88,01:34:11.19:01,733.8810000000001,9.2267,383.3357
90,0.89,01:34:11.19:02,733.8823,9.2327,383.353
91,0.9,01:34:11.19:03,733.8813,9.2263,383.3503
92,0.91,01:34:11.20:00,733.8817,9.2437,383.3433
93,0.92,01:34:11.20:01,733.8863,9.2237,383.3447
94,0.93,01:34:11.20:02,733.8817,9.227,383.3443
95,0.94,01:34:11.20:03,733.8897,9.2403,383.347
96,0.95,01:34:11.21:00,733.8873,9.2353,383.3597
97,0.96,01:34:11.21:01,733.8887,9.2293,383.3443
98,0.97,01:34:11.21:02,733.8913,9.2313,383.348
99,0.98,01:34:11.21:03,733.8867,9.2327,383.3493
100,0.99,01:34:11.22:00,733.9007,9.2113,383.3677
101,1.0,01:34:11.22:01,733.8943,9.2193,383.352
102,1.01,01:34:11.22:02,733.8863,9.2367,383.3577
103,1.02,01:34:11.22:03,733.8839999999999,9.2267,383.3563
104,1.03,01:34:11.23:00,733.8927,9.232999999999999,383.3547
105,1.04,01:34:11.23:01,733.8957,9.2337,383.3583
106,1.05,01:34:11.23:02,733.8793,9.231,383.3563
107,1.06,01:34:11.23:03,733.8907,9.2327,383.351
108,1.07,01:34:11.24:00,733.8927,9.2397,383.352
109,1.08,01:34:11.24:01,733.8857,9.2257,383.3547
110,1.09,01:34:11.24:02,733.8847,9.2457,383.34
111,1.1,01:34:11.24:03,733.8897,9.238999999999999,383.3377
112,1.11,01:34:12.00:00,733.8847,9.246,383.347
113,1.12,01:34:12.00:01,733.8839999999999,9.2367,383.3563
114,1.13,01:34:12.00:02,733.8793,9.2467,383.346
115,1.14,01:34:12.00:03,733.8833,9.24,383.342
116,1.15,01:34:12.01:00,733.8867,9.2367,383.35400000000004
117,1.16,01:34:12.01:01,733.8867,9.232000000000001,383.343
118,1.17,01:34:12.01:02,733.8760000000001,9.229,383.3457
119,1.18,01:34:12.01:03,733.8710000000001,9.2437,383.336
120,1.19,01:34:12.02:00,733.8573,9.246,383.327
121,1.2,01:34:12.02:01,733.8683,9.246,383.3327
122,1.21,01:34:12.02:02,733.87,9.2337,383.3297
123,1.22,01:34:12.02:03,733.8597,9.2347,383.3417
124,1.23,01:34:12.03:00,733.8577,9.2507,383.3143
125,1.24,01:34:12.03:01,733.8707,9.2363,383.3157
126,1.25,01:34:12.03:02,733.85,9.2577,383.3187
127,1.26,01:34:12.03:03,733.852,9.251,383.309
128,1.27,01:34:12.04:00,733.8477,9.2587,383.32599999999996
129,1.28,01:34:12.04:01,733.841,9.259,383.3147
130,1.29,01:34:12.04:02,733.8457,9.254,383.3183
131,1.3,01:34:12.04:03,733.845,9.257,383.3027
132,1.31,01:34:12.05:00,733.8277,9.2627,383.3063
133,1.32,01:34:12.05:01,733.8207,9.255,383.2983
134,1.33,01:34:12.05:02,733.8380000000001,9.2653,383.293
135,1.34,01:34:12.05:03,733.8307,9.2653,383.3027
136,1.35,01:34:12.06:00,733.8207,9.2637,383.2973
137,1.36,01:34:12.06:01,733.8147,9.2733,383.293
138,1.37,01:34:12.06:02,733.8103,9.2667,383.2897
139,1.38,01:34:12.06:03,733.826,9.2503,383.29900000000004
140,1.39,01:34:12.07:00,733.8173,9.2613,383.285
141,1.4,01:34:12.07:01,733.812,9.2717,383.2923
142,1.41,01:34:12.07:02,733.8233,9.2693,383.2807
143,1.42,01:34:12.07:03,733.8167,9.2683,383.2953
144,1.43,01:34:12.08:00,733.8083,9.2727,383.27
145,1.44,01:34:12.08:01,733.8117,9.2663,383.2707
146,1.45,01:34:12.08:02,733.8097,9.273,383.2783
147,1.46,01:34:12.08:03,733.8033,9.2683,383.2733
148,1.47,01:34:12.09:00,733.8037,9.2843,383.2873
149,1.48,01:34:12.09:01,733.8053,9.2817,383.2847
150,1.49,01:34:12.09:02,733.7937,9.2797,383.2823
151,1.5,01:34:12.09:03,733.7869999999999,9.2873,383.285
152,1.51,01:34:12.10:00,733.794,9.2757,383.2867
153,1.52,01:34:12.10:01,733.7963,9.283,383.2827
154,1.53,01:34:12.10:02,733.801,9.2827,383.2817
155,1.54,01:34:12.10:03,733.785,9.2817,383.279
156,1.55,01:34:12.11:00,733.789,9.2757,383.2727
157,1.56,01:34:12.11:01,733.7810000000001,9.286,383.2863
158,1.57,01:34:12.11:02,733.7857,9.2853,383.284
159,1.58,01:34:12.11:03,733.7813,9.2847,383.2823
160,1.59,01:34:12.12:00,733.7793,9.283,383.2843
161,1.6,01:34:12.12:01,733.7810000000001,9.2907,383.2843
162,1.61,01:34:12.12:02,733.783,9.2813,383.293
163,1.62,01:34:12.12:03,733.7797,9.291,383.2907
164,1.63,01:34:12.13:00,733.7803,9.2763,383.29400000000004
165,1.64,01:34:12.13:01,733.7817,9.287,383.2967
166,1.65,01:34:12.13:02,733.7827,9.2883,383.2853
167,1.66,01:34:12.13:03,733.7867,9.283999999999999,383.2867
168,1.67,01:34:12.14:00,733.7883,9.2877,383.292
169,1.68,01:34:12.14:01,733.7869999999999,9.2873,383.3027
170,1.69,01:34:12.14:02,733.7927,9.2837,383.293
171,1.7,01:34:12.14:03,733.7733,9.288,383.2977
172,1.71,01:34:12.15:00,733.7787,9.2813,383.3167
173,1.72,01:34:12.15:01,733.7837,9.2763,383.3037
174,1.73,01:34:12.15:02,733.7869999999999,9.2783,383.3143
175,1.74,01:34:12.15:03,733.7863,9.277999999999999,383.3187
176,1.75,01:34:12.16:00,733.7769999999999,9.287,383.31699999999995
177,1.76,01:34:12.16:01,733.7793,9.2903,383.3077
178,1.77,01:34:12.16:02,733.7713,9.287,383.3023
179,1.78,01:34:12.17:00,733.7719999999999,9.2887,383.3057
180,1.79,01:34:12.17:01,733.762,9.288,383.3017
181,1.8,01:34:12.17:02,733.7639999999999,9.2903,383.29699999999997
182,1.81,01:34:12.17:03,733.7693,9.29,383.3017
183,1.82,01:34:12.18:00,733.7637,9.2923,383.3247
184,1.83,01:34:12.18:01,733.7669999999999,9.2893,383.3177
185,1.84,01:34:12.18:02,733.768,9.2907,383.3167
186,1.85,01:34:12.18:03,733.7647,9.2887,383.3203
187,1.86,01:34:12.19:00,733.7697,9.3063,383.3157
188,1.87,01:34:12.19:01,733.768,9.289,383.3323
189,1.88,01:34:12.19:02,733.7693,9.2927,383.3257
190,1.89,01:34:12.19:03,733.7623,9.297,383.3383
191,1.9,01:34:12.20:00,733.7643,9.295,383.33099999999996
192,1.91,01:34:12.20:01,733.7719999999999,9.2877,383.3363
193,1.92,01:34:12.20:02,733.7657,9.2913,383.3363
194,1.93,01:34:12.20:03,733.7573,9.2957,383.3417
195,1.94,01:34:12.21:00,733.7660000000001,9.3083,383.3473
196,1.95,01:34:12.21:01,733.7677,9.3133,383.345
197,1.96,01:34:12.21:02,733.7603,9.3043,383.343
198,1.97,01:34:12.21:03,733.7563,9.2983,383.355
199,1.98,01:34:12.22:00,733.7573,9.2937,383.3463
200,1.99,01:34:12.22:01,733.7467,9.293,383.3457
201,2.0,01:34:12.22:02,733.7560000000001,9.2993,383.3577
202,2.01,01:34:12.22:03,733.7603,9.2927,383.36300000000006
