Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,01:34:10.22:02,819.289,1414.2,460.12800000000004
2,0.01,01:34:10.22:03,819.205,1414.219,460.162
3,0.02,01:34:10.23:00,819.122,1414.2020000000002,460.18699999999995
4,0.03,01:34:10.23:01,819.052,1414.204,460.202
5,0.04,01:34:10.23:02,819.015,1414.211,460.16
6,0.05,01:34:10.23:03,818.9689999999999,1414.164,460.18199999999996
7,0.06,01:34:10.24:00,818.916,1414.122,460.20300000000003
8,0.07,01:34:10.24:01,818.8689999999999,1414.09,460.228
9,0.08,01:34:10.24:02,818.835,1414.0710000000001,460.23699999999997
10,0.09,01:34:10.24:03,818.8,1414.057,460.256
11,0.1,01:34:11.00:00,818.7460000000001,1414.029,460.273
12,0.11,01:34:11.00:01,818.693,1414.0020000000002,460.279
13,0.12,01:34:11.00:02,818.63,1413.963,460.283
14,0.13,01:34:11.00:03,818.564,1413.954,460.30699999999996
15,0.14,01:34:11.01:00,818.5010000000001,1413.933,460.311
16,0.15,01:34:11.01:01,818.425,1413.915,460.32300000000004
17,0.16,01:34:11.01:02,818.3689999999999,1413.902,460.332
18,0.17,01:34:11.01:03,818.311,1413.88,460.36400000000003
19,0.18,01:34:11.02:00,818.253,1413.87,460.353
20,0.19,01:34:11.02:01,818.185,1413.8729999999998,460.39
21,0.2,01:34:11.02:02,818.132,1413.878,460.404
22,0.21,01:34:11.02:03,818.049,1413.889,460.42900000000003
23,0.22,01:34:11.03:00,817.9860000000001,1413.896,460.44300000000004
24,0.23,01:34:11.03:01,817.936,1413.895,460.469
25,0.24,01:34:11.03:02,817.846,1413.899,460.48900000000003
26,0.25,01:34:11.03:03,817.7860000000001,1413.918,460.51099999999997
27,0.26,01:34:11.04:00,817.7280000000001,1413.933,460.54400000000004
28,0.27,01:34:11.04:01,817.654,1413.934,460.574
29,0.28,01:34:11.04:02,817.5980000000001,1413.9289999999999,460.584
30,0.29,01:34:11.04:03,817.533,1413.934,460.61800000000005
31,0.3,01:34:11.05:00,817.461,1413.925,460.649
32,0.31,01:34:11.05:01,817.383,1413.9129999999998,460.684
33,0.32,01:34:11.05:02,817.326,1413.892,460.705
34,0.33,01:34:11.05:03,817.2439999999999,1413.884,460.74199999999996
35,0.34,01:34:11.06:00,817.191,1413.868,460.764
36,0.35,01:34:11.06:01,817.1339999999999,1413.871,460.79699999999997
37,0.36,01:34:11.06:02,817.077,1413.8629999999998,460.829
38,0.37,01:34:11.06:03,817.0269999999999,1413.849,460.869
39,0.38,01:34:11.07:00,816.9760000000001,1413.8429999999998,460.88800000000003
40,0.39,01:34:11.07:01,816.932,1413.8310000000001,460.92400000000004
41,0.4,01:34:11.07:02,816.8860000000001,1413.8239999999998,460.94599999999997
42,0.41,01:34:11.07:03,816.846,1413.8029999999999,460.99
43,0.42,01:34:11.08:00,816.796,1413.7910000000002,461.025
44,0.43,01:34:11.08:01,816.747,1413.773,461.055
45,0.44,01:34:11.08:02,816.672,1413.7520000000002,461.082
46,0.45,01:34:11.08:03,816.595,1413.734,461.116
47,0.46,01:34:11.09:00,816.5419999999999,1413.714,461.14599999999996
48,0.47,01:34:11.09:01,816.461,1413.7079999999999,461.17
49,0.48,01:34:11.09:02,816.404,1413.6989999999998,461.18699999999995
50,0.49,01:34:11.09:03,816.345,1413.692,461.2
51,0.5,01:34:11.10:00,816.316,1413.7179999999998,461.19300000000004
52,0.51,01:34:11.10:01,816.2460000000001,1413.734,461.223
53,0.52,01:34:11.10:02,816.221,1413.746,461.23900000000003
54,0.53,01:34:11.10:03,816.1519999999999,1413.751,461.265
