Frame,Time,SMPTE,bar_right_knee_x,bar_right_knee_y,bar_right_knee_z
1,0.0,00:38:23:12:01,787.97,418.1805,-237.5495
2,0.01,00:38:23:12:02,788.1085,418.19699999999995,-237.4785
3,0.02,00:38:23:12:03,788.29,418.1975,-237.458
4,0.03,00:38:23:13:00,788.2565,418.25699999999995,-237.40900000000002
5,0.04,00:38:23:13:01,788.3905,418.2595,-237.5615
6,0.05,00:38:23:13:02,788.5805,418.25199999999995,-237.5775
7,0.06,00:38:23:13:03,788.7485,418.24,-237.613
8,0.07,00:38:23:14:00,788.9145,418.2455,-237.6385
9,0.08,00:38:23:14:01,789.09,418.2315,-237.6895
10,0.09,00:38:23:14:02,789.2785,418.2385,-237.733
11,0.1,00:38:23:14:03,789.4535,418.2555,-237.8105
12,0.11,00:38:23:15:00,789.5835,418.269,-237.87
13,0.12,00:38:23:15:01,789.683,418.279,-237.96
14,0.13,00:38:23:15:02,789.753,418.282,-238.05200000000002
15,0.14,00:38:23:15:03,789.826,418.279,-238.1735
16,0.15,00:38:23:16:00,789.8715,418.2835,-238.2915
17,0.16,00:38:23:16:01,789.8975,418.293,-238.4255
18,0.17,00:38:23:16:02,789.9465,418.2885,-238.57299999999998
19,0.18,00:38:23:16:03,790.025,418.3015,-238.6955
20,0.19,00:38:23:17:00,790.0955,418.2995,-238.8325
21,0.2,00:38:23:17:01,790.1815,418.2775,-238.945
22,0.21,00:38:23:17:02,790.2675,418.272,-239.0595
23,0.22,00:38:23:17:03,790.345,418.267,-239.15900000000002
24,0.23,00:38:23:18:00,790.414,418.2705,-239.2505
25,0.24,00:38:23:18:01,790.477,418.2515,-239.3305
26,0.25,00:38:23:18:02,790.503,418.254,-239.4265
27,0.26,00:38:23:18:03,790.503,418.254,-239.4265
28,0.27,00:38:23:19:00,790.5395,418.2505,-239.5175
29,0.28,00:38:23:19:01,790.5755,418.244,-239.59799999999998
30,0.29,00:38:23:19:02,790.6005,418.2365,-239.6955
31,0.3,00:38:23:19:03,790.6245,418.23199999999997,-239.766
32,0.31,00:38:23:20:00,790.6475,418.235,-239.859
33,0.32,00:38:23:20:01,790.6935,418.2285,-239.9525
34,0.33,00:38:23:20:02,790.7315,418.223,-240.03400000000002
35,0.34,00:38:23:20:03,790.7715,418.2195,-240.125
36,0.35,00:38:23:21:00,790.801,418.2065,-240.2005
37,0.36,00:38:23:21:01,790.8385,418.209,-240.2705
38,0.37,00:38:23:21:02,790.8815,418.18699999999995,-240.3505
39,0.38,00:38:23:21:03,790.888,418.18300000000005,-240.42700000000002
40,0.39,00:38:23:22:00,790.8939999999999,418.1575,-240.481
41,0.4,00:38:23:22:01,790.8989999999999,418.147,-240.5285
42,0.41,00:38:23:22:02,790.8715,418.139,-240.576
43,0.42,00:38:23:22:03,790.8655,418.1385,-240.62
44,0.43,00:38:23:23:00,790.8485,418.1305,-240.6425
45,0.44,00:38:23:23:01,790.8405,418.139,-240.7
46,0.45,00:38:23:23:02,790.8035,418.1295,-240.75099999999998
47,0.46,00:38:23:23:03,790.7765,418.1345,-240.785
48,0.47,00:38:23:24:00,790.7355,418.12800000000004,-240.7875
49,0.48,00:38:23:24:01,790.682,418.12800000000004,-240.7975
50,0.49,00:38:23:24:02,790.6460000000001,418.13199999999995,-240.78400000000002
51,0.5,00:38:23:24:03,790.597,418.145,-240.7535
52,0.51,00:38:24:00:00,790.597,418.145,-240.7535
53,0.52,00:38:24:00:01,790.5735,418.1285,-240.7135
54,0.53,00:38:24:00:02,790.5355,418.14,-240.658
55,0.54,00:38:24:00:03,790.5165,418.13,-240.59799999999998
56,0.55,00:38:24:01:00,790.485,418.1225,-240.5475
57,0.56,00:38:24:01:01,790.4765,418.094,-240.5035
58,0.57,00:38:24:01:02,790.488,418.082,-240.50799999999998
59,0.58,00:38:24:01:03,790.4945,418.074,-240.50599999999997
60,0.59,00:38:24:02:00,790.471,418.056,-240.55
61,0.6,00:38:24:02:01,790.453,418.02099999999996,-240.605
62,0.61,00:38:24:02:02,790.4095,417.99,-240.6245
63,0.62,00:38:24:02:03,790.368,417.954,-240.667
64,0.63,00:38:24:03:00,790.2339999999999,417.9085,-240.687
65,0.64,00:38:24:03:01,790.1385,417.8535,-240.75
66,0.65,00:38:24:03:02,790.0115,417.7925,-240.83599999999998
67,0.66,00:38:24:03:03,789.89,417.721,-240.9585
68,0.67,00:38:24:04:00,789.7465,417.663,-241.0555
69,0.68,00:38:24:04:01,789.633,417.61300000000006,-241.1895
70,0.69,00:38:24:04:02,789.4875,417.556,-241.2895
71,0.7,00:38:24:04:03,789.306,417.5005,-241.38400000000001
72,0.71,00:38:24:05:00,789.0785,417.463,-241.425
73,0.72,00:38:24:05:01,788.836,417.4415,-241.3865
74,0.73,00:38:24:05:02,788.5995,417.439,-241.31799999999998
75,0.74,00:38:24:05:03,788.3525,417.435,-241.18099999999998
76,0.75,00:38:24:06:00,788.1289999999999,417.45599999999996,-240.9925
77,0.76,00:38:24:06:01,788.1289999999999,417.45599999999996,-240.9925
78,0.77,00:38:24:06:02,787.9015,417.49800000000005,-240.7155
79,0.78,00:38:24:06:03,787.5975,417.537,-240.34
80,0.79,00:38:24:07:00,787.3530000000001,417.5835,-239.96900000000002
81,0.8,00:38:24:07:01,787.143,417.61699999999996,-239.55700000000002
82,0.81,00:38:24:07:02,786.8885,417.6705,-239.0755
83,0.82,00:38:24:07:03,786.645,417.7015,-238.5965
84,0.83,00:38:24:08:00,786.3985,417.7495,-238.08900000000003
85,0.84,00:38:24:08:01,786.1275,417.816,-237.5355
86,0.85,00:38:24:08:02,785.8435,417.8575,-237.005
87,0.86,00:38:24:08:03,785.5419999999999,417.9035,-236.4925
88,0.87,00:38:24:09:00,785.189,417.964,-235.9745
89,0.88,00:38:24:09:01,784.908,418.005,-235.4905
90,0.89,00:38:24:09:02,784.697,418.0755,-235.053
91,0.9,00:38:24:09:03,784.5035,418.1475,-234.61
92,0.91,00:38:24:10:00,784.3785,418.202,-234.199
93,0.92,00:38:24:10:01,784.2975,418.25699999999995,-233.80200000000002
94,0.93,00:38:24:10:02,784.19,418.2805,-233.415
95,0.94,00:38:24:10:03,784.1665,418.2795,-233.075
96,0.95,00:38:24:11:00,784.1185,418.254,-232.7305
97,0.96,00:38:24:11:01,784.115,418.23800000000006,-232.3935
98,0.97,00:38:24:11:02,784.1469999999999,418.216,-232.0665
99,0.98,00:38:24:11:03,784.2095,418.213,-231.7435
100,0.99,00:38:24:12:00,784.212,418.24800000000005,-231.4025
101,1.0,00:38:24:12:01,784.2365,418.2735,-231.0845
102,1.01,00:38:24:12:02,784.2365,418.2735,-231.0845
103,1.02,00:38:24:12:03,784.2760000000001,418.30199999999996,-230.769
104,1.03,00:38:24:13:00,784.3215,418.3395,-230.47799999999998
105,1.04,00:38:24:13:01,784.3910000000001,418.342,-230.1815
106,1.05,00:38:24:13:02,784.4855,418.339,-229.92
107,1.06,00:38:24:13:03,784.5435,418.342,-229.6855
108,1.07,00:38:24:14:00,784.6310000000001,418.3325,-229.5075
109,1.08,00:38:24:14:01,784.686,418.3265,-229.3505
110,1.09,00:38:24:14:02,784.7669999999999,418.311,-229.208
111,1.1,00:38:24:14:03,784.8380000000001,418.29900000000004,-229.10299999999998
112,1.11,00:38:24:15:00,784.9115,418.269,-229.0065
113,1.12,00:38:24:15:01,784.9645,418.27099999999996,-228.8875
114,1.13,00:38:24:15:02,785.0425,418.2565,-228.79
115,1.14,00:38:24:15:03,785.122,418.255,-228.676
116,1.15,00:38:24:16:00,785.2155,418.23400000000004,-228.5985
117,1.16,00:38:24:16:00,785.301,418.215,-228.502
118,1.17,00:38:24:16:01,785.4025,418.20599999999996,-228.41099999999997
119,1.18,00:38:24:16:02,785.4939999999999,418.1915,-228.3255
120,1.19,00:38:24:16:03,785.6039999999999,418.17199999999997,-228.2565
121,1.2,00:38:24:17:00,785.7495,418.14,-228.1965
122,1.21,00:38:24:17:01,785.8919999999999,418.13300000000004,-228.1445
123,1.22,00:38:24:17:02,786.072,418.1,-228.111
124,1.23,00:38:24:18:00,786.2475,418.0675,-228.12
125,1.24,00:38:24:18:01,786.438,418.04,-228.1375
126,1.25,00:38:24:18:02,786.6385,418.004,-228.1615
127,1.26,00:38:24:18:03,786.6385,418.004,-228.1615
128,1.27,00:38:24:19:00,786.8625,417.974,-228.185
129,1.28,00:38:24:19:01,787.0260000000001,417.9595,-228.19400000000002
130,1.29,00:38:24:19:02,787.1845,417.94599999999997,-228.188
131,1.3,00:38:24:19:03,787.3389999999999,417.94300000000004,-228.1725
132,1.31,00:38:24:20:00,787.488,417.9445,-228.1725
133,1.32,00:38:24:20:01,787.6145,417.95,-228.1775
134,1.33,00:38:24:20:02,787.712,417.93699999999995,-228.174
135,1.34,00:38:24:20:03,787.829,417.9335,-228.1855
136,1.35,00:38:24:21:00,787.94,417.9205,-228.18900000000002
137,1.36,00:38:24:21:01,788.055,417.934,-228.19799999999998
138,1.37,00:38:24:21:02,788.1510000000001,417.9345,-228.2145
139,1.38,00:38:24:21:03,788.2795,417.9325,-228.2345
140,1.39,00:38:24:22:00,788.3965,417.9355,-228.26
141,1.4,00:38:24:22:01,788.5465,417.936,-228.285
142,1.41,00:38:24:22:01,788.6905,417.92699999999996,-228.3285
143,1.42,00:38:24:22:02,788.845,417.9115,-228.34799999999998
144,1.43,00:38:24:22:03,788.9960000000001,417.9005,-228.36900000000003
145,1.44,00:38:24:23:00,789.1495,417.87300000000005,-228.407
146,1.45,00:38:24:23:02,789.315,417.8475,-228.4295
147,1.46,00:38:24:23:03,789.4635,417.82099999999997,-228.4605
148,1.47,00:38:24:24:00,789.597,417.8,-228.489
149,1.48,00:38:24:24:01,789.7375,417.814,-228.551
150,1.49,00:38:24:24:02,789.867,417.801,-228.5905
151,1.5,00:38:24:24:03,789.9775,417.80300000000005,-228.6265
152,1.51,00:38:25:00:00,789.9775,417.80300000000005,-228.6265
153,1.52,00:38:25:00:01,790.09,417.7925,-228.6715
154,1.53,00:38:25:00:02,790.1585,417.788,-228.6875
155,1.54,00:38:25:00:03,790.225,417.7925,-228.71099999999998
156,1.55,00:38:25:01:00,790.2845,417.781,-228.72
157,1.56,00:38:25:01:01,790.3535,417.774,-228.7435
158,1.57,00:38:25:01:02,790.3639999999999,417.792,-228.733
159,1.58,00:38:25:01:03,790.3975,417.79900000000004,-228.7475
160,1.59,00:38:25:02:00,790.4115,417.815,-228.7375
161,1.6,00:38:25:02:01,790.4515,417.8205,-228.735
162,1.61,00:38:25:02:02,790.4925,417.8295,-228.7125
163,1.62,00:38:25:02:03,790.5310000000001,417.8325,-228.6905
164,1.63,00:38:25:03:00,790.602,417.85400000000004,-228.68599999999998
165,1.64,00:38:25:03:01,790.679,417.8635,-228.658
166,1.65,00:38:25:03:02,790.7475,417.86199999999997,-228.6435
167,1.66,00:38:25:03:03,790.8215,417.8655,-228.632
168,1.67,00:38:25:03:03,790.8919999999999,417.8975,-228.5945
169,1.68,00:38:25:04:00,790.9445,417.914,-228.5765
170,1.69,00:38:25:04:01,791.013,417.934,-228.533
171,1.7,00:38:25:04:03,791.091,417.9355,-228.5115
172,1.71,00:38:25:05:00,791.19,417.941,-228.467
173,1.72,00:38:25:05:01,791.2835,417.9495,-228.4495
174,1.73,00:38:25:05:02,791.3765,417.9565,-228.4235
175,1.74,00:38:25:05:03,791.4705,417.9555,-228.4025
176,1.75,00:38:25:06:00,791.5830000000001,417.9525,-228.40099999999998
177,1.76,00:38:25:06:01,791.5830000000001,417.9525,-228.40099999999998
178,1.77,00:38:25:06:02,791.675,417.95099999999996,-228.3775
179,1.78,00:38:25:06:03,791.7585,417.9635,-228.345
180,1.79,00:38:25:07:00,791.8415,417.98900000000003,-228.3145
181,1.8,00:38:25:07:01,791.9255,417.996,-228.2955
182,1.81,00:38:25:07:02,792.01,417.9985,-228.25
183,1.82,00:38:25:07:03,792.082,417.9975,-228.209
184,1.83,00:38:25:08:00,792.175,418.0055,-228.165
185,1.84,00:38:25:08:01,792.2689999999999,418.024,-228.12599999999998
186,1.85,00:38:25:08:02,792.357,418.039,-228.06900000000002
187,1.86,00:38:25:08:03,792.4535,418.04699999999997,-228.0095
188,1.87,00:38:25:09:00,792.5505,418.051,-227.9635
189,1.88,00:38:25:09:01,792.6560000000001,418.05699999999996,-227.9185
190,1.89,00:38:25:09:02,792.7705,418.06,-227.8985
191,1.9,00:38:25:09:03,792.8965,418.0525,-227.88299999999998
192,1.91,00:38:25:10:00,793.0055,418.04,-227.8685
193,1.92,00:38:25:10:01,793.096,418.0355,-227.8555
194,1.93,00:38:25:10:02,793.194,418.0275,-227.8365
195,1.94,00:38:25:10:03,793.3005,418.0085,-227.808
196,1.95,00:38:25:11:00,793.4385,417.99800000000005,-227.8005
197,1.96,00:38:25:11:01,793.554,418.0015,-227.771
198,1.97,00:38:25:11:02,793.687,417.99,-227.75599999999997
199,1.98,00:38:25:11:03,793.81,417.994,-227.7335
200,1.99,00:38:25:12:00,793.935,418.0005,-227.7
201,2.0,00:38:25:12:01,794.0545,417.9865,-227.6715
202,2.01,00:38:25:12:02,794.0545,417.9865,-227.6715
203,2.02,00:38:25:12:03,794.1515,417.971,-227.65400000000002
204,2.03,00:38:25:13:00,794.2495,417.9605,-227.6145
205,2.04,00:38:25:13:01,794.335,417.9605,-227.5905
206,2.05,00:38:25:13:01,794.4069999999999,417.9515,-227.5675
207,2.06,00:38:25:13:03,794.4855,417.9365,-227.5395
208,2.07,00:38:25:13:03,794.551,417.93199999999996,-227.498
209,2.08,00:38:25:14:01,794.6195,417.9335,-227.4725
210,2.09,00:38:25:14:01,794.676,417.9355,-227.44
211,2.1,00:38:25:14:03,794.7485,417.926,-227.40099999999998
212,2.11,00:38:25:14:03,794.8035,417.9235,-227.3815
