Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,00:38:23:12:01,765.4535,1359.4035,-143.1005
2,0.01,00:38:23:12:02,765.47,1359.5929999999998,-143.388
3,0.02,00:38:23:12:03,765.4765,1359.736,-143.664
4,0.03,00:38:23:13:00,765.7,1359.933,-143.847
5,0.04,00:38:23:13:01,765.6510000000001,1360.1835,-144.063
6,0.05,00:38:23:13:02,765.688,1360.2910000000002,-144.2605
7,0.06,00:38:23:13:03,765.7055,1360.401,-144.39600000000002
8,0.07,00:38:23:14:00,765.7325,1360.4955,-144.495
9,0.08,00:38:23:14:01,765.7869999999999,1360.5839999999998,-144.5885
10,0.09,00:38:23:14:02,765.8295,1360.661,-144.645
11,0.1,00:38:23:14:03,765.8839999999999,1360.725,-144.7
12,0.11,00:38:23:15:00,765.9255,1360.7945,-144.73
13,0.12,00:38:23:15:01,766.0110000000001,1360.8605,-144.725
14,0.13,00:38:23:15:02,766.077,1360.9175,-144.714
15,0.14,00:38:23:15:03,766.1645,1360.979,-144.672
16,0.15,00:38:23:16:00,766.2819999999999,1361.031,-144.6445
17,0.16,00:38:23:16:01,766.3915,1361.076,-144.60399999999998
18,0.17,00:38:23:16:02,766.4939999999999,1361.0770000000002,-144.5825
19,0.18,00:38:23:16:03,766.6239999999999,1361.0770000000002,-144.5635
20,0.19,00:38:23:17:00,766.7495,1361.0755,-144.567
21,0.2,00:38:23:17:01,766.8725,1361.066,-144.5285
22,0.21,00:38:23:17:02,766.9989999999999,1361.06,-144.5135
23,0.22,00:38:23:17:03,767.1325,1361.0315,-144.4985
24,0.23,00:38:23:18:00,767.2535,1360.9945,-144.4915
25,0.24,00:38:23:18:01,767.3875,1360.954,-144.4865
26,0.25,00:38:23:18:02,767.5345,1360.9070000000002,-144.4805
27,0.26,00:38:23:18:03,767.5345,1360.9070000000002,-144.4805
28,0.27,00:38:23:19:00,767.69,1360.8529999999998,-144.476
29,0.28,00:38:23:19:01,767.8505,1360.8115,-144.469
30,0.29,00:38:23:19:02,768.0165,1360.7675,-144.4425
31,0.3,00:38:23:19:03,768.198,1360.736,-144.3985
32,0.31,00:38:23:20:00,768.3695,1360.6965,-144.3885
33,0.32,00:38:23:20:01,768.5215,1360.6655,-144.3485
34,0.33,00:38:23:20:02,768.6845,1360.6470000000002,-144.3155
35,0.34,00:38:23:20:03,768.831,1360.62,-144.268
