Frame,Time,SMPTE,bar_left_hand_x,bar_left_hand_y,bar_left_hand_z
1,0.0,00:38:23:12:01,877.6573,1341.82,655.8783
2,0.01,00:38:23:12:02,877.2447,1342.1123,655.5733
3,0.02,00:38:23:12:03,878.1089999999999,1341.806,655.095
4,0.03,00:38:23:13:00,878.1477,1341.8637,653.6897
5,0.04,00:38:23:13:01,878.6510000000001,1342.025,653.3623
6,0.05,00:38:23:13:02,878.9443,1343.0143,653.179
7,0.06,00:38:23:13:03,878.2080000000001,1344.7763,653.466
8,0.07,00:38:23:14:00,877.6177,1345.885,653.6653
9,0.08,00:38:23:14:01,877.6787,1346.9007,653.4527
10,0.09,00:38:23:14:02,877.8037,1347.985,653.247
11,0.1,00:38:23:14:03,877.953,1349.1383,653.0767
12,0.11,00:38:23:15:00,878.1010000000001,1350.3733,652.8923
13,0.12,00:38:23:15:01,877.9967,1352.0520000000001,652.9663
14,0.13,00:38:23:15:02,876.9867,1352.7533,653.0477
15,0.14,00:38:23:15:03,877.1393,1354.0353,652.9203
16,0.15,00:38:23:16:00,877.1873,1355.2839999999999,652.8497
17,0.16,00:38:23:16:01,877.2983,1356.4203,652.7143
18,0.17,00:38:23:16:02,877.3707,1357.521,652.6267
19,0.18,00:38:23:16:03,877.437,1358.5677,652.5487
20,0.19,00:38:23:17:00,877.471,1359.4447,652.5287
21,0.2,00:38:23:17:01,877.451,1360.1843,652.531
22,0.21,00:38:23:17:02,877.4493,1361.0033,652.4843
23,0.22,00:38:23:17:03,877.431,1361.5927,652.5153
24,0.23,00:38:23:18:00,877.3083,1362.1283,652.55
25,0.24,00:38:23:18:01,877.2883,1362.545,652.571
26,0.25,00:38:23:18:02,877.3447,1362.8883,652.5743
27,0.26,00:38:23:18:03,877.3447,1362.8883,652.5743
28,0.27,00:38:23:19:00,877.3933,1363.1083,652.6
29,0.28,00:38:23:19:01,877.4553,1363.1783,652.623
30,0.29,00:38:23:19:02,877.5413,1363.06,652.6843
31,0.3,00:38:23:19:03,877.6473,1362.8247,652.7533
32,0.31,00:38:23:20:00,877.8293,1362.4573,652.8
33,0.32,00:38:23:20:01,878.071,1362.0153,652.8337
34,0.33,00:38:23:20:02,878.4157,1361.5503,652.8713
35,0.34,00:38:23:20:03,878.6587,1361.0017,652.9423
36,0.35,00:38:23:21:00,878.9253,1360.5087,653.0063
37,0.36,00:38:23:21:01,879.2353,1360.0529999999999,653.0653
38,0.37,00:38:23:21:02,879.553,1359.6537,653.1337
39,0.38,00:38:23:21:03,879.8467,1359.27,653.2263
40,0.39,00:38:23:22:00,880.1583,1358.8383,653.3547
41,0.4,00:38:23:22:01,880.556,1358.4023,653.419
42,0.41,00:38:23:22:02,880.936,1358.05,653.4780000000001
43,0.42,00:38:23:22:03,881.37,1357.723,653.569
44,0.43,00:38:23:23:00,881.7663,1357.4613,653.6647
45,0.44,00:38:23:23:01,882.1610000000001,1357.2237,653.7737
46,0.45,00:38:23:23:02,882.5713,1357.0217,653.9047
47,0.46,00:38:23:23:03,883.0337,1356.8097,653.964
48,0.47,00:38:23:24:00,883.5010000000001,1356.6507,654.0027
49,0.48,00:38:23:24:01,885.0977,1357.0907,653.831
50,0.49,00:38:23:24:02,884.3493,1356.3407,654.1107
51,0.5,00:38:23:24:03,884.7327,1356.195,654.1407
52,0.51,00:38:24:00:00,884.7327,1356.195,654.1407
53,0.52,00:38:24:00:01,885.1537,1356.106,654.17
54,0.53,00:38:24:00:02,885.6030000000001,1355.9837,654.203
55,0.54,00:38:24:00:03,886.0277,1355.8983,654.2323
56,0.55,00:38:24:01:00,886.4533,1355.858,654.2693
57,0.56,00:38:24:01:01,886.9093,1355.7953,654.3183
58,0.57,00:38:24:01:02,887.4087,1355.7387,654.3380000000001
59,0.58,00:38:24:01:03,887.8510000000001,1355.6937,654.38
60,0.59,00:38:24:02:00,888.3253,1355.6670000000001,654.4297
61,0.6,00:38:24:02:01,888.7753,1355.6470000000002,654.4763
62,0.61,00:38:24:02:02,889.2287,1355.6227,654.5197
63,0.62,00:38:24:02:03,889.6997,1355.5870000000002,654.5967
64,0.63,00:38:24:03:00,890.1303,1355.4933,654.6887
65,0.64,00:38:24:03:01,890.5343,1355.3353,654.7873
66,0.65,00:38:24:03:02,890.9073,1355.1807,654.9637
67,0.66,00:38:24:03:03,891.299,1354.9820000000002,655.1327
68,0.67,00:38:24:04:00,891.738,1354.7897,655.3253
69,0.68,00:38:24:04:01,892.1757,1354.5847,655.5877
70,0.69,00:38:24:04:02,892.5997,1354.2947,655.8617
71,0.7,00:38:24:04:03,892.9607,1354.068,656.2183
72,0.71,00:38:24:05:00,893.456,1353.7767,656.529
73,0.72,00:38:24:05:01,893.872,1353.5407,656.865
74,0.73,00:38:24:05:02,894.3103,1353.2907,657.2773
75,0.74,00:38:24:05:03,894.7719999999999,1353.1170000000002,657.6643
76,0.75,00:38:24:06:00,895.2627,1352.9743,658.0863
77,0.76,00:38:24:06:01,895.2627,1352.9743,658.0863
78,0.77,00:38:24:06:02,895.8,1352.9229999999998,658.549
79,0.78,00:38:24:06:03,896.3373,1352.856,659.034
80,0.79,00:38:24:07:00,896.8933,1352.8370000000002,659.5553
81,0.8,00:38:24:07:01,897.4873,1352.851,660.0777
82,0.81,00:38:24:07:02,898.0793,1352.8083,660.628
83,0.82,00:38:24:07:03,898.6267,1352.8020000000001,661.1657
84,0.83,00:38:24:08:00,899.164,1352.8139999999999,661.7239999999999
85,0.84,00:38:24:08:01,899.6943,1352.7627,662.32
86,0.85,00:38:24:08:02,900.2533,1352.6957,662.8997
87,0.86,00:38:24:08:03,900.8153,1352.636,663.4733
88,0.87,00:38:24:09:00,901.405,1352.4797,664.09
89,0.88,00:38:24:09:01,901.9733,1352.318,664.692
90,0.89,00:38:24:09:02,902.595,1352.1093,665.2603
91,0.9,00:38:24:09:03,903.2193,1351.9260000000002,665.8433
92,0.91,00:38:24:10:00,903.8233,1351.7893,666.3910000000001
93,0.92,00:38:24:10:01,904.3747,1351.6283,666.9243
94,0.93,00:38:24:10:02,904.9613,1351.519,667.5357
95,0.94,00:38:24:10:03,905.4663,1351.443,668.0803
96,0.95,00:38:24:11:00,905.9107,1351.3617,668.6177
97,0.96,00:38:24:11:01,906.297,1351.3229999999999,669.178
98,0.97,00:38:24:11:02,906.668,1351.3013,669.7633
