Frame,Time,SMPTE,bar_right_elbow_x,bar_right_elbow_y,bar_right_elbow_z
1,0.0,00:38:23:12:01,803.9775,1332.6889999999999,-571.3885
2,0.01,00:38:23:12:02,804.135,1333.017,-571.591
3,0.02,00:38:23:12:03,804.283,1333.4965,-571.6665
4,0.03,00:38:23:13:00,804.502,1333.6905,-571.919
5,0.04,00:38:23:13:01,804.663,1334.1805,-571.8815
6,0.05,00:38:23:13:02,804.8675,1334.5135,-571.9215
7,0.06,00:38:23:13:03,805.0889999999999,1334.874,-571.938
8,0.07,00:38:23:14:00,805.341,1335.2335,-571.93
9,0.08,00:38:23:14:01,805.5889999999999,1335.5520000000001,-571.8895
10,0.09,00:38:23:14:02,805.8455,1335.851,-571.8255
11,0.1,00:38:23:14:03,806.1175,1336.1175,-571.729
12,0.11,00:38:23:15:00,806.4035,1336.4005,-571.6275
13,0.12,00:38:23:15:01,806.6545,1336.662,-571.515
14,0.13,00:38:23:15:02,806.9169999999999,1336.9255,-571.4195
15,0.14,00:38:23:15:03,807.1695,1337.1570000000002,-571.2695
16,0.15,00:38:23:16:00,807.3969999999999,1337.3429999999998,-571.1635
17,0.16,00:38:23:16:01,807.5875,1337.4879999999998,-571.0645
18,0.17,00:38:23:16:02,807.7710000000001,1337.6075,-570.989
19,0.18,00:38:23:16:03,807.915,1337.685,-570.9195
20,0.19,00:38:23:17:00,808.0210000000001,1337.73,-570.8695
21,0.2,00:38:23:17:01,808.1030000000001,1337.7785,-570.8455
22,0.21,00:38:23:17:02,808.175,1337.7905,-570.8115
23,0.22,00:38:23:17:03,808.2205,1337.8035,-570.789
24,0.23,00:38:23:18:00,808.2575,1337.8305,-570.7785
25,0.24,00:38:23:18:01,808.296,1337.7910000000002,-570.779
26,0.25,00:38:23:18:02,808.3065,1337.735,-570.7895
27,0.26,00:38:23:18:03,808.3065,1337.735,-570.7895
28,0.27,00:38:23:19:00,808.34,1337.6475,-570.8175
29,0.28,00:38:23:19:01,808.317,1337.524,-570.8335
30,0.29,00:38:23:19:02,808.3015,1337.391,-570.849
31,0.3,00:38:23:19:03,808.2230000000001,1337.2555,-570.885
32,0.31,00:38:23:20:00,808.1445,1337.13,-570.903
33,0.32,00:38:23:20:01,808.0725,1336.9905,-570.9119999999999
34,0.33,00:38:23:20:02,807.972,1336.849,-570.918
35,0.34,00:38:23:20:03,807.8655,1336.681,-570.909
36,0.35,00:38:23:21:00,807.7685,1336.5179999999998,-570.8955
37,0.36,00:38:23:21:01,807.701,1336.3735,-570.8755
38,0.37,00:38:23:21:02,807.596,1336.2445,-570.852
39,0.38,00:38:23:21:03,807.505,1336.1325,-570.8485
40,0.39,00:38:23:22:00,807.3865,1336.0225,-570.807
41,0.4,00:38:23:22:01,807.2305,1335.9585,-570.759
42,0.41,00:38:23:22:02,807.0895,1335.9225,-570.701
43,0.42,00:38:23:22:03,806.927,1335.901,-570.5995
44,0.43,00:38:23:23:00,806.7785,1335.8845,-570.5225
45,0.44,00:38:23:23:01,806.6185,1335.8545,-570.4255
46,0.45,00:38:23:23:02,806.4425,1335.8505,-570.3075
47,0.46,00:38:23:23:03,806.2855,1335.8210000000001,-570.194
48,0.47,00:38:23:24:00,806.1155,1335.79,-570.0995
49,0.48,00:38:23:24:01,805.938,1335.787,-570.0
50,0.49,00:38:23:24:02,805.775,1335.7795,-569.9095
51,0.5,00:38:23:24:03,805.5915,1335.765,-569.822
52,0.51,00:38:24:00:00,805.5915,1335.765,-569.822
53,0.52,00:38:24:00:01,805.408,1335.7545,-569.7275
54,0.53,00:38:24:00:02,805.2260000000001,1335.747,-569.6285
55,0.54,00:38:24:00:03,805.0285,1335.739,-569.5575
56,0.55,00:38:24:01:00,804.847,1335.7565,-569.471
57,0.56,00:38:24:01:01,804.6560000000001,1335.735,-569.376
58,0.57,00:38:24:01:02,804.462,1335.6655,-569.2805
59,0.58,00:38:24:01:03,804.293,1335.6315,-569.1985
60,0.59,00:38:24:02:00,804.1065,1335.5775,-569.09
61,0.6,00:38:24:02:01,803.9025,1335.5465,-568.964
62,0.61,00:38:24:02:02,803.7035,1335.5179999999998,-568.8225
63,0.62,00:38:24:02:03,803.497,1335.507,-568.6895
64,0.63,00:38:24:03:00,803.29,1335.4875,-568.528
65,0.64,00:38:24:03:01,803.0930000000001,1335.4535,-568.362
66,0.65,00:38:24:03:02,802.8639999999999,1335.4305,-568.1815
67,0.66,00:38:24:03:03,802.6455,1335.3875,-567.9665
68,0.67,00:38:24:04:00,802.426,1335.3220000000001,-567.7465
69,0.68,00:38:24:04:01,802.185,1335.271,-567.4755
70,0.69,00:38:24:04:02,801.9175,1335.2545,-567.172
71,0.7,00:38:24:04:03,801.6439999999999,1335.2679999999998,-566.7905
72,0.71,00:38:24:05:00,801.3639999999999,1335.2615,-566.404
73,0.72,00:38:24:05:01,801.1365,1335.2835,-566.014
74,0.73,00:38:24:05:02,800.9245,1335.3025,-565.621
75,0.74,00:38:24:05:03,800.7375,1335.2885,-565.175
76,0.75,00:38:24:06:00,800.5245,1335.2720000000002,-564.7330000000001
77,0.76,00:38:24:06:01,800.5245,1335.2720000000002,-564.7330000000001
78,0.77,00:38:24:06:02,800.347,1335.2735,-564.2265
79,0.78,00:38:24:06:03,800.1510000000001,1335.3235,-563.71
80,0.79,00:38:24:07:00,799.9205,1335.326,-563.1175
81,0.8,00:38:24:07:01,799.7515,1335.375,-562.4945
82,0.81,00:38:24:07:02,799.5855,1335.4505,-561.8355
83,0.82,00:38:24:07:03,799.4455,1335.4825,-561.197
84,0.83,00:38:24:08:00,799.3355,1335.4835,-560.5755
85,0.84,00:38:24:08:01,799.2495,1335.477,-559.939
86,0.85,00:38:24:08:02,799.188,1335.5025,-559.3355
87,0.86,00:38:24:08:03,799.1945,1335.509,-558.658
88,0.87,00:38:24:09:00,799.1565,1335.514,-558.0355
89,0.88,00:38:24:09:01,799.1825,1335.535,-557.4025
90,0.89,00:38:24:09:02,799.1519999999999,1335.5339999999999,-556.7155
91,0.9,00:38:24:09:03,799.0445,1335.4325,-556.0175
92,0.91,00:38:24:10:00,799.066,1335.3729999999998,-555.3485
93,0.92,00:38:24:10:01,799.154,1335.4125,-554.724
94,0.93,00:38:24:10:02,799.1495,1335.3429999999998,-554.0905
95,0.94,00:38:24:10:03,799.2439999999999,1335.2839999999999,-553.4565
96,0.95,00:38:24:11:00,799.337,1335.261,-552.8455
97,0.96,00:38:24:11:01,799.467,1335.257,-552.2585
98,0.97,00:38:24:11:02,799.5010000000001,1335.1575,-551.641
99,0.98,00:38:24:11:03,799.592,1335.0945,-551.052
100,0.99,00:38:24:12:00,799.745,1335.0695,-550.4875
101,1.0,00:38:24:12:01,799.842,1335.005,-549.904
102,1.01,00:38:24:12:02,799.842,1335.005,-549.904
103,1.02,00:38:24:12:03,799.9835,1334.9325,-549.319
104,1.03,00:38:24:13:00,800.066,1334.87,-548.856
105,1.04,00:38:24:13:01,800.263,1334.8335,-548.3405
106,1.05,00:38:24:13:02,800.456,1334.8755,-547.894
107,1.06,00:38:24:13:03,800.6205,1334.7779999999998,-547.3919999999999
108,1.07,00:38:24:14:00,800.8125,1334.77,-546.9795
109,1.08,00:38:24:14:01,801.018,1334.7365,-546.555
110,1.09,00:38:24:14:02,801.2955,1334.807,-546.1875
111,1.1,00:38:24:14:03,801.5015,1334.829,-545.784
112,1.11,00:38:24:15:00,801.8135,1334.859,-545.3885
113,1.12,00:38:24:15:01,802.1035,1334.9215,-545.0305
114,1.13,00:38:24:15:02,802.3789999999999,1335.0220000000002,-544.7130000000001
115,1.14,00:38:24:15:03,802.821,1335.1335,-544.4095
116,1.15,00:38:24:16:00,803.05,1335.214,-544.1519999999999
117,1.16,00:38:24:16:00,803.4655,1335.3145,-543.825
118,1.17,00:38:24:16:01,803.7610000000001,1335.418,-543.5409999999999
119,1.18,00:38:24:16:02,804.1489999999999,1335.5715,-543.321
120,1.19,00:38:24:16:03,804.4435,1335.644,-543.0635
121,1.2,00:38:24:17:00,804.821,1335.7479999999998,-542.8255
122,1.21,00:38:24:17:01,805.248,1335.8725,-542.5880000000001
123,1.22,00:38:24:17:02,805.627,1335.954,-542.368
124,1.23,00:38:24:18:00,806.0085,1336.0479999999998,-542.192
125,1.24,00:38:24:18:01,806.395,1336.11,-542.0305
126,1.25,00:38:24:18:02,806.7415,1336.2120000000002,-541.9145
127,1.26,00:38:24:18:03,806.7415,1336.2120000000002,-541.9145
128,1.27,00:38:24:19:00,807.1025,1336.289,-541.747
129,1.28,00:38:24:19:01,807.437,1336.3765,-541.607
130,1.29,00:38:24:19:02,807.802,1336.4765,-541.4435
131,1.3,00:38:24:19:03,808.1975,1336.5925,-541.323
132,1.31,00:38:24:20:00,808.5105,1336.652,-541.178
133,1.32,00:38:24:20:01,808.883,1336.7345,-541.068
134,1.33,00:38:24:20:02,809.2605,1336.71,-541.0095
135,1.34,00:38:24:20:03,809.6325,1336.7779999999998,-540.9490000000001
136,1.35,00:38:24:21:00,809.998,1336.826,-540.8875
137,1.36,00:38:24:21:01,810.2739999999999,1336.8165,-540.798
138,1.37,00:38:24:21:02,810.6135,1336.9295,-540.7819999999999
139,1.38,00:38:24:21:03,810.936,1337.006,-540.706
140,1.39,00:38:24:22:00,811.2539999999999,1337.125,-540.6465
141,1.4,00:38:24:22:01,811.6145,1337.1735,-540.5525
142,1.41,00:38:24:22:01,811.9010000000001,1337.3075,-540.493
143,1.42,00:38:24:22:02,812.2860000000001,1337.4129999999998,-540.4885
144,1.43,00:38:24:22:03,812.625,1337.455,-540.4555
145,1.44,00:38:24:23:00,812.9839999999999,1337.4835,-540.4159999999999
146,1.45,00:38:24:23:02,813.4055,1337.53,-540.375
147,1.46,00:38:24:23:03,813.7265,1337.493,-540.303
148,1.47,00:38:24:24:00,814.1185,1337.5225,-540.2245
149,1.48,00:38:24:24:01,814.5360000000001,1337.585,-540.1515
150,1.49,00:38:24:24:02,814.9145,1337.661,-540.072
151,1.5,00:38:24:24:03,815.265,1337.7520000000002,-540.015
152,1.51,00:38:25:00:00,815.265,1337.7520000000002,-540.015
153,1.52,00:38:25:00:01,815.6115,1337.7505,-539.881
154,1.53,00:38:25:00:02,815.9685,1337.871,-539.8525
155,1.54,00:38:25:00:03,816.3305,1337.9225,-539.7645
156,1.55,00:38:25:01:00,816.7439999999999,1338.0379999999998,-539.7035
157,1.56,00:38:25:01:01,817.079,1338.134,-539.6285
158,1.57,00:38:25:01:02,817.4175,1338.2035,-539.4915
159,1.58,00:38:25:01:03,817.7710000000001,1338.267,-539.3340000000001
160,1.59,00:38:25:02:00,818.12,1338.4379999999999,-539.2695
161,1.6,00:38:25:02:01,818.5095,1338.5775,-539.1685
162,1.61,00:38:25:02:02,818.814,1338.6735,-539.0319999999999
163,1.62,00:38:25:02:03,819.1755,1338.7775,-538.8725
164,1.63,00:38:25:03:00,819.51,1338.9325,-538.769
165,1.64,00:38:25:03:01,819.8385,1339.0120000000002,-538.612
166,1.65,00:38:25:03:02,820.14,1339.158,-538.493
167,1.66,00:38:25:03:03,820.4110000000001,1339.2535,-538.306
168,1.67,00:38:25:03:03,820.7205,1339.3785,-538.172
169,1.68,00:38:25:04:00,820.9789999999999,1339.513,-538.049
170,1.69,00:38:25:04:01,821.2289999999999,1339.546,-537.88
171,1.7,00:38:25:04:03,821.5085,1339.74,-537.8025
172,1.71,00:38:25:05:00,821.742,1339.77,-537.6295
173,1.72,00:38:25:05:01,821.921,1339.8665,-537.5045
174,1.73,00:38:25:05:02,822.1365,1339.9479999999999,-537.317
175,1.74,00:38:25:05:03,822.3805,1340.0735,-537.179
176,1.75,00:38:25:06:00,822.4555,1340.0970000000002,-537.044
177,1.76,00:38:25:06:01,822.4555,1340.0970000000002,-537.044
178,1.77,00:38:25:06:02,822.563,1340.146,-536.919
179,1.78,00:38:25:06:03,822.7230000000001,1340.2179999999998,-536.857
180,1.79,00:38:25:07:00,822.7815,1340.2979999999998,-536.616
181,1.8,00:38:25:07:01,822.842,1340.4229999999998,-536.5385
182,1.81,00:38:25:07:02,822.9275,1340.5175,-536.4095
183,1.82,00:38:25:07:03,822.9935,1340.594,-536.326
184,1.83,00:38:25:08:00,823.084,1340.6789999999999,-536.2455
185,1.84,00:38:25:08:01,823.1635,1340.6975,-536.1385
186,1.85,00:38:25:08:02,823.222,1340.7675,-536.096
187,1.86,00:38:25:08:03,823.283,1340.7625,-536.009
188,1.87,00:38:25:09:00,823.2995,1340.786,-535.9525
189,1.88,00:38:25:09:01,823.3825,1340.8345,-535.9185
190,1.89,00:38:25:09:02,823.48,1340.805,-535.8145
191,1.9,00:38:25:09:03,823.5269999999999,1340.8229999999999,-535.7575
192,1.91,00:38:25:10:00,823.6335,1340.8425,-535.6685
193,1.92,00:38:25:10:01,823.702,1340.8829999999998,-535.641
194,1.93,00:38:25:10:02,823.783,1340.9805,-535.6455
195,1.94,00:38:25:10:03,823.837,1340.9255,-535.5275
196,1.95,00:38:25:11:00,823.9125,1340.974,-535.5015
197,1.96,00:38:25:11:01,823.9615,1340.944,-535.405
198,1.97,00:38:25:11:02,823.995,1340.9615,-535.391
199,1.98,00:38:25:11:03,824.046,1341.0055,-535.378
200,1.99,00:38:25:12:00,824.2305,1341.07,-535.289
201,2.0,00:38:25:12:01,824.252,1341.0135,-535.2040000000001
202,2.01,00:38:25:12:02,824.252,1341.0135,-535.2040000000001
203,2.02,00:38:25:12:03,824.315,1340.9505,-535.095
204,2.03,00:38:25:13:00,824.4095,1341.0215,-535.091
205,2.04,00:38:25:13:01,824.5155,1340.9525,-534.976
206,2.05,00:38:25:13:01,824.535,1340.894,-534.9315
207,2.06,00:38:25:13:03,824.671,1340.9355,-534.898
208,2.07,00:38:25:13:03,824.7385,1340.8915,-534.856
209,2.08,00:38:25:14:01,824.8225,1340.832,-534.7555
210,2.09,00:38:25:14:01,824.8515,1340.7835,-534.701
211,2.1,00:38:25:14:03,824.937,1340.7505,-534.6095
212,2.11,00:38:25:14:03,824.9755,1340.7275,-534.5435
213,2.12,00:38:25:15:01,824.934,1340.6695,-534.5055
214,2.13,00:38:25:15:01,824.9680000000001,1340.6485,-534.446
215,2.14,00:38:25:15:03,825.0285,1340.5095,-534.3915
216,2.15,00:38:25:15:03,825.1165,1340.471,-534.274
217,2.16,00:38:25:16:01,825.1095,1340.3470000000002,-534.148
218,2.17,00:38:25:16:01,825.07,1340.431,-534.115
219,2.18,00:38:25:16:03,825.1705,1340.4,-534.028
220,2.19,00:38:25:16:03,825.17,1340.3029999999999,-533.913
221,2.2,00:38:25:17:01,825.1685,1340.2320000000002,-533.8495
222,2.21,00:38:25:17:01,825.2,1340.128,-533.717
223,2.22,00:38:25:17:03,825.2610000000001,1340.144,-533.687
224,2.23,00:38:25:18:00,825.2919999999999,1340.0545,-533.5705
225,2.24,00:38:25:18:01,825.3215,1340.0355,-533.4715
226,2.25,00:38:25:18:02,825.3475,1339.9885,-533.3345
227,2.26,00:38:25:18:03,825.3475,1339.9885,-533.3345
228,2.27,00:38:25:19:00,825.372,1339.995,-533.21
229,2.28,00:38:25:19:01,825.429,1340.0285,-533.0740000000001
230,2.29,00:38:25:19:02,825.3955,1340.036,-532.966
231,2.3,00:38:25:19:03,825.5175,1340.0365,-532.753
232,2.31,00:38:25:20:00,825.4525,1340.0405,-532.638
