Frame,Time,SMPTE,bar_right_wrist_x,bar_right_wrist_y,bar_right_wrist_z
1,0.0,00:38:23:12:01,831.1005,1398.9535,-791.5065
2,0.01,00:38:23:12:02,831.2645,1399.494,-791.6575
3,0.02,00:38:23:12:03,831.427,1399.997,-791.794
4,0.03,00:38:23:13:00,831.6595,1400.3375,-791.9825
5,0.04,00:38:23:13:01,832.192,1400.783,-791.7015
6,0.05,00:38:23:13:02,832.424,1401.399,-791.686
7,0.06,00:38:23:13:03,832.6675,1402.046,-791.584
8,0.07,00:38:23:14:00,833.7660000000001,1402.2025,-790.6065
9,0.08,00:38:23:14:01,834.0295,1402.7979999999998,-790.448
10,0.09,00:38:23:14:02,834.2819999999999,1403.495,-790.3439999999999
11,0.1,00:38:23:14:03,834.4075,1404.1615,-790.3315
12,0.11,00:38:23:15:00,834.7560000000001,1404.6755,-790.0575
13,0.12,00:38:23:15:01,835.0405,1405.1515,-789.877
14,0.13,00:38:23:15:02,835.3325,1405.6375,-789.666
15,0.14,00:38:23:15:03,835.556,1406.132,-789.471
16,0.15,00:38:23:16:00,835.748,1406.556,-789.362
17,0.16,00:38:23:16:01,835.9789999999999,1406.961,-789.2045
18,0.17,00:38:23:16:02,836.1965,1407.1795,-789.0675
19,0.18,00:38:23:16:03,836.4285,1407.372,-788.9110000000001
20,0.19,00:38:23:17:00,836.6325,1407.515,-788.7875
21,0.2,00:38:23:17:01,836.788,1407.6085,-788.6665
22,0.21,00:38:23:17:02,836.8025,1407.6975,-788.685
23,0.22,00:38:23:17:03,836.8495,1407.727,-788.6465
24,0.23,00:38:23:18:00,836.8865,1407.7089999999998,-788.6055
25,0.24,00:38:23:18:01,836.8065,1407.7015,-788.6955
26,0.25,00:38:23:18:02,836.6825,1407.638,-788.7545
27,0.26,00:38:23:18:03,836.6825,1407.638,-788.7545
28,0.27,00:38:23:19:00,836.5755,1407.539,-788.763
29,0.28,00:38:23:19:01,836.447,1407.4045,-788.826
30,0.29,00:38:23:19:02,836.2465,1407.2715,-788.8835
31,0.3,00:38:23:19:03,836.0980000000001,1407.12,-788.8925
32,0.31,00:38:23:20:00,835.916,1406.9235,-788.9245
33,0.32,00:38:23:20:01,835.6425,1406.7605,-789.0395
34,0.33,00:38:23:20:02,835.395,1406.5275,-789.0985
35,0.34,00:38:23:20:03,835.1235,1406.3185,-789.143
36,0.35,00:38:23:21:00,833.7735,1406.6555,-790.221
