Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,01:26:28:12,174.4987,939.8007,1101.6843
2,0.01,01:26:28:12,174.485,939.812,1101.661
3,0.02,01:26:28:12,174.4783,939.8107,1101.6277
4,0.03,01:26:28:13,174.459,939.8607,1101.6867
5,0.04,01:26:28:13,174.4373,939.8647,1101.3907
6,0.05,01:26:28:13,174.3687,939.813,1101.5037
7,0.06,01:26:28:13,174.3607,939.7943,1101.4673
8,0.07,01:26:28:14,174.365,939.772,1101.4363
9,0.08,01:26:28:14,174.3627,939.7527,1101.3893
10,0.09,01:26:28:14,174.363,939.738,1101.3507
11,0.1,01:26:28:14,174.372,939.7243,1101.3137
12,0.11,01:26:28:15,174.3867,939.7257,1101.284
13,0.12,01:26:28:15,174.3933,939.7257,1101.2613
14,0.13,01:26:28:15,174.4127,939.7267,1101.2683
15,0.14,01:26:28:15,174.42700000000005,939.747,1101.2707
16,0.15,01:26:28:16,174.4383,939.7553,1101.2657
17,0.16,01:26:28:16,174.4657,939.7813,1101.2683
18,0.17,01:26:28:16,174.4887,939.8013,1101.269
19,0.18,01:26:28:16,174.519,939.8373,1101.2643
20,0.19,01:26:28:17,174.54,939.8743,1101.2577
21,0.2,01:26:28:17,174.5757,939.9173,1101.272
22,0.21,01:26:28:17,174.5947,939.963,1101.2663
23,0.22,01:26:28:17,174.6197,940.0013,1101.274
24,0.23,01:26:28:18,174.645,940.0443,1101.2777
25,0.24,01:26:28:18,174.6657,940.0857,1101.275
26,0.25,01:26:28:18,174.68599999999995,940.1377,1101.28
27,0.26,01:26:28:18,174.7093,940.181,1101.272
28,0.27,01:26:28:19,174.7283,940.2273,1101.2683
29,0.28,01:26:28:19,174.748,940.2783,1101.264
30,0.29,01:26:28:19,174.7633,940.327,1101.254
31,0.3,01:26:28:19,174.7833,940.372,1101.24
32,0.31,01:26:28:20,174.793,940.4223,1101.2353
33,0.32,01:26:28:20,174.794,940.4703,1101.23
34,0.33,01:26:28:20,174.7903,940.5043,1101.2103
35,0.34,01:26:28:20,174.7987,940.542,1101.1923
36,0.35,01:26:28:21,174.794,940.5647,1101.1613
37,0.36,01:26:28:21,174.7953,940.588,1101.1307
38,0.37,01:26:28:21,174.7823,940.5923,1101.0843
39,0.38,01:26:28:21,174.769,940.5893,1101.0297
40,0.39,01:26:28:22,174.763,940.5653,1100.9637
41,0.4,01:26:28:22,174.7513,940.523,1100.891
42,0.41,01:26:28:22,174.7397,940.4633,1100.813
43,0.42,01:26:28:22,174.72400000000005,940.3757,1100.7263
44,0.43,01:26:28:23,174.7047,940.2667,1100.6313
45,0.44,01:26:28:23,174.6983,940.158,1100.5283
46,0.45,01:26:28:23,174.688,940.03,1100.418
47,0.46,01:26:28:23,174.6937,939.9117,1100.314
48,0.47,01:26:28:24,174.695,939.8157,1100.222
49,0.48,01:26:28:24,174.7093,939.7327,1100.1377
50,0.49,01:26:28:24,174.725,939.6593,1100.0733
51,0.5,01:26:28:24,174.7407,939.626,1100.0367
52,0.51,01:26:29:00,174.7637,939.602,1100.012
53,0.52,01:26:29:00,174.791,939.614,1100.0107
54,0.53,01:26:29:00,174.81400000000005,939.6387,1100.0303
55,0.54,01:26:29:00,174.84599999999998,939.7,1100.0483
56,0.55,01:26:29:01,174.8697,939.7613,1100.0707
57,0.56,01:26:29:01,174.9067,939.848,1100.106
58,0.57,01:26:29:01,174.9367,939.9503,1100.1467
59,0.58,01:26:29:01,174.9657,940.0573,1100.1897
60,0.59,01:26:29:02,174.9963,940.167,1100.2343
61,0.6,01:26:29:02,175.0337,940.2763,1100.2833
62,0.61,01:26:29:02,175.0507,940.371,1100.3273
