Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,01:26:28:12,212.8425,1416.7682,1019.6435
2,0.01,01:26:28:12,212.8202,1416.8175,1019.6375
3,0.02,01:26:28:12,212.7955,1416.8635,1019.6122
4,0.03,01:26:28:13,212.7595,1416.9108,1019.6062
5,0.04,01:26:28:13,212.6938,1416.8987,1019.4845
6,0.05,01:26:28:13,212.6795,1417.0235,1019.4735
7,0.06,01:26:28:13,212.6485,1417.0895,1019.4495
8,0.07,01:26:28:14,212.6325,1417.1655,1019.436
9,0.08,01:26:28:14,212.6155,1417.2357,1019.4110000000001
10,0.09,01:26:28:14,212.5968,1417.3192,1019.395
11,0.1,01:26:28:14,212.5825,1417.3995,1019.3788
12,0.11,01:26:28:15,212.5722,1417.4842,1019.3468
13,0.12,01:26:28:15,212.5695,1417.5642,1019.3452
14,0.13,01:26:28:15,212.5648,1417.6470000000002,1019.3302
15,0.14,01:26:28:15,212.5685,1417.7385,1019.3282
16,0.15,01:26:28:16,212.5735,1417.8429999999998,1019.3215
17,0.16,01:26:28:16,212.5808,1417.9535,1019.3145
18,0.17,01:26:28:16,212.5898,1418.0720000000001,1019.3098
19,0.18,01:26:28:16,212.5922,1418.1745,1019.2848
20,0.19,01:26:28:17,212.5875,1418.2768,1019.273
21,0.2,01:26:28:17,212.5912,1418.3662,1019.2605
22,0.21,01:26:28:17,212.58700000000002,1418.4605,1019.2412
23,0.22,01:26:28:17,212.6008,1418.546,1019.225
24,0.23,01:26:28:18,212.6125,1418.6255,1019.21
25,0.24,01:26:28:18,212.6175,1418.7078,1019.195
26,0.25,01:26:28:18,212.642,1418.7897,1019.1715
27,0.26,01:26:28:18,212.6572,1418.8632,1019.1498
28,0.27,01:26:28:19,212.6845,1418.9412,1019.1288
29,0.28,01:26:28:19,212.702,1419.0123,1019.1160000000001
30,0.29,01:26:28:19,212.7218,1419.0898,1019.0975
31,0.3,01:26:28:19,212.747,1419.1697,1019.08
32,0.31,01:26:28:20,212.7678,1419.2403,1019.0585
33,0.32,01:26:28:20,212.7992,1419.3207,1019.0495
34,0.33,01:26:28:20,212.8105,1419.3977,1019.0392
35,0.34,01:26:28:20,212.8348,1419.4720000000002,1019.0225
36,0.35,01:26:28:21,212.8568,1419.5372,1019.0112
37,0.36,01:26:28:21,212.886,1419.5952,1019.0028
38,0.37,01:26:28:21,212.9028,1419.6488,1018.9810000000001
39,0.38,01:26:28:21,212.9288,1419.6889999999999,1018.9795
40,0.39,01:26:28:22,212.9525,1419.72,1018.96
41,0.4,01:26:28:22,212.9755,1419.7592,1018.9508
42,0.41,01:26:28:22,213.013,1419.7885,1018.9315
43,0.42,01:26:28:22,213.0478,1419.8108,1018.9152
44,0.43,01:26:28:23,213.0795,1419.8243,1018.8978
45,0.44,01:26:28:23,213.1078,1419.8425,1018.8888
46,0.45,01:26:28:23,213.144,1419.8582,1018.8772
47,0.46,01:26:28:23,213.1738,1419.861,1018.8872
