Frame,Time,SMPTE,bar_right_foot_x,bar_right_foot_y,bar_right_foot_z
1,0.0,01:26:28:12,2.6039999999999996,1465.6037,34.2033
2,0.01,01:26:28:12,2.5923,1465.5973,34.2173
3,0.02,01:26:28:12,2.5873,1465.605,34.2107
4,0.03,01:26:28:13,2.6239999999999997,1465.601,34.2947
5,0.04,01:26:28:13,2.638,1465.5320000000002,34.1437
6,0.05,01:26:28:13,2.6007,1465.485,34.0767
7,0.06,01:26:28:13,2.5927,1465.485,34.067
8,0.07,01:26:28:14,2.597,1465.4853,34.0567
9,0.08,01:26:28:14,2.593,1465.4733,34.052
10,0.09,01:26:28:14,2.5957,1465.4773,34.0417
11,0.1,01:26:28:14,2.5980000000000003,1465.4713,34.047
12,0.11,01:26:28:15,2.5977,1465.4733,34.0417
13,0.12,01:26:28:15,2.6083,1465.4653,34.042
14,0.13,01:26:28:15,2.617,1465.4697,34.0417
15,0.14,01:26:28:15,2.622,1465.4547,34.0403
16,0.15,01:26:28:16,2.6057,1465.4679999999998,34.05
17,0.16,01:26:28:16,2.6107,1465.4579999999999,34.0443
18,0.17,01:26:28:16,2.61,1465.4637,34.0397
19,0.18,01:26:28:16,2.614,1465.4577,34.0393
20,0.19,01:26:28:17,2.6197,1465.4703,34.0537
21,0.2,01:26:28:17,2.62,1465.4657,34.0443
22,0.21,01:26:28:17,2.6310000000000002,1465.4617,34.05
23,0.22,01:26:28:17,2.6323,1465.457,34.0377
24,0.23,01:26:28:18,2.6373,1465.4673,34.0407
25,0.24,01:26:28:18,2.6377,1465.4637,34.0363
26,0.25,01:26:28:18,2.6307,1465.471,34.0377
27,0.26,01:26:28:18,2.6327,1465.4787,34.038000000000004
28,0.27,01:26:28:19,2.6239999999999997,1465.473,34.0317
29,0.28,01:26:28:19,2.6353,1465.4827,34.0287
30,0.29,01:26:28:19,2.6273,1465.4903,34.0383
31,0.3,01:26:28:19,2.625,1465.4997,34.0397
32,0.31,01:26:28:20,2.6293,1465.4997,34.0243
33,0.32,01:26:28:20,2.6207,1465.4903,34.0247
34,0.33,01:26:28:20,2.637,1465.495,34.0203
35,0.34,01:26:28:20,2.622,1465.4963,34.0297
36,0.35,01:26:28:21,2.637,1465.4963,34.0233
37,0.36,01:26:28:21,2.6413,1465.51,34.0297
38,0.37,01:26:28:21,2.645,1465.4967,34.0337
39,0.38,01:26:28:21,2.6493,1465.5079999999998,34.0347
40,0.39,01:26:28:22,2.6513,1465.507,34.028
41,0.4,01:26:28:22,2.6583,1465.5103,34.0213
42,0.41,01:26:28:22,2.6487,1465.5187,34.0333
43,0.42,01:26:28:22,2.661,1465.5220000000002,34.0177
44,0.43,01:26:28:23,2.6627,1465.5147,34.022
45,0.44,01:26:28:23,2.667,1465.5379999999998,34.0187
46,0.45,01:26:28:23,2.6587,1465.5283,34.025
47,0.46,01:26:28:23,2.6557,1465.5439999999999,34.0157
48,0.47,01:26:28:24,2.6547,1465.5413,34.027
49,0.48,01:26:28:24,2.6657,1465.5347,34.0113
50,0.49,01:26:28:24,2.6547,1465.537,34.0193
51,0.5,01:26:28:24,2.6517,1465.5383,34.0263
52,0.51,01:26:29:00,2.661,1465.545,34.0167
53,0.52,01:26:29:00,2.6660000000000004,1465.537,34.0177
54,0.53,01:26:29:00,2.6643,1465.5420000000001,34.0233
55,0.54,01:26:29:00,2.6723,1465.5503,34.0237
56,0.55,01:26:29:01,2.6877,1465.547,34.0143
57,0.56,01:26:29:01,2.682,1465.5507,34.0187
58,0.57,01:26:29:01,2.679,1465.545,34.0277
59,0.58,01:26:29:01,2.674,1465.5507,34.0267
60,0.59,01:26:29:02,2.6537,1465.5593,33.963
61,0.6,01:26:29:02,2.6753,1465.5497,34.0167
62,0.61,01:26:29:02,2.68,1465.5587,34.0187
63,0.62,01:26:29:02,2.6783,1465.5423,34.021
64,0.63,01:26:29:03,2.6757,1465.5623,34.0307
65,0.64,01:26:29:03,2.677,1465.5539999999999,34.0343
66,0.65,01:26:29:03,2.682,1465.5533,34.0223
67,0.66,01:26:29:03,2.6737,1465.5583,34.0293
68,0.67,01:26:29:04,2.678,1465.559,34.02
69,0.68,01:26:29:04,2.674,1465.5517,34.0247
70,0.69,01:26:29:04,2.6743,1465.545,34.0293
71,0.7,01:26:29:04,2.6613,1465.547,34.025999999999996
72,0.71,01:26:29:05,2.676,1465.5577,34.0177
73,0.72,01:26:29:05,2.6717,1465.5563,34.0393
74,0.73,01:26:29:05,2.677,1465.55,34.0367
75,0.74,01:26:29:05,2.6773,1465.5477,34.037
76,0.75,01:26:29:06,2.6717,1465.5447,34.0433
77,0.76,01:26:29:06,2.6697,1465.5403,34.0417
78,0.77,01:26:29:06,2.6783,1465.5437,34.0423
79,0.78,01:26:29:06,2.6737,1465.5443,34.045
80,0.79,01:26:29:07,2.6783,1465.5410000000002,34.048
81,0.8,01:26:29:07,2.675,1465.5439999999999,34.049
82,0.81,01:26:29:07,2.6703,1465.536,34.0523
83,0.82,01:26:29:07,2.676,1465.523,34.0547
84,0.83,01:26:29:08,2.6533,1465.5513,33.999
85,0.84,01:26:29:08,2.6703,1465.5183,34.0507
86,0.85,01:26:29:08,2.6773,1465.5203,34.0553
87,0.86,01:26:29:08,2.6927,1465.5183,34.0587
88,0.87,01:26:29:09,2.6953,1465.5147,34.0643
89,0.88,01:26:29:09,2.6919999999999997,1465.5183,34.0693
90,0.89,01:26:29:09,2.69,1465.5113,34.065
91,0.9,01:26:29:09,2.698,1465.507,34.051
92,0.91,01:26:29:10,2.6647,1465.5257,34.0103
93,0.92,01:26:29:10,2.6907,1465.513,34.058
94,0.93,01:26:29:10,2.6827,1465.5147,34.054
95,0.94,01:26:29:10,2.6817,1465.5187,34.0597
96,0.95,01:26:29:11,2.682,1465.5067,34.049
97,0.96,01:26:29:11,2.6743,1465.509,34.0627
98,0.97,01:26:29:11,2.6753,1465.516,34.0627
99,0.98,01:26:29:11,2.6817,1465.5137,34.0573
100,0.99,01:26:29:12,2.6707,1465.4997,34.061
101,1.0,01:26:29:12,2.6910000000000003,1465.511,34.0643
102,1.01,01:26:29:12,2.6833,1465.5120000000002,34.056
103,1.02,01:26:29:12,2.685,1465.499,34.0583
104,1.03,01:26:29:13,2.708,1465.4943,34.0643
105,1.04,01:26:29:13,2.71,1465.4883,34.062
106,1.05,01:26:29:13,2.6963,1465.487,34.0693
107,1.06,01:26:29:13,2.7053,1465.4937,34.0787
108,1.07,01:26:29:14,2.7053,1465.4937,34.0737
109,1.08,01:26:29:14,2.7123,1465.497,34.064
110,1.09,01:26:29:14,2.7003,1465.501,34.0727
111,1.1,01:26:29:14,2.6957,1465.5077,34.0667
112,1.11,01:26:29:15,2.6910000000000003,1465.504,34.0673
113,1.12,01:26:29:15,2.6830000000000003,1465.505,34.075
114,1.13,01:26:29:15,2.6807,1465.5,34.073
115,1.14,01:26:29:15,2.6863,1465.5003,34.0583
116,1.15,01:26:29:16,2.6853,1465.4993,34.0697
117,1.16,01:26:29:16,2.6853,1465.503,34.0597
118,1.17,01:26:29:16,2.6863,1465.4973,34.0747
119,1.18,01:26:29:16,2.6889999999999996,1465.4947,34.0707
120,1.19,01:26:29:17,2.6927,1465.491,34.0783
121,1.2,01:26:29:17,2.688,1465.4937,34.0803
122,1.21,01:26:29:17,2.6847,1465.4993,34.0837
123,1.22,01:26:29:17,2.6873,1465.4947,34.086
124,1.23,01:26:29:18,2.6777,1465.4957,34.0847
125,1.24,01:26:29:18,2.6847,1465.5017,34.077
126,1.25,01:26:29:18,2.6873,1465.4907,34.075
127,1.26,01:26:29:18,2.6813,1465.4993,34.079
128,1.27,01:26:29:19,2.6823,1465.4913,34.0807
129,1.28,01:26:29:19,2.6797,1465.4973,34.0743
130,1.29,01:26:29:19,2.6763,1465.5037,34.0803
131,1.3,01:26:29:19,2.6843,1465.504,34.0733
132,1.31,01:26:29:20,2.6773,1465.5073,34.0757
133,1.32,01:26:29:20,2.679,1465.503,34.0817
134,1.33,01:26:29:20,2.674,1465.501,34.0823
135,1.34,01:26:29:20,2.6897,1465.506,34.085
136,1.35,01:26:29:21,2.6823,1465.5037,34.0897
137,1.36,01:26:29:21,2.6830000000000003,1465.4987,34.0917
138,1.37,01:26:29:21,2.6603,1465.5127,34.054
139,1.38,01:26:29:21,2.688,1465.4977,34.0963
140,1.39,01:26:29:22,2.6983,1465.4867,34.096
141,1.4,01:26:29:22,2.668,1465.5103,34.04
142,1.41,01:26:29:22,2.7043,1465.486,34.097
143,1.42,01:26:29:22,2.6993,1465.4833,34.0827
144,1.43,01:26:29:23,2.696,1465.4807,34.0927
145,1.44,01:26:29:23,2.6863,1465.4883,34.103
146,1.45,01:26:29:23,2.7060000000000004,1465.483,34.0927
147,1.46,01:26:29:23,2.699,1465.4743,34.098
148,1.47,01:26:29:24,2.7113,1465.4779999999998,34.1037
149,1.48,01:26:29:24,2.7083,1465.4827,34.1183
150,1.49,01:26:29:24,2.6813,1465.4977,34.0567
151,1.5,01:26:29:24,2.6787,1465.491,34.0557
152,1.51,01:26:30:00,2.715,1465.4777,34.105
153,1.52,01:26:30:00,2.7143,1465.4797,34.117
154,1.53,01:26:30:00,2.716,1465.483,34.117
155,1.54,01:26:30:00,2.714,1465.4803,34.1093
156,1.55,01:26:30:01,2.7127,1465.4793,34.1167
157,1.56,01:26:30:01,2.6977,1465.479,34.1173
158,1.57,01:26:30:01,2.7057,1465.4777,34.116
159,1.58,01:26:30:01,2.6863,1465.4973,34.0627
160,1.59,01:26:30:02,2.699,1465.4843,34.1137
161,1.6,01:26:30:02,2.7039999999999997,1465.4817,34.1207
162,1.61,01:26:30:02,2.7043,1465.4733,34.1127
163,1.62,01:26:30:02,2.7057,1465.4720000000002,34.1143
164,1.63,01:26:30:03,2.701,1465.4783,34.1153
165,1.64,01:26:30:03,2.7017,1465.4713,34.1267
166,1.65,01:26:30:03,2.7067,1465.4733,34.1347
167,1.66,01:26:30:03,2.6753,1465.4807,34.09
168,1.67,01:26:30:04,2.6977,1465.4627,34.1363
169,1.68,01:26:30:04,2.6937,1465.4697,34.1353
170,1.69,01:26:30:04,2.6889999999999996,1465.4620000000002,34.15
171,1.7,01:26:30:04,2.682,1465.4663,34.155
172,1.71,01:26:30:05,2.656,1465.4913,34.098
173,1.72,01:26:30:05,2.6877,1465.4713,34.1467
174,1.73,01:26:30:05,2.675,1465.477,34.1557
175,1.74,01:26:30:05,2.6767,1465.4807,34.1503
176,1.75,01:26:30:06,2.6863,1465.481,34.1637
177,1.76,01:26:30:06,2.6883,1465.4693,34.1547
178,1.77,01:26:30:06,2.6847,1465.4663,34.1743
179,1.78,01:26:30:06,2.681,1465.4687,34.1673
180,1.79,01:26:30:07,2.6907,1465.4679999999998,34.159
181,1.8,01:26:30:07,2.6830000000000003,1465.4683,34.1593
182,1.81,01:26:30:07,2.6830000000000003,1465.475,34.163000000000004
183,1.82,01:26:30:07,2.679,1465.4803,34.1577
184,1.83,01:26:30:08,2.6703,1465.4783,34.164
185,1.84,01:26:30:08,2.6773,1465.4687,34.1617
186,1.85,01:26:30:08,2.676,1465.467,34.1603
187,1.86,01:26:30:08,2.6843,1465.4663,34.156
188,1.87,01:26:30:09,2.682,1465.4707,34.1473
189,1.88,01:26:30:09,2.6833,1465.4783,34.1453
190,1.89,01:26:30:09,2.6473,1465.4913,34.071999999999996
191,1.9,01:26:30:09,2.6903,1465.4797,34.1163
192,1.91,01:26:30:10,2.6967,1465.4797,34.1143
193,1.92,01:26:30:10,2.6933,1465.4827,34.1073
194,1.93,01:26:30:10,2.6843,1465.499,34.0557
195,1.94,01:26:30:10,2.7003,1465.4803,34.102
196,1.95,01:26:30:11,2.676,1465.4987,34.0517
197,1.96,01:26:30:11,2.6683,1465.5003,34.0367
198,1.97,01:26:30:11,2.6830000000000003,1465.4720000000002,34.0857
199,1.98,01:26:30:11,2.648,1465.4963,34.0337
200,1.99,01:26:30:12,2.6777,1465.4797,34.089
201,2.0,01:26:30:12,2.674,1465.4857,34.0967
202,2.01,01:26:30:12,2.6397,1465.5017,34.01
203,2.02,01:26:30:12,2.6597,1465.493,34.065
204,2.03,01:26:30:13,2.6513,1465.5063,34.0453
205,2.04,01:26:30:13,2.6383,1465.5147,34.0333
206,2.05,01:26:30:13,2.6273,1465.515,34.0267
207,2.06,01:26:30:13,2.592,1465.5407,33.9683
208,2.07,01:26:30:14,2.5787,1465.5437,33.961999999999996
209,2.08,01:26:30:14,2.6039999999999996,1465.5217,34.016999999999996
210,2.09,01:26:30:14,2.5973,1465.5223,34.012
211,2.1,01:26:30:14,2.5873,1465.5283,34.0073
212,2.11,01:26:30:15,2.6027,1465.5279999999998,34.0063
213,2.12,01:26:30:15,2.6057,1465.5303,34.0153
214,2.13,01:26:30:15,2.5883,1465.5379999999998,33.9697
215,2.14,01:26:30:15,2.6237,1465.506,34.012
216,2.15,01:26:30:16,2.6197,1465.507,33.994
217,2.16,01:26:30:16,2.625,1465.5103,34.001999999999995
218,2.17,01:26:30:16,2.603,1465.5097,34.0117
219,2.18,01:26:30:16,2.5987,1465.5217,34.008
220,2.19,01:26:30:17,2.559,1465.5410000000002,33.9457
221,2.2,01:26:30:17,2.5537,1465.5573,33.9393
222,2.21,01:26:30:17,2.572,1465.5297,33.9883
223,2.22,01:26:30:17,2.5587,1465.543,33.9843
224,2.23,01:26:30:18,2.546,1465.5373,33.9943
225,2.24,01:26:30:18,2.5069999999999997,1465.5897,33.9293
226,2.25,01:26:30:18,2.4947,1465.5737,33.9667
227,2.26,01:26:30:18,2.444,1465.618,33.9567
228,2.27,01:26:30:19,2.3943,1465.6283,33.93
229,2.28,01:26:30:19,2.3357,1465.656,33.917
230,2.29,01:26:30:19,2.2807,1465.6927,33.8893
231,2.3,01:26:30:19,2.19,1465.7467,33.8237
232,2.31,01:26:30:20,2.1543,1465.7657,33.8503
233,2.32,01:26:30:20,2.0807,1465.8107,33.8443
234,2.33,01:26:30:20,2.0157,1465.8413,33.8517
235,2.34,01:26:30:20,1.96,1465.884,33.8327
236,2.35,01:26:30:21,1.8687,1465.933,33.8287
237,2.36,01:26:30:21,1.784,1465.9767,33.8267
238,2.37,01:26:30:21,1.7053,1466.0167,33.802
239,2.38,01:26:30:21,1.5927,1466.0797,33.7473
240,2.39,01:26:30:22,1.5337,1466.0933,33.7653
241,2.4,01:26:30:22,1.4143,1466.1677,33.689
242,2.41,01:26:30:22,1.339,1466.2017,33.7263
243,2.42,01:26:30:22,1.2477,1466.2453,33.709
244,2.43,01:26:30:23,1.1557,1466.2937,33.6993
245,2.44,01:26:30:23,1.045,1466.3443,33.625
246,2.45,01:26:30:23,0.9933,1466.3673,33.6603
247,2.46,01:26:30:23,0.897,1466.4317,33.5983
248,2.47,01:26:30:24,0.8637,1466.442,33.661
249,2.48,01:26:30:24,0.8013,1466.4720000000002,33.6673
250,2.49,01:26:30:24,0.7293,1466.525,33.6343
251,2.5,01:26:30:24,0.71,1466.5373,33.699
252,2.51,01:26:31:00,0.6583,1466.556,33.71
253,2.52,01:26:31:00,0.6083,1466.5927,33.68
254,2.53,01:26:31:00,0.5877,1466.5887,33.7063
255,2.54,01:26:31:00,0.5973,1466.5623,33.7893
256,2.55,01:26:31:01,0.5757,1466.549,33.847
257,2.56,01:26:31:01,0.5763,1466.5197,33.9087
258,2.57,01:26:31:01,0.5357,1466.5117,33.935
259,2.58,01:26:31:01,0.5627,1466.4357,34.0747
260,2.59,01:26:31:02,0.5843,1466.4,34.1223
261,2.6,01:26:31:02,0.6517,1466.2977,34.311
262,2.61,01:26:31:02,0.6983,1466.2307,34.3997
263,2.62,01:26:31:02,0.83,1466.105,34.6413
264,2.63,01:26:31:03,0.9337,1465.9977,34.8657
265,2.64,01:26:31:03,1.1420000000000001,1465.8833,35.1963
