Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,01:26:28:12,333.847,1468.257,1486.7179999999998
2,0.01,01:26:28:12,333.846,1468.366,1486.69
3,0.02,01:26:28:12,333.84,1468.464,1486.655
4,0.03,01:26:28:13,333.815,1468.852,1486.836
5,0.04,01:26:28:13,333.755,1468.8339999999998,1486.203
6,0.05,01:26:28:13,333.82300000000004,1468.902,1486.454
7,0.06,01:26:28:13,333.819,1469.004,1486.4160000000002
8,0.07,01:26:28:14,333.837,1469.078,1486.3829999999998
9,0.08,01:26:28:14,333.81800000000004,1469.138,1486.3339999999998
10,0.09,01:26:28:14,333.819,1469.194,1486.316
11,0.1,01:26:28:14,333.82599999999996,1469.229,1486.3139999999999
12,0.11,01:26:28:15,333.837,1469.267,1486.307
13,0.12,01:26:28:15,333.825,1469.2920000000001,1486.3139999999999
14,0.13,01:26:28:15,333.827,1469.3270000000002,1486.3220000000001
15,0.14,01:26:28:15,333.825,1469.36,1486.3270000000002
16,0.15,01:26:28:16,333.84,1469.396,1486.3339999999998
17,0.16,01:26:28:16,333.839,1469.4270000000001,1486.3270000000002
18,0.17,01:26:28:16,333.855,1469.443,1486.3120000000001
19,0.18,01:26:28:16,333.86300000000006,1469.471,1486.3120000000001
20,0.19,01:26:28:17,333.881,1469.4879999999998,1486.3020000000001
21,0.2,01:26:28:17,333.889,1469.523,1486.3010000000002
22,0.21,01:26:28:17,333.902,1469.569,1486.2820000000002
23,0.22,01:26:28:17,333.936,1469.63,1486.277
24,0.23,01:26:28:18,333.958,1469.694,1486.245
25,0.24,01:26:28:18,333.973,1469.774,1486.2120000000002
26,0.25,01:26:28:18,333.99,1469.866,1486.19
27,0.26,01:26:28:18,334.01800000000003,1469.954,1486.1670000000001
28,0.27,01:26:28:19,334.037,1470.05,1486.14
29,0.28,01:26:28:19,334.059,1470.154,1486.1170000000002
30,0.29,01:26:28:19,334.059,1470.266,1486.108
31,0.3,01:26:28:19,334.09,1470.375,1486.1029999999998
32,0.31,01:26:28:20,334.116,1470.469,1486.1
33,0.32,01:26:28:20,334.129,1470.5810000000001,1486.0770000000002
34,0.33,01:26:28:20,334.125,1470.691,1486.0720000000001
35,0.34,01:26:28:20,334.15,1470.8110000000001,1486.076
36,0.35,01:26:28:21,334.18199999999996,1470.92,1486.0629999999999
37,0.36,01:26:28:21,334.186,1471.055,1486.07
38,0.37,01:26:28:21,334.226,1471.162,1486.0610000000001
39,0.38,01:26:28:21,334.22900000000004,1471.285,1486.0539999999999
40,0.39,01:26:28:22,334.274,1471.395,1486.046
41,0.4,01:26:28:22,334.30300000000005,1471.526,1486.055
42,0.41,01:26:28:22,334.33,1471.635,1486.046
43,0.42,01:26:28:22,334.376,1471.755,1486.036
44,0.43,01:26:28:23,334.162,1473.155,1485.271
45,0.44,01:26:28:23,334.191,1473.319,1485.26
46,0.45,01:26:28:23,334.217,1473.473,1485.277
47,0.46,01:26:28:23,334.235,1473.645,1485.283
48,0.47,01:26:28:24,334.25300000000004,1473.789,1485.29
49,0.48,01:26:28:24,334.282,1473.9129999999998,1485.3010000000002
50,0.49,01:26:28:24,334.301,1474.021,1485.266
51,0.5,01:26:28:24,334.32,1474.079,1485.2520000000002
52,0.51,01:26:29:00,334.344,1474.1129999999998,1485.2420000000002
53,0.52,01:26:29:00,334.37199999999996,1474.1370000000002,1485.229
54,0.53,01:26:29:00,334.385,1474.101,1485.201
55,0.54,01:26:29:00,334.39300000000003,1474.069,1485.172
56,0.55,01:26:29:01,334.423,1474.004,1485.165
57,0.56,01:26:29:01,334.458,1473.951,1485.138
58,0.57,01:26:29:01,334.46,1473.871,1485.12
59,0.58,01:26:29:01,334.52099999999996,1473.805,1485.1429999999998
60,0.59,01:26:29:02,334.55800000000005,1473.692,1485.151
61,0.6,01:26:29:02,334.81,1472.4360000000001,1485.817
62,0.61,01:26:29:02,334.85,1472.33,1485.8110000000001
63,0.62,01:26:29:02,334.89,1472.264,1485.828
64,0.63,01:26:29:03,334.935,1472.182,1485.8110000000001
65,0.64,01:26:29:03,334.959,1472.119,1485.8220000000001
66,0.65,01:26:29:03,335.017,1472.066,1485.815
67,0.66,01:26:29:03,335.07800000000003,1472.004,1485.799
68,0.67,01:26:29:04,335.129,1471.944,1485.775
69,0.68,01:26:29:04,335.18300000000005,1471.915,1485.74
70,0.69,01:26:29:04,335.228,1471.869,1485.724
71,0.7,01:26:29:04,335.287,1471.849,1485.685
72,0.71,01:26:29:05,335.335,1471.817,1485.6570000000002
73,0.72,01:26:29:05,335.394,1471.767,1485.645
74,0.73,01:26:29:05,335.467,1471.749,1485.6229999999998
75,0.74,01:26:29:05,335.534,1471.682,1485.6
76,0.75,01:26:29:06,335.60400000000004,1471.635,1485.5829999999999
77,0.76,01:26:29:06,335.654,1471.596,1485.56
78,0.77,01:26:29:06,335.725,1471.558,1485.5420000000001
79,0.78,01:26:29:06,335.759,1471.535,1485.506
80,0.79,01:26:29:07,335.806,1471.485,1485.503
81,0.8,01:26:29:07,335.847,1471.4489999999998,1485.477
82,0.81,01:26:29:07,335.89599999999996,1471.3970000000002,1485.4389999999999
83,0.82,01:26:29:07,335.934,1471.345,1485.411
84,0.83,01:26:29:08,335.978,1471.3039999999999,1485.4
85,0.84,01:26:29:08,336.03,1471.256,1485.3970000000002
86,0.85,01:26:29:08,335.85699999999997,1472.31,1484.727
87,0.86,01:26:29:08,335.892,1472.257,1484.703
88,0.87,01:26:29:09,335.92699999999996,1472.235,1484.642
89,0.88,01:26:29:09,335.94699999999995,1472.128,1484.598
90,0.89,01:26:29:09,336.23800000000006,1470.856,1485.2820000000002
91,0.9,01:26:29:09,336.06800000000004,1471.9160000000002,1484.599
92,0.91,01:26:29:10,336.116,1471.8220000000001,1484.568
93,0.92,01:26:29:10,336.158,1471.701,1484.557
94,0.93,01:26:29:10,336.219,1471.595,1484.549
