Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,01:26:28:12,213.084,1478.7079999999999,1484.885
2,0.01,01:26:28:12,213.0575,1478.8075,1484.8675
3,0.02,01:26:28:12,213.033,1478.8995,1484.8505
4,0.03,01:26:28:13,213.0065,1479.158,1484.9315
5,0.04,01:26:28:13,212.925,1479.1570000000002,1484.4820000000002
6,0.05,01:26:28:13,212.933,1479.2395,1484.576
7,0.06,01:26:28:13,212.91099999999997,1479.332,1484.5475
8,0.07,01:26:28:14,212.8945,1479.3995,1484.5320000000002
9,0.08,01:26:28:14,212.8725,1479.469,1484.5
10,0.09,01:26:28:14,212.8565,1479.529,1484.481
11,0.1,01:26:28:14,212.8555,1479.5675,1484.4775
12,0.11,01:26:28:15,212.83,1479.6,1484.48
13,0.12,01:26:28:15,212.81099999999998,1479.6285,1484.485
14,0.13,01:26:28:15,212.8025,1479.654,1484.4920000000002
15,0.14,01:26:28:15,212.7875,1479.6870000000001,1484.499
16,0.15,01:26:28:16,212.783,1479.71,1484.5045
17,0.16,01:26:28:16,212.771,1479.729,1484.51
18,0.17,01:26:28:16,212.7615,1479.736,1484.5065
19,0.18,01:26:28:16,212.757,1479.7515,1484.52
20,0.19,01:26:28:17,212.753,1479.7545,1484.507
21,0.2,01:26:28:17,212.7505,1479.7745,1484.5135
22,0.21,01:26:28:17,212.757,1479.8110000000001,1484.5045
23,0.22,01:26:28:17,212.774,1479.86,1484.499
24,0.23,01:26:28:18,212.78099999999998,1479.908,1484.4775
25,0.24,01:26:28:18,212.7985,1479.9635,1484.467
26,0.25,01:26:28:18,212.803,1480.0255,1484.4470000000001
27,0.26,01:26:28:18,212.8245,1480.09,1484.4345
28,0.27,01:26:28:19,212.832,1480.1555,1484.4160000000002
29,0.28,01:26:28:19,212.847,1480.2215,1484.3965
30,0.29,01:26:28:19,212.8445,1480.3085,1484.388
31,0.3,01:26:28:19,212.863,1480.3945,1484.3775
32,0.31,01:26:28:20,212.8755,1480.483,1484.374
33,0.32,01:26:28:20,212.8805,1480.5685,1484.356
34,0.33,01:26:28:20,212.889,1480.6715,1484.351
35,0.34,01:26:28:20,212.8965,1480.7835,1484.342
36,0.35,01:26:28:21,212.91099999999997,1480.8925,1484.3315
37,0.36,01:26:28:21,212.9145,1481.017,1484.3139999999999
38,0.37,01:26:28:21,212.9275,1481.1235,1484.2995
