Frame,Time,SMPTE,bar_left_wrist_x,bar_left_wrist_y,bar_left_wrist_z
1,0.0,01:26:28:12,908.0665,1539.7355,1419.0515
2,0.01,01:26:28:12,908.062,1539.5620000000001,1418.6755
3,0.02,01:26:28:12,908.0505,1539.399,1418.3575
4,0.03,01:26:28:13,907.855,1539.2745,1418.046
5,0.04,01:26:28:13,907.862,1539.151,1417.661
6,0.05,01:26:28:13,907.7689999999999,1539.0215,1417.4855
7,0.06,01:26:28:13,907.7535,1538.89,1417.2060000000001
8,0.07,01:26:28:14,907.748,1538.7795,1416.955
9,0.08,01:26:28:14,907.7225,1538.6865,1416.737
10,0.09,01:26:28:14,907.707,1538.6255,1416.5405
11,0.1,01:26:28:14,907.693,1538.5975,1416.356
12,0.11,01:26:28:15,907.686,1538.6095,1416.1955
13,0.12,01:26:28:15,907.6715,1538.6585,1416.0720000000001
14,0.13,01:26:28:15,907.677,1538.736,1415.976
15,0.14,01:26:28:15,907.676,1538.845,1415.898
16,0.15,01:26:28:16,907.6865,1538.9855,1415.8765
17,0.16,01:26:28:16,907.685,1539.1335,1415.849
18,0.17,01:26:28:16,907.6925,1539.3115,1415.904
19,0.18,01:26:28:16,907.695,1539.487,1415.9460000000001
20,0.19,01:26:28:17,907.683,1539.6565,1416.001
21,0.2,01:26:28:17,907.678,1539.83,1416.0925
22,0.21,01:26:28:17,907.687,1540.02,1416.1885
23,0.22,01:26:28:17,907.71,1540.1985,1416.315
24,0.23,01:26:28:18,907.7255,1540.362,1416.406
25,0.24,01:26:28:18,907.737,1540.527,1416.531
26,0.25,01:26:28:18,907.7445,1540.6729999999998,1416.6505
27,0.26,01:26:28:18,907.7745,1540.8120000000001,1416.7845
28,0.27,01:26:28:19,907.7735,1540.9260000000002,1416.922
29,0.28,01:26:28:19,907.778,1541.0165,1417.0435
30,0.29,01:26:28:19,907.788,1541.085,1417.1370000000002
31,0.3,01:26:28:19,907.7965,1541.1185,1417.2020000000002
32,0.31,01:26:28:20,907.802,1541.146,1417.229
33,0.32,01:26:28:20,907.819,1541.1445,1417.239
34,0.33,01:26:28:20,907.8445,1541.1575,1417.2135
35,0.34,01:26:28:20,907.865,1541.162,1417.17
