Frame,Time,SMPTE,bar_right_knee_x,bar_right_knee_y,bar_right_knee_z
1,0.0,01:11:56.12:01,253.1905,447.9245,2.8485
2,0.01,01:11:56.12:02,253.077,447.92,2.8915
3,0.02,01:11:56.12:03,252.947,447.918,2.915
4,0.03,01:11:56.13:00,253.003,447.9165,2.991
5,0.04,01:11:56.13:01,252.8535,447.9255,2.861
6,0.05,01:11:56.13:02,252.722,447.925,2.891
7,0.06,01:11:56.13:03,252.588,447.9275,2.9019999999999997
8,0.07,01:11:56.14:00,252.4565,447.9435,2.8975
9,0.08,01:11:56.14:01,252.32,447.94199999999995,2.8925
10,0.09,01:11:56.14:02,252.179,447.94300000000004,2.9035
11,0.1,01:11:56.14:03,252.048,447.9365,2.8985
12,0.11,01:11:56.15:00,251.91400000000002,447.9345,2.8815
13,0.12,01:11:56.15:01,251.7875,447.925,2.86
14,0.13,01:11:56.15:02,251.68599999999998,447.926,2.8315
15,0.14,01:11:56.15:03,251.576,447.923,2.7769999999999997
16,0.15,01:11:56.16:00,251.5005,447.918,2.7260000000000004
17,0.16,01:11:56.16:01,251.43099999999998,447.909,2.674
18,0.17,01:11:56.16:02,251.37599999999998,447.904,2.6155
19,0.18,01:11:56.16:03,251.332,447.9065,2.562
20,0.19,01:11:56.17:00,251.2905,447.903,2.516
21,0.2,01:11:56.17:01,251.2545,447.89300000000003,2.4645
22,0.21,01:11:56.17:02,251.2045,447.8815,2.4165
23,0.22,01:11:56.17:03,251.1505,447.8715,2.369
24,0.23,01:11:56.18:00,251.1085,447.853,2.333
25,0.24,01:11:56.18:01,251.0425,447.8365,2.3015
26,0.25,01:11:56.18:02,250.9485,447.8255,2.261
27,0.26,01:11:56.18:03,250.8715,447.8265,2.182
28,0.27,01:11:56.19:00,250.7655,447.81199999999995,2.1195
29,0.28,01:11:56.19:01,250.62900000000002,447.814,2.0325
30,0.29,01:11:56.19:02,250.513,447.7985,1.9445
31,0.3,01:11:56.19:03,250.359,447.8125,1.865
32,0.31,01:11:56.20:00,250.2325,447.80699999999996,1.7885
33,0.32,01:11:56.20:01,250.097,447.811,1.735
34,0.33,01:11:56.20:02,249.995,447.7985,1.685
35,0.34,01:11:56.20:03,249.8775,447.783,1.6325
36,0.35,01:11:56.21:00,249.785,447.76099999999997,1.5935
37,0.36,01:11:56.21:01,249.7065,447.7495,1.5645
38,0.37,01:11:56.21:02,249.637,447.74800000000005,1.5295
39,0.38,01:11:56.21:03,249.5905,447.741,1.4805
40,0.39,01:11:56.22:00,249.56599999999997,447.7345,1.4380000000000002
41,0.4,01:11:56.22:01,249.5585,447.7355,1.399
42,0.41,01:11:56.22:02,249.545,447.745,1.3575
43,0.42,01:11:56.22:03,249.5395,447.7435,1.3095
44,0.43,01:11:56.23:00,249.5515,447.735,1.2770000000000001
45,0.44,01:11:56.23:01,249.5515,447.74800000000005,1.232
46,0.45,01:11:56.23:02,249.582,447.7345,1.2075
47,0.46,01:11:56.23:03,249.606,447.73900000000003,1.1575
48,0.47,01:11:56.24:00,249.6365,447.728,1.1135
49,0.48,01:11:56.24:01,249.646,447.7125,1.087
50,0.49,01:11:56.24:02,249.6855,447.714,1.043
51,0.5,01:11:56.24:03,249.717,447.7055,1.0075
52,0.51,01:11:57.00:00,249.748,447.7015,0.9690000000000001
53,0.52,01:11:57.00:01,249.7525,447.6915,0.909
54,0.53,01:11:57.00:02,249.798,447.6825,0.8575
55,0.54,01:11:57.00:03,249.8345,447.6565,0.8065
56,0.55,01:11:57.01:00,249.87599999999998,447.6375,0.742
57,0.56,01:11:57.01:01,249.9185,447.6205,0.701
58,0.57,01:11:57.01:02,249.9625,447.6105,0.6595
59,0.58,01:11:57.01:03,250.045,447.591,0.593
60,0.59,01:11:57.02:00,250.101,447.574,0.5265
61,0.6,01:11:57.02:01,250.1645,447.56300000000005,0.4645
62,0.61,01:11:57.02:02,250.2525,447.5655,0.4005
63,0.62,01:11:57.02:03,250.35,447.5495,0.3485
64,0.63,01:11:57.03:00,250.438,447.543,0.298
65,0.64,01:11:57.03:01,250.5485,447.5225,0.266
66,0.65,01:11:57.03:02,250.6415,447.5255,0.25
67,0.66,01:11:57.03:03,250.7255,447.514,0.235
68,0.67,01:11:57.04:00,250.824,447.5085,0.22899999999999998
69,0.68,01:11:57.04:01,250.8835,447.504,0.24100000000000002
70,0.69,01:11:57.04:02,250.947,447.5055,0.23800000000000002
71,0.7,01:11:57.04:03,250.99599999999998,447.4965,0.2435
72,0.71,01:11:57.05:00,251.0515,447.4955,0.23
73,0.72,01:11:57.05:01,251.1,447.504,0.2205
74,0.73,01:11:57.05:02,251.1375,447.4965,0.2215
75,0.74,01:11:57.05:03,251.1735,447.495,0.2115
76,0.75,01:11:57.06:00,251.203,447.506,0.207
77,0.76,01:11:57.06:01,251.232,447.495,0.2015
78,0.77,01:11:57.06:02,251.2335,447.50800000000004,0.225
79,0.78,01:11:57.06:03,251.264,447.5155,0.223
80,0.79,01:11:57.07:00,251.2815,447.51599999999996,0.23399999999999999
81,0.8,01:11:57.07:01,251.28400000000002,447.51599999999996,0.272
82,0.81,01:11:57.07:02,251.3,447.525,0.2855
83,0.82,01:11:57.07:03,251.3135,447.534,0.304
84,0.83,01:11:57.08:00,251.3195,447.538,0.33
85,0.84,01:11:57.08:01,251.331,447.525,0.35600000000000004
86,0.85,01:11:57.08:02,251.331,447.5485,0.3775
87,0.86,01:11:57.08:03,251.3505,447.5385,0.402
88,0.87,01:11:57.09:00,251.3445,447.5435,0.408
89,0.88,01:11:57.09:01,251.3625,447.5465,0.42700000000000005
90,0.89,01:11:57.09:02,251.36900000000003,447.5265,0.425
91,0.9,01:11:57.09:03,251.365,447.5395,0.4255
92,0.91,01:11:57.10:00,251.38,447.5285,0.4375
93,0.92,01:11:57.10:01,251.3785,447.5455,0.447
94,0.93,01:11:57.10:02,251.3905,447.5425,0.457
95,0.94,01:11:57.10:03,251.43,447.533,0.4685
96,0.95,01:11:57.11:00,251.44,447.529,0.4735
97,0.96,01:11:57.11:01,251.46200000000002,447.526,0.4865
98,0.97,01:11:57.11:02,251.5055,447.5295,0.5145
99,0.98,01:11:57.11:03,251.52599999999998,447.5285,0.54
100,0.99,01:11:57.12:00,251.5495,447.5245,0.5595
101,1.0,01:11:57.12:01,251.565,447.525,0.5875
102,1.01,01:11:57.12:02,251.5855,447.5335,0.6155
103,1.02,01:11:57.12:03,251.6015,447.5365,0.6475
104,1.03,01:11:57.13:00,251.5905,447.5355,0.675
105,1.04,01:11:57.13:01,251.5775,447.529,0.6970000000000001
106,1.05,01:11:57.13:02,251.597,447.5285,0.73
107,1.06,01:11:57.13:03,251.5985,447.534,0.7475
108,1.07,01:11:57.14:00,251.5905,447.5365,0.7859999999999999
109,1.08,01:11:57.14:01,251.6075,447.5265,0.8170000000000001
110,1.09,01:11:57.14:02,251.6,447.5225,0.8505
111,1.1,01:11:57.14:03,251.637,447.5135,0.895
112,1.11,01:11:57.15:00,251.653,447.5195,0.925
113,1.12,01:11:57.15:01,251.6825,447.523,0.9755
114,1.13,01:11:57.15:02,251.7055,447.5085,1.0270000000000001
115,1.14,01:11:57.15:03,251.7375,447.5145,1.0495
116,1.15,01:11:57.16:00,251.774,447.5075,1.088
117,1.16,01:11:57.16:01,251.8005,447.504,1.1245
118,1.17,01:11:57.16:02,251.8505,447.496,1.1615
119,1.18,01:11:57.16:03,251.872,447.504,1.2055
120,1.19,01:11:57.17:00,251.903,447.5075,1.249
