Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,01:11:56.12:01,208.8415,1007.677,-20.605999999999998
2,0.01,01:11:56.12:02,208.61900000000003,1007.659,-20.6135
3,0.02,01:11:56.12:03,208.3995,1007.6365,-20.616999999999997
4,0.03,01:11:56.13:00,208.206,1007.8675,-20.434
5,0.04,01:11:56.13:01,208.0085,1008.034,-20.4835
6,0.05,01:11:56.13:02,207.636,1007.8215,-20.5425
7,0.06,01:11:56.13:03,207.38400000000001,1007.7895,-20.5665
8,0.07,01:11:56.14:00,207.1305,1007.7635,-20.6065
9,0.08,01:11:56.14:01,206.8895,1007.738,-20.6595
10,0.09,01:11:56.14:02,206.6655,1007.7239999999999,-20.7205
11,0.1,01:11:56.14:03,206.39,1007.7275,-20.7985
12,0.11,01:11:56.15:00,206.1505,1007.7115,-20.8685
13,0.12,01:11:56.15:01,205.9195,1007.7189999999999,-20.9325
14,0.13,01:11:56.15:02,205.679,1007.699,-21.0335
15,0.14,01:11:56.15:03,205.423,1007.6945,-21.162
16,0.15,01:11:56.16:00,205.1445,1007.6825,-21.295
17,0.16,01:11:56.16:01,204.887,1007.6555,-21.4095
18,0.17,01:11:56.16:02,204.63400000000001,1007.648,-21.56
19,0.18,01:11:56.16:03,204.3725,1007.6275,-21.7125
20,0.19,01:11:56.17:00,204.1195,1007.6105,-21.8555
21,0.2,01:11:56.17:01,203.8835,1007.6005,-22.0145
22,0.21,01:11:56.17:02,203.66,1007.5785,-22.1595
23,0.22,01:11:56.17:03,203.4385,1007.549,-22.294
24,0.23,01:11:56.18:00,203.2315,1007.5310000000001,-22.4565
25,0.24,01:11:56.18:01,203.02700000000002,1007.5110000000001,-22.6115
26,0.25,01:11:56.18:02,202.854,1007.4955,-22.785999999999998
27,0.26,01:11:56.18:03,202.692,1007.4715,-22.945999999999998
28,0.27,01:11:56.19:00,202.5495,1007.455,-23.1125
29,0.28,01:11:56.19:01,202.43599999999998,1007.4535,-23.2615
30,0.29,01:11:56.19:02,202.343,1007.4505,-23.435
31,0.3,01:11:56.19:03,202.2595,1007.454,-23.6135
32,0.31,01:11:56.20:00,202.2025,1007.4525,-23.7625
33,0.32,01:11:56.20:01,202.139,1007.441,-23.928
34,0.33,01:11:56.20:02,202.09900000000002,1007.451,-24.0605
35,0.34,01:11:56.20:03,202.0565,1007.433,-24.2125
36,0.35,01:11:56.21:00,202.019,1007.422,-24.3485
37,0.36,01:11:56.21:01,201.9795,1007.409,-24.489
38,0.37,01:11:56.21:02,201.968,1007.3985,-24.624000000000002
39,0.38,01:11:56.21:03,201.96,1007.3860000000001,-24.7425
40,0.39,01:11:56.22:00,201.9435,1007.367,-24.8665
41,0.4,01:11:56.22:01,201.94,1007.3535,-24.9835
42,0.41,01:11:56.22:02,201.93599999999998,1007.33,-25.0785
43,0.42,01:11:56.22:03,201.93400000000003,1007.3330000000001,-25.1955
44,0.43,01:11:56.23:00,201.94099999999997,1007.3085,-25.3065
45,0.44,01:11:56.23:01,201.95,1007.296,-25.4165
46,0.45,01:11:56.23:02,201.96,1007.2715,-25.515
47,0.46,01:11:56.23:03,201.9685,1007.2695,-25.615
48,0.47,01:11:56.24:00,201.993,1007.2575,-25.7025
49,0.48,01:11:56.24:01,202.016,1007.2225,-25.79
50,0.49,01:11:56.24:02,202.0225,1007.22,-25.874000000000002
51,0.5,01:11:56.24:03,202.06599999999997,1007.196,-25.9555
52,0.51,01:11:57.00:00,202.0925,1007.1635,-26.0375
53,0.52,01:11:57.00:01,202.114,1007.1515,-26.101
54,0.53,01:11:57.00:02,202.1325,1007.1189999999999,-26.1675
