Frame,Time,SMPTE,bar_right_elbow_x,bar_right_elbow_y,bar_right_elbow_z
1,0.0,01:11:56.12:01,236.718,1315.2879999999998,-367.7525
2,0.01,01:11:56.12:02,236.5745,1315.227,-367.9165
3,0.02,01:11:56.12:03,236.4255,1315.1645,-368.0665
4,0.03,01:11:56.13:00,236.477,1315.0485,-368.2365
5,0.04,01:11:56.13:01,236.4365,1314.9395,-368.344
6,0.05,01:11:56.13:02,236.3255,1314.8575,-368.4825
7,0.06,01:11:56.13:03,236.239,1314.7775,-368.6125
8,0.07,01:11:56.14:00,236.15599999999998,1314.704,-368.751
9,0.08,01:11:56.14:01,236.05700000000002,1314.6075,-368.88599999999997
10,0.09,01:11:56.14:02,235.9675,1314.487,-369.032
11,0.1,01:11:56.14:03,235.882,1314.385,-369.1505
12,0.11,01:11:56.15:00,235.8025,1314.273,-369.2745
13,0.12,01:11:56.15:01,235.7115,1314.1415,-369.39099999999996
14,0.13,01:11:56.15:02,235.5855,1314.0205,-369.4805
15,0.14,01:11:56.15:03,235.4935,1313.8970000000002,-369.577
16,0.15,01:11:56.16:00,235.3875,1313.777,-369.6885
17,0.16,01:11:56.16:01,235.2885,1313.649,-369.816
18,0.17,01:11:56.16:02,235.204,1313.5145,-369.9585
19,0.18,01:11:56.16:03,235.11900000000003,1313.3815,-370.0875
20,0.19,01:11:56.17:00,235.042,1313.264,-370.1975
21,0.2,01:11:56.17:01,234.982,1313.1470000000002,-370.3225
22,0.21,01:11:56.17:02,234.918,1313.0639999999999,-370.4495
23,0.22,01:11:56.17:03,234.8695,1312.9625,-370.5605
24,0.23,01:11:56.18:00,234.83599999999998,1312.8835,-370.7025
25,0.24,01:11:56.18:01,234.7915,1312.7975,-370.8565
26,0.25,01:11:56.18:02,234.7675,1312.7120000000002,-371.0275
27,0.26,01:11:56.18:03,234.7505,1312.622,-371.1975
28,0.27,01:11:56.19:00,234.709,1312.5545,-371.37699999999995
29,0.28,01:11:56.19:01,234.702,1312.475,-371.56800000000004
30,0.29,01:11:56.19:02,234.6865,1312.4025,-371.77
31,0.3,01:11:56.19:03,234.7175,1312.3429999999998,-371.98699999999997
32,0.31,01:11:56.20:00,234.7245,1312.293,-372.2035
33,0.32,01:11:56.20:01,234.7525,1312.2565,-372.38300000000004
34,0.33,01:11:56.20:02,234.78799999999998,1312.213,-372.5725
35,0.34,01:11:56.20:03,234.8185,1312.174,-372.76
36,0.35,01:11:56.21:00,234.84400000000002,1312.158,-372.931
37,0.36,01:11:56.21:01,234.856,1312.1345,-373.1195
38,0.37,01:11:56.21:02,234.88099999999997,1312.1355,-373.3
39,0.38,01:11:56.21:03,234.907,1312.1045,-373.50300000000004
40,0.39,01:11:56.22:00,234.9385,1312.0655,-373.7225
41,0.4,01:11:56.22:01,234.9485,1312.0365,-373.92
42,0.41,01:11:56.22:02,234.9795,1311.995,-374.1055
43,0.42,01:11:56.22:03,234.9975,1311.9675,-374.3
44,0.43,01:11:56.23:00,235.0745,1311.9275,-374.5195
45,0.44,01:11:56.23:01,235.12599999999998,1311.878,-374.7385
46,0.45,01:11:56.23:02,235.199,1311.8385,-374.931
47,0.46,01:11:56.23:03,235.27,1311.81,-375.1025
48,0.47,01:11:56.24:00,235.3605,1311.7755,-375.30699999999996
49,0.48,01:11:56.24:01,235.481,1311.7105,-375.525
50,0.49,01:11:56.24:02,235.584,1311.6605,-375.7025
51,0.5,01:11:56.24:03,235.6945,1311.6025,-375.876
52,0.51,01:11:57.00:00,235.7805,1311.5705,-376.0465
53,0.52,01:11:57.00:01,235.875,1311.521,-376.2145
54,0.53,01:11:57.00:02,235.984,1311.47,-376.389
55,0.54,01:11:57.00:03,236.07299999999998,1311.4005,-376.5595
56,0.55,01:11:57.01:00,236.1845,1311.3339999999998,-376.74
57,0.56,01:11:57.01:01,236.2825,1311.2445,-376.8975
58,0.57,01:11:57.01:02,236.3615,1311.155,-377.045
59,0.58,01:11:57.01:03,236.468,1311.068,-377.1875
60,0.59,01:11:57.02:00,236.56400000000002,1310.9525,-377.329
61,0.6,01:11:57.02:01,236.65599999999998,1310.8565,-377.459
62,0.61,01:11:57.02:02,236.72799999999998,1310.737,-377.58
63,0.62,01:11:57.02:03,236.805,1310.6145,-377.6805
64,0.63,01:11:57.03:00,236.8605,1310.4685,-377.7565
65,0.64,01:11:57.03:01,236.899,1310.3295,-377.84
66,0.65,01:11:57.03:02,236.9205,1310.1960000000001,-377.921
67,0.66,01:11:57.03:03,236.93900000000002,1310.0825,-378.0165
68,0.67,01:11:57.04:00,236.9505,1309.9515,-378.1165
69,0.68,01:11:57.04:01,236.99200000000002,1309.813,-378.2015
70,0.69,01:11:57.04:02,237.043,1309.6755,-378.29400000000004
71,0.7,01:11:57.04:03,237.06599999999997,1309.5285,-378.379
72,0.71,01:11:57.05:00,237.09,1309.4445,-378.44199999999995
73,0.72,01:11:57.05:01,237.095,1309.336,-378.4935
74,0.73,01:11:57.05:02,237.1185,1309.2465,-378.536
75,0.74,01:11:57.05:03,237.1425,1309.162,-378.569
76,0.75,01:11:57.06:00,237.1625,1309.1015,-378.579
77,0.76,01:11:57.06:01,237.188,1309.0685,-378.60699999999997
78,0.77,01:11:57.06:02,237.199,1309.055,-378.6255
79,0.78,01:11:57.06:03,237.2065,1309.0405,-378.649
80,0.79,01:11:57.07:00,237.2295,1309.0555,-378.6485
81,0.8,01:11:57.07:01,237.2485,1309.05,-378.6465
82,0.81,01:11:57.07:02,237.25,1309.0710000000001,-378.653
83,0.82,01:11:57.07:03,237.2715,1309.0845,-378.6395
84,0.83,01:11:57.08:00,237.2825,1309.1115,-378.64300000000003
85,0.84,01:11:57.08:01,237.2835,1309.121,-378.6315
86,0.85,01:11:57.08:02,237.3195,1309.1625,-378.6245
87,0.86,01:11:57.08:03,237.3555,1309.2075,-378.5955
88,0.87,01:11:57.09:00,237.3815,1309.2725,-378.566
89,0.88,01:11:57.09:01,237.412,1309.3165,-378.5355
90,0.89,01:11:57.09:02,237.4605,1309.3565,-378.49800000000005
91,0.9,01:11:57.09:03,237.503,1309.4165,-378.4685
92,0.91,01:11:57.10:00,237.56099999999998,1309.4665,-378.416
93,0.92,01:11:57.10:01,237.6105,1309.52,-378.3635
94,0.93,01:11:57.10:02,237.6725,1309.595,-378.3065
95,0.94,01:11:57.10:03,237.74400000000003,1309.6485,-378.23900000000003
96,0.95,01:11:57.11:00,237.7905,1309.697,-378.19300000000004
97,0.96,01:11:57.11:01,237.8475,1309.7525,-378.12199999999996
98,0.97,01:11:57.11:02,237.90400000000002,1309.8095,-378.0315
99,0.98,01:11:57.11:03,237.919,1309.8725,-377.955
100,0.99,01:11:57.12:00,237.967,1309.9189999999999,-377.8605
101,1.0,01:11:57.12:01,238.01,1309.9735,-377.775
102,1.01,01:11:57.12:02,238.0615,1310.0285,-377.68
103,1.02,01:11:57.12:03,238.123,1310.0945,-377.585
104,1.03,01:11:57.13:00,238.1865,1310.13,-377.4925
105,1.04,01:11:57.13:01,238.2175,1310.1689999999999,-377.398
106,1.05,01:11:57.13:02,238.2585,1310.218,-377.31
107,1.06,01:11:57.13:03,238.282,1310.2665,-377.2005
108,1.07,01:11:57.14:00,238.30200000000002,1310.3445,-377.091
109,1.08,01:11:57.14:01,238.3305,1310.3980000000001,-376.969
