Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,01:11:56.12:01,153.8652,1623.0954,93.0002
2,0.01,01:11:56.12:02,154.505,1623.2584,92.9024
3,0.02,01:11:56.12:03,155.0986,1623.4154,92.7698
4,0.03,01:11:56.13:00,155.6616,1623.7178,92.621
5,0.04,01:11:56.13:01,156.165,1623.7638,92.5074
6,0.05,01:11:56.13:02,156.6852,1623.869,92.3708
7,0.06,01:11:56.13:03,157.2078,1623.9664,92.2356
8,0.07,01:11:56.14:00,157.6968,1624.0472,92.134
9,0.08,01:11:56.14:01,158.1832,1624.1388,92.0054
10,0.09,01:11:56.14:02,158.6912,1624.2252,91.8638
11,0.1,01:11:56.14:03,159.1732,1624.3034,91.7184
12,0.11,01:11:56.15:00,159.656,1624.3766,91.552
13,0.12,01:11:56.15:01,160.1248,1624.4314,91.3984
14,0.13,01:11:56.15:02,160.6022,1624.485,91.2482
15,0.14,01:11:56.15:03,161.0742,1624.5246,91.0722
16,0.15,01:11:56.16:00,161.5364,1624.5584,90.8908
17,0.16,01:11:56.16:01,162.0054,1624.5822,90.7156
18,0.17,01:11:56.16:02,162.4494,1624.6116,90.5318
19,0.18,01:11:56.16:03,162.8982,1624.6206,90.359
20,0.19,01:11:56.17:00,163.3462,1624.6266,90.171
21,0.2,01:11:56.17:01,163.7904,1624.6206,90.0018
22,0.21,01:11:56.17:02,164.2244,1624.615,89.8184
23,0.22,01:11:56.17:03,164.6328,1624.5848,89.6396
24,0.23,01:11:56.18:00,165.0234,1624.57,89.4648
25,0.24,01:11:56.18:01,165.4024,1624.5446,89.2792
26,0.25,01:11:56.18:02,165.7622,1624.5198,89.1028
27,0.26,01:11:56.18:03,166.0976,1624.4926,88.9234
28,0.27,01:11:56.19:00,166.4286,1624.457,88.7332
29,0.28,01:11:56.19:01,166.7364,1624.4426,88.5404
30,0.29,01:11:56.19:02,167.019,1624.421,88.331
31,0.3,01:11:56.19:03,167.297,1624.4088,88.1258
32,0.31,01:11:56.20:00,167.5496,1624.3882,87.9078
33,0.32,01:11:56.20:01,167.7948,1624.3682,87.6844
34,0.33,01:11:56.20:02,168.0254,1624.3402,87.4578
35,0.34,01:11:56.20:03,168.265,1624.3172,87.2074
36,0.35,01:11:56.21:00,168.4894,1624.279,86.9462
37,0.36,01:11:56.21:01,168.7268,1624.243,86.669
38,0.37,01:11:56.21:02,168.9506,1624.2122,86.384
39,0.38,01:11:56.21:03,169.1824,1624.1882,86.0802
40,0.39,01:11:56.22:00,169.4158,1624.1568,85.7656
41,0.4,01:11:56.22:01,169.6458,1624.1366,85.4416
42,0.41,01:11:56.22:02,169.8874,1624.1234,85.1124
43,0.42,01:11:56.22:03,170.1444,1624.1228,84.7686
44,0.43,01:11:56.23:00,170.3858,1624.1166,84.43799999999997
45,0.44,01:11:56.23:01,170.6618,1624.1276,84.0712
46,0.45,01:11:56.23:02,170.92,1624.1204,83.7232
47,0.46,01:11:56.23:03,171.1664,1624.112,83.3786
48,0.47,01:11:56.24:00,171.4216,1624.111,83.02
49,0.48,01:11:56.24:01,171.6846,1624.1102,82.6686
50,0.49,01:11:56.24:02,171.9306,1624.1134,82.3324
51,0.5,01:11:56.24:03,172.165,1624.1122,81.9862
52,0.51,01:11:57.00:00,172.4172,1624.1118,81.6372
53,0.52,01:11:57.00:01,172.6454,1624.1126,81.3066
54,0.53,01:11:57.00:02,172.866,1624.116,80.9686
55,0.54,01:11:57.00:03,173.0708,1624.1214,80.6314
56,0.55,01:11:57.01:00,173.2822,1624.1256,80.3202
57,0.56,01:11:57.01:01,173.4848,1624.1534,80.0068
58,0.57,01:11:57.01:02,173.675,1624.1812,79.7036
59,0.58,01:11:57.01:03,173.8712,1624.2128,79.4012
60,0.59,01:11:57.02:00,174.0674,1624.2548,79.1202
61,0.6,01:11:57.02:01,174.2832,1624.2982,78.8544
62,0.61,01:11:57.02:02,174.5136,1624.3358,78.5804
63,0.62,01:11:57.02:03,174.7436,1624.384,78.3298
64,0.63,01:11:57.03:00,175.0084,1624.4408,78.0984
65,0.64,01:11:57.03:01,175.2698,1624.4866,77.8986
66,0.65,01:11:57.03:02,175.5266,1624.5352,77.6954
67,0.66,01:11:57.03:03,175.8136,1624.5842,77.5222
68,0.67,01:11:57.04:00,176.0936,1624.6314,77.3366
69,0.68,01:11:57.04:01,176.3598,1624.6722,77.181
70,0.69,01:11:57.04:02,176.6232,1624.7106,77.0318
71,0.7,01:11:57.04:03,176.8598,1624.7388,76.9014
72,0.71,01:11:57.05:00,177.101,1624.7642,76.781
73,0.72,01:11:57.05:01,177.3134,1624.7874,76.673
