Frame,Time,SMPTE,bar_left_wrist_x,bar_left_wrist_y,bar_left_wrist_z
1,0.0,01:11:56.12:01,246.827,1321.4170000000001,756.3789999999999
2,0.01,01:11:56.12:02,246.7765,1321.7420000000002,756.258
3,0.02,01:11:56.12:03,246.674,1322.098,756.1305
4,0.03,01:11:56.13:00,246.8045,1322.5745,756.8615
5,0.04,01:11:56.13:01,246.8915,1322.9270000000001,756.4989999999999
6,0.05,01:11:56.13:02,246.438,1323.1785,756.054
7,0.06,01:11:56.13:03,246.6265,1323.64,756.1545
8,0.07,01:11:56.14:00,246.426,1324.009,756.072
9,0.08,01:11:56.14:01,246.291,1324.379,755.9375
10,0.09,01:11:56.14:02,246.1215,1324.751,755.823
11,0.1,01:11:56.14:03,245.7795,1324.9375,755.35
12,0.11,01:11:56.15:00,245.5345,1325.3239999999998,755.3005
13,0.12,01:11:56.15:01,245.417,1325.621,755.1389999999999
14,0.13,01:11:56.15:02,245.46200000000002,1326.1355,755.3439999999999
15,0.14,01:11:56.15:03,245.0545,1326.2755,754.9365
16,0.15,01:11:56.16:00,245.0435,1326.7995,755.1619999999999
17,0.16,01:11:56.16:01,244.61599999999999,1326.915,754.7510000000001
18,0.17,01:11:56.16:02,244.574,1327.4155,755.023
19,0.18,01:11:56.16:03,244.3425,1327.7095,754.9305
20,0.19,01:11:56.17:00,244.0775,1327.991,754.829
21,0.2,01:11:56.17:01,243.8155,1328.2415,754.7005
22,0.21,01:11:56.17:02,243.34,1328.3475,754.3275
23,0.22,01:11:56.17:03,243.082,1328.545,754.1875
24,0.23,01:11:56.18:00,242.80599999999998,1328.7375,754.0805
25,0.24,01:11:56.18:01,242.554,1328.88,753.9415
26,0.25,01:11:56.18:02,242.3235,1329.0175,753.797
27,0.26,01:11:56.18:03,242.299,1329.306,753.947
28,0.27,01:11:56.19:00,241.863,1329.2255,753.5075
29,0.28,01:11:56.19:01,241.862,1329.5,753.6515
30,0.29,01:11:56.19:02,241.45,1329.3805,753.196
31,0.3,01:11:56.19:03,241.25799999999998,1329.4360000000001,753.05
32,0.31,01:11:56.20:00,241.07299999999998,1329.494,752.89
33,0.32,01:11:56.20:01,240.8955,1329.5529999999999,752.7280000000001
34,0.33,01:11:56.20:02,240.7095,1329.6125,752.549
35,0.34,01:11:56.20:03,240.7515,1329.8365,752.6955
36,0.35,01:11:56.21:00,240.3815,1329.756,752.2055
37,0.36,01:11:56.21:01,240.1925,1329.8470000000002,752.0239999999999
38,0.37,01:11:56.21:02,240.232,1330.095,752.1215
39,0.38,01:11:56.21:03,239.8835,1330.0255,751.633
40,0.39,01:11:56.22:00,239.93099999999998,1330.263,751.7230000000001
41,0.4,01:11:56.22:01,239.5645,1330.1760000000002,751.2180000000001
42,0.41,01:11:56.22:02,239.637,1330.4625,751.323
43,0.42,01:11:56.22:03,239.297,1330.382,750.8495
44,0.43,01:11:56.23:00,239.3925,1330.6889999999999,750.943
45,0.44,01:11:56.23:01,239.09599999999998,1330.611,750.4615
46,0.45,01:11:56.23:02,239.235,1330.9229999999998,750.547
47,0.46,01:11:56.23:03,238.9545,1330.9260000000002,750.0835
48,0.47,01:11:56.24:00,238.8915,1331.119,749.865
49,0.48,01:11:56.24:01,238.91299999999998,1331.3010000000002,749.6915
50,0.49,01:11:56.24:02,238.87400000000002,1331.5339999999999,749.555
51,0.5,01:11:56.24:03,238.9155,1331.7020000000002,749.3689999999999
52,0.51,01:11:57.00:00,238.8775,1331.9555,749.1865
53,0.52,01:11:57.00:01,238.945,1332.11,748.9785
54,0.53,01:11:57.00:02,238.929,1332.3725,748.829
55,0.54,01:11:57.00:03,238.99200000000002,1332.519,748.6619999999999
56,0.55,01:11:57.01:00,239.0205,1332.774,748.5089999999999
57,0.56,01:11:57.01:01,239.111,1332.9270000000001,748.3345
58,0.57,01:11:57.01:02,239.1495,1333.1335,748.2065
59,0.58,01:11:57.01:03,239.2045,1333.2839999999999,748.0545
60,0.59,01:11:57.02:00,239.2495,1333.4705,747.949
61,0.6,01:11:57.02:01,239.2975,1333.6315,747.796
62,0.61,01:11:57.02:02,239.363,1333.7815,747.6805
63,0.62,01:11:57.02:03,239.4255,1333.9195,747.5625
64,0.63,01:11:57.03:00,239.532,1334.0275,747.44
65,0.64,01:11:57.03:01,239.6305,1334.1055,747.3495
66,0.65,01:11:57.03:02,239.7335,1334.1960000000001,747.275
67,0.66,01:11:57.03:03,239.8275,1334.3229999999999,747.1785
68,0.67,01:11:57.04:00,239.93099999999998,1334.3665,747.1025
69,0.68,01:11:57.04:01,240.1075,1334.3410000000001,746.9845
70,0.69,01:11:57.04:02,240.1835,1334.408,746.936
71,0.7,01:11:57.04:03,240.343,1334.348,746.808
72,0.71,01:11:57.05:00,240.4525,1334.358,746.7485
73,0.72,01:11:57.05:01,240.511,1334.4189999999999,746.7345
74,0.73,01:11:57.05:02,240.6335,1334.3995,746.6925
75,0.74,01:11:57.05:03,240.72,1334.368,746.6185
76,0.75,01:11:57.06:00,240.78,1334.369,746.6015
77,0.76,01:11:57.06:01,240.7805,1334.412,746.5815
78,0.77,01:11:57.06:02,240.8875,1334.36,746.5195
79,0.78,01:11:57.06:03,240.8745,1334.3715,746.5205
80,0.79,01:11:57.07:00,240.8515,1334.4155,746.523
81,0.8,01:11:57.07:01,240.8895,1334.4245,746.512
82,0.81,01:11:57.07:02,240.84799999999998,1334.4945,746.5225
83,0.82,01:11:57.07:03,240.893,1334.4875,746.5035
84,0.83,01:11:57.08:00,240.8605,1334.5585,746.528
85,0.84,01:11:57.08:01,240.89,1334.575,746.5325
86,0.85,01:11:57.08:02,240.8745,1334.6545,746.5725
87,0.86,01:11:57.08:03,240.935,1334.6825,746.5855
88,0.87,01:11:57.09:00,240.9645,1334.7735,746.6055
89,0.88,01:11:57.09:01,241.0355,1334.797,746.6715
90,0.89,01:11:57.09:02,241.0965,1334.8729999999998,746.7185
91,0.9,01:11:57.09:03,241.2465,1334.878,746.7155
92,0.91,01:11:57.10:00,241.3095,1334.955,746.806
93,0.92,01:11:57.10:01,241.514,1334.967,746.829
94,0.93,01:11:57.10:02,241.625,1335.0415,746.9169999999999
95,0.94,01:11:57.10:03,241.83,1335.0479999999998,746.951
96,0.95,01:11:57.11:00,241.938,1335.0965,747.0435
97,0.96,01:11:57.11:01,242.1555,1335.0825,747.0865
98,0.97,01:11:57.11:02,242.2815,1335.0925,747.195
99,0.98,01:11:57.11:03,242.5,1335.078,747.2715
100,0.99,01:11:57.12:00,242.612,1335.1,747.3785
101,1.0,01:11:57.12:01,242.787,1335.031,747.4119999999999
102,1.01,01:11:57.12:02,242.9095,1334.9879999999998,747.5165
103,1.02,01:11:57.12:03,242.9955,1334.9460000000001,747.612
104,1.03,01:11:57.13:00,243.113,1334.9005,747.7345
105,1.04,01:11:57.13:01,243.2255,1334.8270000000002,747.828
106,1.05,01:11:57.13:02,243.329,1334.7535,747.971
107,1.06,01:11:57.13:03,243.481,1334.6225,748.0465
108,1.07,01:11:57.14:00,243.58900000000003,1334.5415,748.1545
109,1.08,01:11:57.14:01,243.69799999999998,1334.399,748.2495
110,1.09,01:11:57.14:02,243.7815,1334.26,748.3355
111,1.1,01:11:57.14:03,243.88,1334.161,748.465
112,1.11,01:11:57.15:00,243.9755,1334.05,748.581
113,1.12,01:11:57.15:01,244.0655,1333.9129999999998,748.6735
114,1.13,01:11:57.15:02,244.11599999999999,1333.781,748.7995
115,1.14,01:11:57.15:03,244.1805,1333.649,748.9119999999999
116,1.15,01:11:57.16:00,244.21900000000002,1333.497,749.0245
117,1.16,01:11:57.16:01,244.25900000000001,1333.3425,749.155
118,1.17,01:11:57.16:02,244.297,1333.1860000000001,749.2575
119,1.18,01:11:57.16:03,244.2785,1333.079,749.4
120,1.19,01:11:57.17:00,244.363,1332.8829999999998,749.4989999999999
121,1.2,01:11:57.17:01,244.338,1332.8065,749.6239999999999
122,1.21,01:11:57.17:02,244.4335,1332.6335,749.703
123,1.22,01:11:57.17:03,244.3965,1332.5625,749.8530000000001
124,1.23,01:11:57.18:00,244.4835,1332.4,749.9225
125,1.24,01:11:57.18:01,244.46400000000003,1332.3635,750.0785
126,1.25,01:11:57.18:02,244.50799999999998,1332.2395,750.179
127,1.26,01:11:57.18:03,244.5185,1332.1565,750.31
128,1.27,01:11:57.19:00,244.4975,1332.089,750.429
129,1.28,01:11:57.19:01,244.53799999999998,1331.9720000000002,750.5525
130,1.29,01:11:57.19:02,244.5085,1331.881,750.7195
131,1.3,01:11:57.19:03,244.5715,1331.7605,750.8615
132,1.31,01:11:57.20:00,244.602,1331.6765,750.9860000000001
133,1.32,01:11:57.20:01,244.607,1331.615,751.1425
134,1.33,01:11:57.20:02,244.6945,1331.5055,751.2605
135,1.34,01:11:57.20:03,244.6855,1331.4875,751.4395
136,1.35,01:11:57.21:00,244.78099999999998,1331.408,751.544
137,1.36,01:11:57.21:01,244.8025,1331.3825,751.703
138,1.37,01:11:57.21:02,244.898,1331.3,751.8315
139,1.38,01:11:57.21:03,244.9435,1331.2485,751.988
140,1.39,01:11:57.22:00,245.0495,1331.155,752.1155
141,1.4,01:11:57.22:01,245.0805,1331.1325,752.2935
142,1.41,01:11:57.22:02,245.176,1331.0445,752.442
143,1.42,01:11:57.22:03,245.2425,1330.933,752.5169999999999
144,1.43,01:11:57.23:00,245.3315,1330.8145,752.6519999999999
145,1.44,01:11:57.23:01,245.3935,1330.7415,752.8255
146,1.45,01:11:57.23:02,245.467,1330.616,752.9175
