Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,01:11:56.12:01,260.029,43.998999999999995,230.041
2,0.01,01:11:56.12:02,260.072,44.152,230.105
3,0.02,01:11:56.12:03,260.08,44.16,230.115
4,0.03,01:11:56.13:00,259.97900000000004,43.843999999999994,229.56599999999997
5,0.04,01:11:56.13:01,259.806,43.31100000000001,228.649
6,0.05,01:11:56.13:02,259.597,42.666000000000004,227.55200000000002
7,0.06,01:11:56.13:03,259.387,42.015,226.46400000000003
8,0.07,01:11:56.14:00,259.212,41.465,225.57299999999998
9,0.08,01:11:56.14:01,259.107,41.12,225.06900000000002
10,0.09,01:11:56.14:02,259.10900000000004,41.088,225.142
11,0.1,01:11:56.14:03,259.116,41.076,225.2
12,0.11,01:11:56.15:00,259.132,41.048,225.27700000000002
13,0.12,01:11:56.15:01,259.115,41.053999999999995,225.352
14,0.13,01:11:56.15:02,259.116,41.037,225.392
15,0.14,01:11:56.15:03,259.11400000000003,41.019,225.421
16,0.15,01:11:56.16:00,259.09,41.026,225.465
17,0.16,01:11:56.16:01,259.08099999999996,41.01,225.445
18,0.17,01:11:56.16:02,259.07099999999997,41.019,225.449
19,0.18,01:11:56.16:03,259.06,41.036,225.445
20,0.19,01:11:56.17:00,259.05,41.056999999999995,225.429
21,0.2,01:11:56.17:01,259.04,41.07899999999999,225.391
22,0.21,01:11:56.17:02,259.019,41.091,225.361
23,0.22,01:11:56.17:03,259.006,41.097,225.30900000000003
24,0.23,01:11:56.18:00,258.993,41.1,225.265
25,0.24,01:11:56.18:01,258.987,41.102,225.217
26,0.25,01:11:56.18:02,258.99,41.105,225.15
27,0.26,01:11:56.18:03,258.981,41.132,225.128
28,0.27,01:11:56.19:00,258.966,41.126000000000005,225.06400000000002
29,0.28,01:11:56.19:01,258.94599999999997,41.148,225.03099999999998
30,0.29,01:11:56.19:02,258.927,41.174,225.011
31,0.3,01:11:56.19:03,258.915,41.178999999999995,224.986
32,0.31,01:11:56.20:00,258.885,41.199,224.953
